STORAGE_IN,CONSTANT_HEAD_IN,RIVER_LEAKAGE_IN,RECHARGE_IN,MNW2_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,RIVER_LEAKAGE_OUT,RECHARGE_OUT,MNW2_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY,datetime,leakage
854504.56,0.0,494257.1,0.0,2320.6301,1351082.2,0.0,71391.93,1277394.5,0.0,2304.7476,1351091.1,-8.875,-0.0,1988-08-27 00:00:00.000000,-783137.4
839392.5,0.0,496998.0,0.0,2312.8064,1338703.2,0.3046,70382.99,1266036.4,0.0,2297.0276,1338716.6,-13.375,-0.0,1988-09-26 00:00:00.000000,-769038.4
825345.6,0.0,499549.75,0.0,2302.1821,1327197.5,0.0,69498.45,1255421.1,0.0,2286.6155,1327206.2,-8.75,-0.0,1988-10-27 00:00:00.000000,-755871.4
812843.2,0.0,501833.5,0.0,2292.5737,1316969.4,0.0,68751.805,1245949.4,0.0,2277.075,1316978.2,-8.875,-0.0,1988-11-26 00:00:00.000000,-744115.9
0.0,0.0,481847.2,2210374.5,2284.271,2694506.0,1271050.0,73587.6,1347607.8,0.0,2269.9854,2694515.5,-9.5,-0.0,1988-12-27 00:00:00.000000,-865760.56
0.0,0.0,474792.25,2210374.5,2288.7654,2687455.5,1235426.2,76278.58,1373484.2,0.0,2275.2422,2687464.2,-8.75,-0.0,1989-01-27 00:00:00.000000,-898692.0
0.0,0.0,470449.3,2210374.5,2285.0999,2683108.8,1210482.9,78078.39,1392282.4,0.0,2272.829,2683116.2,-7.5,-0.0,1989-02-24 00:00:00.000000,-921833.06
0.0,0.0,466614.5,2210374.5,2294.76,2679283.8,1187006.2,79669.37,1410334.0,0.0,2281.8582,2679291.2,-7.5,-0.0,1989-03-27 00:00:00.000000,-943719.5
0.0,0.0,463461.47,2210374.5,2307.7058,2676143.8,1166872.8,80954.984,1426028.1,0.0,2295.0764,2676151.0,-7.25,-0.0,1989-04-26 00:00:00.000000,-962566.6
922583.8,0.0,480928.44,0.0,2315.0322,1405827.2,0.0,76553.64,1326982.6,0.0,2300.4995,1405836.8,-9.5,-0.0,1989-05-27 00:00:00.000000,-846054.2
894012.7,0.0,486890.3,0.0,2314.3706,1383217.4,0.0,74300.78,1306614.0,0.0,2308.7524,1383223.5,-6.125,-0.0,1989-06-26 00:00:00.000000,-819723.7
872236.1,0.0,491014.1,0.0,2321.8977,1365572.1,0.0,72656.625,1290617.2,0.0,2306.6895,1365580.6,-8.5,-0.0,1989-07-27 00:00:00.000000,-799603.1
854323.9,0.0,494302.66,0.0,2320.8313,1350947.4,0.0,71388.74,1277262.4,0.0,2304.968,1350956.1,-8.75,-0.0,1989-08-27 00:00:00.000000,-782959.75
839229.56,0.0,497043.62,0.0,2305.1123,1338578.4,0.0,70379.86,1265905.4,0.0,2299.2524,1338584.5,-6.125,-0.0,1989-09-26 00:00:00.000000,-768861.75
825167.5,0.0,499595.66,0.0,2302.102,1327065.2,0.0,69495.37,1255292.5,0.0,2286.4814,1327074.4,-9.125,-0.0,1989-10-27 00:00:00.000000,-755696.9
812667.8,0.0,501879.03,0.0,2292.3772,1316839.2,0.0,68748.76,1245822.4,0.0,2276.8708,1316848.0,-8.75,-0.0,1989-11-26 00:00:00.000000,-743943.4
0.0,0.0,481889.38,2210374.5,2284.1045,2694548.0,1271225.2,73584.59,1347477.5,0.0,2269.8167,2694557.2,-9.25,-0.0,1989-12-27 00:00:00.000000,-865588.1
0.0,0.0,474832.84,2210374.5,2288.6194,2687495.8,1235600.2,76275.62,1373353.6,0.0,2275.0881,2687504.5,-8.75,-0.0,1990-01-26 21:35:51.562500,-898520.75
0.0,0.0,470489.03,2210374.5,2284.819,2683148.2,1210655.5,78075.46,1392152.4,0.0,2272.5415,2683156.0,-7.75,-0.0,1990-02-23 21:35:51.562500,-921663.4
0.0,0.0,466653.16,2210374.5,2294.541,2679322.2,1187177.5,79666.445,1410204.1,0.0,2281.6865,2679329.8,-7.5,-0.0,1990-03-26 21:35:51.562500,-943551.0
0.0,0.0,463499.28,2210374.5,2306.302,2676180.0,1167042.6,80952.125,1425898.8,0.0,2293.6594,2676187.2,-7.25,-0.0,1990-04-25 21:35:51.562500,-962399.5
922428.56,0.0,480968.62,0.0,2307.8303,1405705.1,0.0,76550.82,1326858.1,0.0,2302.1765,1405711.1,-6.0,-0.0,1990-05-26 21:35:51.562500,-845889.5
893846.6,0.0,486930.94,0.0,2314.4456,1383092.0,0.0,74297.99,1306491.8,0.0,2308.7698,1383098.5,-6.5,-0.0,1990-06-25 21:35:51.562500,-819560.8
872071.6,0.0,491055.2,0.0,2321.7744,1365448.5,0.0,72653.89,1290497.2,0.0,2306.571,1365457.8,-9.25,-0.0,1990-07-26 21:35:51.562500,-799442.06
854161.9,0.0,494344.03,0.0,2320.3152,1350826.2,0.0,71386.04,1277144.6,0.0,2304.504,1350835.1,-8.875,-0.0,1990-08-26 21:35:51.562500,-782800.6
839053.7,0.0,497084.97,0.0,2312.7195,1338451.4,0.0,70377.195,1265789.8,0.0,2296.5447,1338463.5,-12.125,-0.0,1990-09-25 21:35:51.562500,-768704.75
825009.5,0.0,499636.75,0.0,2301.8635,1326948.1,0.0,69492.74,1255177.9,0.0,2286.3022,1326956.9,-8.75,-0.0,1990-10-26 21:35:51.562500,-755541.1
812511.06,0.0,501919.94,0.0,2293.8328,1316724.9,0.0,68746.18,1245709.0,0.0,2278.5273,1316733.6,-8.75,-0.0,1990-11-25 21:35:51.562500,-743789.06
0.0,0.0,481927.38,2210374.5,2285.062,2694587.0,1271382.2,73582.04,1347361.1,0.0,2270.8787,2694596.5,-9.5,-0.0,1990-12-26 21:35:51.562500,-865433.75
