STORAGE_IN,CONSTANT_HEAD_IN,RECHARGE_IN,STREAM_LEAKAGE_IN,MNW2_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,RECHARGE_OUT,STREAM_LEAKAGE_OUT,MNW2_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY,WellNum
0.0,264.7524108886719,914428.75,192054.15625,2001.625,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.652099609375,1108752.125,-2.875,-0.0,126
0.0,264.7524108886719,914428.75,192054.09375,2001.6268310546875,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.6446533203125,1108752.125,-2.875,-0.0,127
0.0,264.7524108886719,914428.75,192054.046875,2000.2147216796875,1108747.75,0.0,55704.4765625,0.0,1051056.875,1989.2481689453125,1108750.625,-2.875,-0.0,128
0.0,264.7524108886719,914428.75,192054.03125,2001.3123779296875,1108748.75,0.0,55704.4765625,0.0,1051056.875,1990.333740234375,1108751.75,-3.0,-0.0,129
0.0,264.75311279296875,914428.75,192054.25,2001.635986328125,1108749.375,0.0,55704.09375,0.0,1051057.5,1990.65380859375,1108752.25,-2.875,-0.0,13
0.0,264.7524108886719,914428.75,192054.015625,2001.625,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6441650390625,1108752.0,-2.875,-0.0,130
0.0,264.7524108886719,914428.75,192054.0,2001.625244140625,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6470947265625,1108752.0,-2.875,-0.0,131
0.0,264.7524108886719,914428.75,192054.0,2001.6160888671875,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.66064453125,1108752.0,-2.875,-0.0,132
0.0,264.7524108886719,914428.75,192054.0,1999.6080322265625,1108747.125,0.0,55704.4765625,0.0,1051056.875,1988.6658935546875,1108750.0,-2.875,-0.0,133
0.0,264.7524108886719,914428.75,192054.0,2000.6185302734375,1108748.125,0.0,55704.4765625,0.0,1051056.875,1989.66552734375,1108751.0,-2.875,-0.0,134
0.0,264.7524108886719,914428.75,192054.015625,2000.53857421875,1108748.0,0.0,55704.47265625,0.0,1051056.875,1989.5679931640625,1108751.0,-3.0,-0.0,135
0.0,264.7524108886719,914428.75,192054.0625,2001.620361328125,1108749.125,0.0,55704.46484375,0.0,1051057.0,1990.6474609375,1108752.125,-3.0,-0.0,136
0.0,264.7524108886719,914428.75,192054.125,2001.1678466796875,1108748.75,0.0,55704.453125,0.0,1051057.0,1990.2020263671875,1108751.75,-3.0,-0.0,137
0.0,264.75250244140625,914428.75,192054.203125,2001.625244140625,1108749.375,0.0,55704.4453125,0.0,1051057.125,1990.6595458984375,1108752.25,-2.875,-0.0,138
0.0,264.7524108886719,914428.75,192054.21875,2001.62841796875,1108749.375,0.0,55704.4765625,0.0,1051057.125,1990.65283203125,1108752.25,-2.875,-0.0,139
0.0,264.7532958984375,914428.75,192054.28125,2001.63671875,1108749.375,0.0,55704.015625,0.0,1051057.625,1990.6676025390625,1108752.25,-2.875,-0.0,14
0.0,264.7524108886719,914428.75,192054.296875,2001.6253662109375,1108749.375,0.0,55704.4765625,0.0,1051057.125,1990.6614990234375,1108752.25,-2.875,-0.0,140
0.0,264.7524108886719,914428.75,192054.5625,2000.4578857421875,1108748.5,0.0,55704.4765625,0.0,1051057.375,1989.5028076171875,1108751.375,-2.875,-0.0,141
0.0,264.7524108886719,914428.75,192054.375,2001.6177978515625,1108749.5,0.0,55704.4765625,0.0,1051057.25,1990.6458740234375,1108752.375,-2.875,-0.0,142
0.0,264.7524108886719,914428.75,192054.15625,2000.9737548828125,1108748.625,0.0,55704.4765625,0.0,1051057.0,1990.006591796875,1108751.5,-2.875,-0.0,143
0.0,264.7524108886719,914428.75,192054.09375,2001.6226806640625,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.646728515625,1108752.125,-2.875,-0.0,144
0.0,264.7524108886719,914428.75,192054.0625,2001.6163330078125,1108749.125,0.0,55704.4765625,0.0,1051057.0,1990.6470947265625,1108752.125,-3.0,-0.0,145
0.0,264.7524108886719,914428.75,192054.03125,2001.6153564453125,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6497802734375,1108752.0,-2.875,-0.0,146
0.0,264.7524108886719,914428.75,192054.015625,2001.6209716796875,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6463623046875,1108752.0,-2.875,-0.0,147
0.0,264.7524108886719,914428.75,192054.0,2001.6236572265625,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6522216796875,1108752.0,-2.875,-0.0,148
0.0,264.7524108886719,914428.75,192054.0,2001.6173095703125,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.655029296875,1108752.0,-2.875,-0.0,149
0.0,264.7525939941406,914428.75,192054.65625,2001.629150390625,1108749.75,0.0,55704.44921875,0.0,1051057.625,1990.627685546875,1108752.75,-3.0,-0.0,15
0.0,264.7524108886719,914428.75,192054.0,2000.797119140625,1108748.25,0.0,55704.4765625,0.0,1051056.875,1989.8885498046875,1108751.25,-3.0,-0.0,150
0.0,264.7524108886719,914428.75,192054.0,2000.3773193359375,1108747.875,0.0,55704.4765625,0.0,1051056.875,1989.4202880859375,1108750.75,-2.875,-0.0,151
0.0,264.7524108886719,914428.75,192054.0,2000.4471435546875,1108748.0,0.0,55704.4765625,0.0,1051056.875,1989.49609375,1108750.875,-2.875,-0.0,152
0.0,264.7524108886719,914428.75,192054.0,2001.050048828125,1108748.5,0.0,55704.47265625,0.0,1051056.875,1990.09228515625,1108751.5,-3.0,-0.0,153
0.0,264.7524108886719,914428.75,192054.015625,2001.6343994140625,1108749.125,0.0,55704.47265625,0.0,1051056.875,1990.634765625,1108752.0,-2.875,-0.0,154
0.0,264.7524108886719,914428.75,192054.09375,2001.6302490234375,1108749.25,0.0,55704.46484375,0.0,1051057.0,1990.6414794921875,1108752.125,-2.875,-0.0,155
0.0,264.7524108886719,914428.75,192054.15625,2001.6258544921875,1108749.25,0.0,55704.45703125,0.0,1051057.0,1990.6541748046875,1108752.125,-2.875,-0.0,156
0.0,264.7524108886719,914428.75,192054.25,2001.6251220703125,1108749.375,0.0,55704.4765625,0.0,1051057.125,1990.6585693359375,1108752.25,-2.875,-0.0,157
0.0,264.7524108886719,914428.75,192054.3125,2000.8162841796875,1108748.625,0.0,55704.4765625,0.0,1051057.125,1989.880615234375,1108751.5,-2.875,-0.0,158
0.0,264.7524108886719,914428.75,192054.265625,2001.0252685546875,1108748.75,0.0,55704.4765625,0.0,1051057.125,1990.0924072265625,1108751.75,-3.0,-0.0,159
0.0,264.75250244140625,914428.75,192054.25,2001.633544921875,1108749.375,0.0,55704.4453125,0.0,1051057.25,1990.6295166015625,1108752.375,-3.0,-0.0,16
0.0,264.7524108886719,914428.75,192054.1875,2001.6031494140625,1108749.375,0.0,55704.4765625,0.0,1051057.0,1990.637451171875,1108752.125,-2.75,-0.0,160
0.0,264.7524108886719,914428.75,192054.09375,2001.6214599609375,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.6495361328125,1108752.125,-2.875,-0.0,161
0.0,264.7524108886719,914428.75,192054.078125,2001.616455078125,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.6529541015625,1108752.125,-2.875,-0.0,162
0.0,264.7524108886719,914428.75,192054.046875,2001.61474609375,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.654296875,1108752.0,-2.875,-0.0,163
0.0,264.7524108886719,914428.75,192054.015625,2000.33935546875,1108747.875,0.0,55704.4765625,0.0,1051056.75,1989.4476318359375,1108750.75,-2.875,-0.0,164
0.0,264.7524108886719,914428.75,192054.015625,2001.61767578125,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6514892578125,1108752.0,-2.875,-0.0,165
0.0,264.7524108886719,914428.75,192054.015625,2001.6121826171875,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6519775390625,1108752.0,-2.875,-0.0,166
0.0,264.7524108886719,914428.75,192054.015625,2001.609375,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6541748046875,1108752.0,-2.875,-0.0,167
0.0,264.7524108886719,914428.75,192054.0,2000.638427734375,1108748.125,0.0,55704.4765625,0.0,1051056.875,1989.717041015625,1108751.125,-3.0,-0.0,168
0.0,264.7524108886719,914428.75,192054.0,2000.4468994140625,1108748.0,0.0,55704.4765625,0.0,1051056.875,1989.4871826171875,1108750.875,-2.875,-0.0,169
0.0,264.7525939941406,914428.75,192054.265625,2001.63232421875,1108749.375,0.0,55704.38671875,0.0,1051057.25,1990.6494140625,1108752.25,-2.875,-0.0,17
0.0,264.7524108886719,914428.75,192054.0,2001.62841796875,1108749.125,0.0,55704.4765625,0.0,1051056.875,1990.6424560546875,1108752.0,-2.875,-0.0,170
0.0,264.7524108886719,914428.75,192054.046875,2001.63037109375,1108749.125,0.0,55704.46875,0.0,1051057.0,1990.6466064453125,1108752.125,-3.0,-0.0,171
0.0,264.7524108886719,914428.75,192054.125,2001.624755859375,1108749.25,0.0,55704.4609375,0.0,1051057.0,1990.6549072265625,1108752.125,-2.875,-0.0,172
0.0,264.7524108886719,914428.75,192054.21875,2001.6016845703125,1108749.375,0.0,55704.4765625,0.0,1051057.125,1990.64306640625,1108752.25,-2.875,-0.0,173
0.0,264.7524108886719,914428.75,192054.21875,2001.1400146484375,1108748.875,0.0,55704.4765625,0.0,1051057.0,1990.2423095703125,1108751.75,-2.875,-0.0,174
