"SegNum","frac_depletion","WellNum","time_days","dist_wellToStream_m","Tr_bulk_m2d","S_bulk","lmda_m2d"
61,0.013,1,258,1591.016,25.883,0.273,213.532
62,0.943,1,258,82.059,63.57,0.282,138.816
336,0.044,1,258,1297.584,29.252,0.302,27.656
61,0.013,1,3543,1591.016,25.883,0.273,213.532
62,0.943,1,3543,82.059,63.57,0.282,138.816
336,0.044,1,3543,1297.584,29.252,0.302,27.656
61,0.013,1,18143,1591.016,25.883,0.273,213.532
62,0.943,1,18143,82.059,63.57,0.282,138.816
336,0.044,1,18143,1297.584,29.252,0.302,27.656
61,0.561,2,258,245.833,130.406,0.272,213.532
62,0.124,2,258,646.881,113.199,0.271,138.816
190,0.014,2,258,2512.718,60.621,0.27,21.387
336,0.302,2,258,632.709,72.304,0.27,27.656
61,0.561,2,3543,245.833,130.406,0.272,213.532
62,0.124,2,3543,646.881,113.199,0.271,138.816
190,0.014,2,3543,2512.718,60.621,0.27,21.387
336,0.302,2,3543,632.709,72.304,0.27,27.656
61,0.561,2,18143,245.833,130.406,0.272,213.532
62,0.124,2,18143,646.881,113.199,0.271,138.816
190,0.014,2,18143,2512.718,60.621,0.27,21.387
336,0.302,2,18143,632.709,72.304,0.27,27.656
61,0.878,3,258,280.332,42.915,0.272,213.532
62,0.112,3,258,753.115,41.959,0.271,138.816
63,0.011,3,258,2342.601,48.941,0.271,213.254
61,0.758,3,3543,280.332,42.915,0.272,213.532
62,0.097,3,3543,753.115,41.959,0.271,138.816
336,0.145,3,3543,1579.572,55.337,0.277,27.656
61,0.744,3,18143,280.332,42.915,0.272,213.532
62,0.095,3,18143,753.115,41.959,0.271,138.816
64,0.014,3,18143,2879.849,45.601,0.271,195.068
336,0.148,3,18143,1579.572,55.337,0.277,27.656
61,0.883,4,258,148.589,3609.26,0.273,213.532
62,0.014,4,258,1594.186,283.473,0.271,138.816
64,0.011,4,258,1959.451,116.081,0.271,195.068
336,0.092,4,258,1059.945,23.198,0.278,27.656
61,0.883,4,3543,148.589,3609.26,0.273,213.532
62,0.014,4,3543,1594.186,283.473,0.271,138.816
64,0.011,4,3543,1959.451,116.081,0.271,195.068
336,0.092,4,3543,1059.945,23.198,0.278,27.656
61,0.883,4,18143,148.589,3609.26,0.273,213.532
62,0.014,4,18143,1594.186,283.473,0.271,138.816
64,0.011,4,18143,1959.451,116.081,0.271,195.068
336,0.092,4,18143,1059.945,23.198,0.278,27.656
51,0.039,5,258,5069.382,33.65,0.27,42.84
61,0.805,5,258,704.733,25.307,0.271,213.532
62,0.065,5,258,2165.677,31.943,0.27,138.816
63,0.091,5,258,1118.991,44.754,0.271,213.254
51,0.028,5,3543,5069.382,33.65,0.27,42.84
61,0.585,5,3543,704.733,25.307,0.271,213.532
62,0.047,5,3543,2165.677,31.943,0.27,138.816
63,0.066,5,3543,1118.991,44.754,0.271,213.254
64,0.063,5,3543,1728.643,65.619,0.272,195.068
214,0.014,5,3543,3849.73,69.359,0.275,36.507
336,0.196,5,3543,1939.978,62.296,0.272,27.656
51,0.026,5,18143,5069.382,33.65,0.27,42.84
61,0.545,5,18143,704.733,25.307,0.271,213.532
62,0.044,5,18143,2165.677,31.943,0.27,138.816
63,0.061,5,18143,1118.991,44.754,0.271,213.254
64,0.059,5,18143,1728.643,65.619,0.272,195.068
66,0.012,5,18143,3858.982,50.916,0.271,199.032
67,0.012,5,18143,5265.064,50.384,0.27,195.528
190,0.011,5,18143,4748.786,79.163,0.271,21.387
211,0.015,5,18143,3823.721,40.271,0.275,34.152
214,0.021,5,18143,3849.73,69.359,0.275,36.507
336,0.192,5,18143,1939.978,62.296,0.272,27.656
51,0.088,6,258,3832.803,65.554,0.27,42.84
61,0.347,6,258,1014.212,79.178,0.27,213.532
62,0.041,6,258,3579.543,71.058,0.27,138.816
63,0.221,6,258,996.223,67.565,0.27,213.254
64,0.221,6,258,1297.259,87.756,0.271,195.068
214,0.081,6,258,2767.287,21.422,0.271,36.507
51,0.072,6,3543,3832.803,65.554,0.27,42.84
61,0.284,6,3543,1014.212,79.178,0.27,213.532
62,0.034,6,3543,3579.543,71.058,0.27,138.816
63,0.18,6,3543,996.223,67.565,0.27,213.254
64,0.181,6,3543,1297.259,87.756,0.271,195.068
65,0.025,6,3543,2647.295,21.931,0.277,190.946
66,0.025,6,3543,2868.472,11.664,0.271,199.032
214,0.066,6,3543,2767.287,21.422,0.271,36.507
336,0.133,6,3543,2547.973,29.76,0.274,27.656
51,0.061,6,18143,3832.803,65.554,0.27,42.84
61,0.239,6,18143,1014.212,79.178,0.27,213.532
62,0.028,6,18143,3579.543,71.058,0.27,138.816
63,0.152,6,18143,996.223,67.565,0.27,213.254
64,0.152,6,18143,1297.259,87.756,0.271,195.068
65,0.021,6,18143,2647.295,21.931,0.277,190.946
66,0.029,6,18143,2868.472,11.664,0.271,199.032
67,0.026,6,18143,4168.208,12.801,0.27,195.528
70,0.015,6,18143,6279.585,12.886,0.27,149.343
116,0.012,6,18143,6305.357,15.013,0.27,50.819
211,0.021,6,18143,3939.322,12.835,0.283,34.152
213,0.013,6,18143,5256.302,16.193,0.282,31.269
214,0.056,6,18143,2767.287,21.422,0.271,36.507
299,0.017,6,18143,4958.614,65.431,0.274,32.383
336,0.157,6,18143,2547.973,29.76,0.274,27.656
61,0.043,7,258,896.624,3085.64,0.278,213.532
63,0.132,7,258,289.114,3303.049,0.276,213.254
64,0.746,7,258,163.237,3134.013,0.275,195.068
65,0.011,7,258,1432.72,107.614,0.273,190.946
214,0.016,7,258,1887.042,276.113,0.279,36.507
336,0.052,7,258,1492.064,76.706,0.272,27.656
61,0.043,7,3543,896.624,3085.64,0.278,213.532
63,0.132,7,3543,289.114,3303.049,0.276,213.254
64,0.745,7,3543,163.237,3134.013,0.275,195.068
65,0.011,7,3543,1432.72,107.614,0.273,190.946
214,0.016,7,3543,1887.042,276.113,0.279,36.507
336,0.053,7,3543,1492.064,76.706,0.272,27.656
61,0.043,7,18143,896.624,3085.64,0.278,213.532
63,0.132,7,18143,289.114,3303.049,0.276,213.254
64,0.745,7,18143,163.237,3134.013,0.275,195.068
65,0.011,7,18143,1432.72,107.614,0.273,190.946
214,0.016,7,18143,1887.042,276.113,0.279,36.507
336,0.053,7,18143,1492.064,76.706,0.272,27.656
51,0.082,8,258,3750.219,19.348,0.27,42.84
61,0.166,8,258,1349.735,17.901,0.272,213.532
63,0.169,8,258,997.39,19.41,0.272,213.254
64,0.436,8,258,930.51,16.613,0.272,195.068
214,0.148,8,258,1767.354,34.41,0.271,36.507
51,0.069,8,3543,3750.219,19.348,0.27,42.84
61,0.14,8,3543,1349.735,17.901,0.272,213.532
63,0.143,8,3543,997.39,19.41,0.272,213.254
64,0.369,8,3543,930.51,16.613,0.272,195.068
65,0.05,8,3543,1773.187,19.395,0.275,190.946
66,0.052,8,3543,1891.255,9.956,0.272,199.032
214,0.125,8,3543,1767.354,34.41,0.271,36.507
336,0.052,8,3543,2480.428,56.353,0.273,27.656
51,0.054,8,18143,3750.219,19.348,0.27,42.84
61,0.11,8,18143,1349.735,17.901,0.272,213.532
62,0.017,8,18143,4334.44,16.03,0.27,138.816
63,0.112,8,18143,997.39,19.41,0.272,213.254
64,0.289,8,18143,930.51,16.613,0.272,195.068
65,0.04,8,18143,1773.187,19.395,0.275,190.946
66,0.048,8,18143,1891.255,9.956,0.272,199.032
67,0.034,8,18143,3168.209,15.767,0.27,195.528
70,0.013,8,18143,5314.41,30.128,0.27,149.343
211,0.022,8,18143,3547.899,17.799,0.284,34.152
213,0.013,8,18143,4614.323,26.123,0.278,31.269
214,0.098,8,18143,1767.354,34.41,0.271,36.507
298,0.014,8,18143,3175.332,34.89,0.27,32.302
299,0.02,8,18143,3962.138,55.159,0.275,32.383
336,0.116,8,18143,2480.428,56.353,0.273,27.656
51,0.251,9,258,2751.337,63.959,0.27,42.84
61,0.164,9,258,2199.917,58.926,0.27,213.532
63,0.091,9,258,1944.482,59.521,0.27,213.254
64,0.247,9,258,1863.43,60.851,0.27,195.068
214,0.247,9,258,1979.635,65.656,0.27,36.507
51,0.185,9,3543,2751.337,63.959,0.27,42.84
61,0.121,9,3543,2199.917,58.926,0.27,213.532
63,0.067,9,3543,1944.482,59.521,0.27,213.254
64,0.182,9,3543,1863.43,60.851,0.27,195.068
65,0.045,9,3543,2340.416,64.292,0.27,190.946
66,0.074,9,3543,2358.924,67.562,0.27,199.032
67,0.048,9,3543,3320.696,84.759,0.27,195.528
214,0.182,9,3543,1979.635,65.656,0.27,36.507
298,0.025,9,3543,3333.243,12.184,0.27,32.302
336,0.072,9,3543,3474.092,10.613,0.277,27.656
38,0.02,9,18143,6124.124,56.242,0.27,33.882
51,0.13,9,18143,2751.337,63.959,0.27,42.84
52,0.013,9,18143,4491.403,52.028,0.27,46.229
53,0.011,9,18143,5508.753,45.176,0.27,47.564
54,0.023,9,18143,6336.687,39.127,0.271,56.832
61,0.085,9,18143,2199.917,58.926,0.27,213.532
62,0.019,9,18143,4993.606,59.172,0.27,138.816
63,0.047,9,18143,1944.482,59.521,0.27,213.254
64,0.128,9,18143,1863.43,60.851,0.27,195.068
65,0.032,9,18143,2340.416,64.292,0.27,190.946
66,0.052,9,18143,2358.924,67.562,0.27,199.032
67,0.049,9,18143,3320.696,84.759,0.27,195.528
68,0.011,9,18143,4897.169,98.848,0.27,188.27
70,0.027,9,18143,5120.624,81.865,0.27,149.343
71,0.012,9,18143,7494.728,88.325,0.27,115.287
116,0.019,9,18143,5158.539,60.887,0.27,50.819
211,0.02,9,18143,4518.372,69.663,0.273,34.152
213,0.014,9,18143,5460.867,66.142,0.274,31.269
214,0.128,9,18143,1979.635,65.656,0.27,36.507
298,0.018,9,18143,3333.243,12.184,0.27,32.302
299,0.025,9,18143,4176.378,11.63,0.281,32.383
305,0.012,9,18143,5590.741,9.594,0.27,24.115
336,0.104,9,18143,3474.092,10.613,0.277,27.656
63,0.047,10,258,1590.638,15.754,0.274,213.254
64,0.333,10,258,984.827,23.14,0.271,195.068
65,0.088,10,258,1047.474,28.987,0.272,190.946
211,0.126,10,258,1414.472,12.102,0.273,34.152
336,0.405,10,258,1220.347,67.867,0.27,27.656
61,0.052,10,3543,2139.917,25.674,0.271,213.532
63,0.038,10,3543,1590.638,15.754,0.274,213.254
64,0.265,10,3543,984.827,23.14,0.271,195.068
65,0.07,10,3543,1047.474,28.987,0.272,190.946
66,0.056,10,3543,1717.618,40.691,0.273,199.032
211,0.101,10,3543,1414.472,12.102,0.273,34.152
213,0.024,10,3543,2428.388,19.144,0.271,31.269
214,0.057,10,3543,1721.898,48.421,0.286,36.507
298,0.016,10,3543,2945.603,59.249,0.271,32.302
336,0.323,10,3543,1220.347,67.867,0.27,27.656
51,0.021,10,18143,5749.437,33.422,0.271,42.84
61,0.062,10,18143,2139.917,25.674,0.271,213.532
62,0.013,10,18143,4523.734,21.082,0.271,138.816
63,0.032,10,18143,1590.638,15.754,0.274,213.254
64,0.225,10,18143,984.827,23.14,0.271,195.068
65,0.059,10,18143,1047.474,28.987,0.272,190.946
66,0.047,10,18143,1717.618,40.691,0.273,199.032
67,0.028,10,18143,2953.336,36.357,0.272,195.528
70,0.011,10,18143,5374.27,40.275,0.271,149.343
205,0.013,10,18143,5939.787,16.703,0.271,37.451
211,0.085,10,18143,1414.472,12.102,0.273,34.152
213,0.032,10,18143,2428.388,19.144,0.271,31.269
214,0.056,10,18143,1721.898,48.421,0.286,36.507
298,0.015,10,18143,2945.603,59.249,0.271,32.302
299,0.027,10,18143,3267.18,41.2,0.27,32.383
336,0.274,10,18143,1220.347,67.867,0.27,27.656
64,0.887,11,258,100.555,140.362,0.272,195.068
65,0.053,11,258,434.405,270.857,0.273,190.946
66,0.014,11,258,968.445,142.187,0.271,199.032
214,0.019,11,258,964.977,41.77,0.32,36.507
336,0.026,11,258,1940.615,41.913,0.27,27.656
61,0.012,11,3543,1896.6,240.867,0.272,213.532
64,0.866,11,3543,100.555,140.362,0.272,195.068
65,0.051,11,3543,434.405,270.857,0.273,190.946
66,0.019,11,3543,968.445,142.187,0.271,199.032
214,0.027,11,3543,964.977,41.77,0.32,36.507
336,0.026,11,3543,1940.615,41.913,0.27,27.656
61,0.012,11,18143,1896.6,240.867,0.272,213.532
64,0.866,11,18143,100.555,140.362,0.272,195.068
65,0.051,11,18143,434.405,270.857,0.273,190.946
66,0.019,11,18143,968.445,142.187,0.271,199.032
214,0.027,11,18143,964.977,41.77,0.32,36.507
336,0.026,11,18143,1940.615,41.913,0.27,27.656
51,0.054,12,258,3750.264,42.9,0.27,42.84
61,0.058,12,258,2148.242,60.304,0.271,213.532
63,0.041,12,258,1663.923,38.511,0.271,213.254
64,0.345,12,258,788.844,41.624,0.271,195.068
65,0.125,12,258,932.232,30.934,0.271,190.946
66,0.015,12,258,962.061,26.655,0.271,199.032
214,0.361,12,258,767.592,49.525,0.272,36.507
51,0.041,12,3543,3750.264,42.9,0.27,42.84
61,0.044,12,3543,2148.242,60.304,0.271,213.532
63,0.031,12,3543,1663.923,38.511,0.271,213.254
64,0.262,12,3543,788.844,41.624,0.271,195.068
65,0.095,12,3543,932.232,30.934,0.271,190.946
66,0.104,12,3543,962.061,26.655,0.271,199.032
67,0.046,12,3543,2168.211,21.026,0.27,195.528
211,0.013,12,3543,3414.223,21.599,0.278,34.152
214,0.273,12,3543,767.592,49.525,0.272,36.507
298,0.021,12,3543,2175.346,62.924,0.27,32.302
299,0.019,12,3543,2968.034,99.922,0.273,32.383
336,0.051,12,3543,2778.022,79.529,0.272,27.656
51,0.038,12,18143,3750.264,42.9,0.27,42.84
54,0.011,12,18143,6410.074,31.198,0.271,56.832
61,0.04,12,18143,2148.242,60.304,0.271,213.532
63,0.028,12,18143,1663.923,38.511,0.271,213.254
64,0.241,12,18143,788.844,41.624,0.271,195.068
65,0.088,12,18143,932.232,30.934,0.271,190.946
66,0.096,12,18143,962.061,26.655,0.271,199.032
67,0.042,12,18143,2168.211,21.026,0.27,195.528
70,0.016,12,18143,4363.692,33.062,0.271,149.343
116,0.012,12,18143,4381.352,68.699,0.271,50.819
211,0.017,12,18143,3414.223,21.599,0.278,34.152
213,0.011,12,18143,4117.674,45.66,0.281,31.269
214,0.252,12,18143,767.592,49.525,0.272,36.507
298,0.019,12,18143,2175.346,62.924,0.27,32.302
299,0.022,12,18143,2968.034,99.922,0.273,32.383
336,0.067,12,18143,2778.022,79.529,0.272,27.656
51,0.185,13,258,2751.128,11.33,0.27,42.84
61,0.082,13,258,2762.751,20.556,0.271,213.532
63,0.044,13,258,2377.513,21.934,0.27,213.254
64,0.187,13,258,1771.032,19.562,0.271,195.068
214,0.502,13,258,1068.254,9.491,0.27,36.507
51,0.14,13,3543,2751.128,11.33,0.27,42.84
61,0.062,13,3543,2762.751,20.556,0.271,213.532
63,0.033,13,3543,2377.513,21.934,0.27,213.254
64,0.142,13,3543,1771.032,19.562,0.271,195.068
65,0.055,13,3543,1704.31,16.071,0.271,190.946
66,0.11,13,3543,1706.821,10.529,0.272,199.032
67,0.057,13,3543,2378.73,9.841,0.271,195.528
214,0.381,13,3543,1068.254,9.491,0.27,36.507
298,0.019,13,3543,2399.98,14.162,0.27,32.302
51,0.104,13,18143,2751.128,11.33,0.27,42.84
52,0.013,13,18143,3934.76,12.529,0.271,46.229
53,0.011,13,18143,4864.68,17.662,0.27,47.564
54,0.012,13,18143,5628.119,28.033,0.271,56.832
61,0.046,13,18143,2762.751,20.556,0.271,213.532
63,0.025,13,18143,2377.513,21.934,0.27,213.254
64,0.105,13,18143,1771.032,19.562,0.271,195.068
65,0.041,13,18143,1704.31,16.071,0.271,190.946
66,0.082,13,18143,1706.821,10.529,0.272,199.032
67,0.07,13,18143,2378.73,9.841,0.271,195.528
68,0.014,13,18143,3905.719,12.659,0.274,188.27
70,0.029,13,18143,4126.826,10.705,0.27,149.343
116,0.021,13,18143,4162.918,28.242,0.27,50.819
211,0.018,13,18143,4414.183,10.812,0.279,34.152
213,0.011,13,18143,5048.201,14.617,0.284,31.269
214,0.283,13,18143,1068.254,9.491,0.27,36.507
298,0.026,13,18143,2399.98,14.162,0.27,32.302
299,0.029,13,18143,3248.51,11.812,0.28,32.383
336,0.06,13,18143,3695.489,48.72,0.273,27.656
50,0.01,14,258,3737.667,74.139,0.27,22.424
51,0.454,14,258,1752.979,71.388,0.27,42.84
61,0.07,14,258,3556.774,63.955,0.27,213.532
63,0.03,14,258,3233.456,62.239,0.27,213.254
64,0.103,14,258,2765.556,58.681,0.27,195.068
65,0.039,14,258,2628.029,55.957,0.27,190.946
214,0.294,14,258,1695.438,63.352,0.27,36.507
51,0.374,14,3543,1752.979,71.388,0.27,42.84
52,0.016,14,3543,3087.354,63.786,0.27,46.229
61,0.057,14,3543,3556.774,63.955,0.27,213.532
63,0.024,14,3543,3233.456,62.239,0.27,213.254
64,0.085,14,3543,2765.556,58.681,0.27,195.068
65,0.032,14,3543,2628.029,55.957,0.27,190.946
66,0.075,14,3543,2626.959,49.769,0.27,199.032
67,0.076,14,3543,2775.989,35.237,0.27,195.528
214,0.242,14,3543,1695.438,63.352,0.27,36.507
298,0.019,14,3543,2964.402,70.323,0.27,32.302
38,0.025,14,18143,5218.932,45.804,0.27,33.882
51,0.248,14,18143,1752.979,71.388,0.27,42.84
52,0.023,14,18143,3087.354,63.786,0.27,46.229
53,0.017,14,18143,4094.724,60.655,0.27,47.564
54,0.033,14,18143,4925.687,55.294,0.271,56.832
61,0.038,14,18143,3556.774,63.955,0.27,213.532
62,0.011,14,18143,6407.735,61.015,0.27,138.816
63,0.016,14,18143,3233.456,62.239,0.27,213.254
64,0.056,14,18143,2765.556,58.681,0.27,195.068
65,0.021,14,18143,2628.029,55.957,0.27,190.946
66,0.05,14,18143,2626.959,49.769,0.27,199.032
67,0.067,14,18143,2775.989,35.237,0.27,195.528
68,0.015,14,18143,4170.834,40.948,0.271,188.27
70,0.038,14,18143,4123.236,40.387,0.27,149.343
71,0.015,14,18143,6310.921,47.096,0.27,115.287
116,0.025,14,18143,4178.938,67.269,0.27,50.819
211,0.014,14,18143,5414.158,69.317,0.272,34.152
213,0.011,14,18143,6001.118,66.681,0.273,31.269
214,0.16,14,18143,1695.438,63.352,0.27,36.507
298,0.021,14,18143,2964.402,70.323,0.27,32.302
299,0.026,14,18143,3781.059,67.545,0.271,32.383
305,0.016,14,18143,4611.875,67.207,0.27,24.115
336,0.053,14,18143,4646.328,20.667,0.274,27.656
64,0.201,15,258,1109.605,39.928,0.274,195.068
65,0.116,15,258,1110.506,39.654,0.274,190.946
66,0.131,15,258,1516.221,33.188,0.272,199.032
211,0.165,15,258,1693.232,30.462,0.27,34.152
212,0.019,15,258,1880.785,28.761,0.27,33.018
298,0.048,15,258,2244.621,42.026,0.27,32.302
299,0.091,15,258,2354.955,33.93,0.271,32.383
336,0.228,15,258,1749.309,36.716,0.27,27.656
63,0.015,15,3543,2468.992,36.595,0.272,213.254
64,0.168,15,3543,1109.605,39.928,0.274,195.068
65,0.097,15,3543,1110.506,39.654,0.274,190.946
66,0.11,15,3543,1516.221,33.188,0.272,199.032
67,0.02,15,3543,2320.729,27.443,0.271,195.528
211,0.138,15,3543,1693.232,30.462,0.27,34.152
212,0.016,15,3543,1880.785,28.761,0.27,33.018
213,0.044,15,3543,1886.884,22.18,0.271,31.269
214,0.085,15,3543,1528.132,37.031,0.281,36.507
298,0.04,15,3543,2244.621,42.026,0.27,32.302
299,0.077,15,3543,2354.955,33.93,0.271,32.383
336,0.191,15,3543,1749.309,36.716,0.27,27.656
51,0.02,15,18143,5808.752,32.359,0.274,42.84
61,0.042,15,18143,3061.438,39.388,0.271,213.532
63,0.018,15,18143,2468.992,36.595,0.272,213.254
64,0.136,15,18143,1109.605,39.928,0.274,195.068
65,0.078,15,18143,1110.506,39.654,0.274,190.946
66,0.089,15,18143,1516.221,33.188,0.272,199.032
67,0.049,15,18143,2320.729,27.443,0.271,195.528
68,0.012,15,18143,3755.443,25.491,0.272,188.27
70,0.015,15,18143,4653.007,19.754,0.271,149.343
116,0.016,15,18143,4652.777,38.386,0.27,50.819
205,0.017,15,18143,5378.961,28.378,0.27,37.451
211,0.112,15,18143,1693.232,30.462,0.27,34.152
212,0.013,15,18143,1880.785,28.761,0.27,33.018
213,0.053,15,18143,1886.884,22.18,0.271,31.269
214,0.081,15,18143,1528.132,37.031,0.281,36.507
298,0.033,15,18143,2244.621,42.026,0.27,32.302
299,0.062,15,18143,2354.955,33.93,0.271,32.383
336,0.155,15,18143,1749.309,36.716,0.27,27.656
64,0.155,16,258,586.471,82.179,0.271,195.068
65,0.313,16,258,435.919,92.12,0.271,190.946
66,0.257,16,258,533.342,94.924,0.271,199.032
211,0.026,16,258,2626.433,22.108,0.279,34.152
214,0.117,16,258,549.029,22.919,0.3,36.507
298,0.034,16,258,1534.194,20.764,0.272,32.302
299,0.04,16,258,2031.963,10.598,0.273,32.383
336,0.059,16,258,2619.526,10.707,0.274,27.656
51,0.011,16,3543,4821.028,92.064,0.271,42.84
61,0.018,16,3543,2896.593,166.108,0.272,213.532
64,0.134,16,3543,586.471,82.179,0.271,195.068
65,0.271,16,3543,435.919,92.12,0.271,190.946
66,0.222,16,3543,533.342,94.924,0.271,199.032
67,0.043,16,3543,1541.187,97.021,0.27,195.528
211,0.023,16,3543,2626.433,22.108,0.279,34.152
213,0.014,16,3543,2844.191,26.141,0.273,31.269
214,0.15,16,3543,549.029,22.919,0.3,36.507
298,0.03,16,3543,1534.194,20.764,0.272,32.302
299,0.034,16,3543,2031.963,10.598,0.273,32.383
336,0.051,16,3543,2619.526,10.707,0.274,27.656
51,0.016,16,18143,4821.028,92.064,0.271,42.84
61,0.019,16,18143,2896.593,166.108,0.272,213.532
64,0.132,16,18143,586.471,82.179,0.271,195.068
65,0.266,16,18143,435.919,92.12,0.271,190.946
66,0.218,16,18143,533.342,94.924,0.271,199.032
67,0.042,16,18143,1541.187,97.021,0.27,195.528
70,0.012,16,18143,3967.315,97.027,0.271,149.343
211,0.022,16,18143,2626.433,22.108,0.279,34.152
213,0.013,16,18143,2844.191,26.141,0.273,31.269
214,0.147,16,18143,549.029,22.919,0.3,36.507
298,0.029,16,18143,1534.194,20.764,0.272,32.302
299,0.034,16,18143,2031.963,10.598,0.273,32.383
336,0.05,16,18143,2619.526,10.707,0.274,27.656
51,0.013,17,258,3839.666,20.446,0.27,42.84
65,0.044,17,258,536.687,63.439,0.271,190.946
66,0.213,17,258,437.15,61.142,0.271,199.032
67,0.039,17,258,1168.217,45.522,0.27,195.528
214,0.691,17,258,219.796,54.598,0.274,36.507
51,0.012,17,3543,3839.666,20.446,0.27,42.84
64,0.035,17,3543,1206.928,71.476,0.272,195.068
65,0.048,17,3543,536.687,63.439,0.271,190.946
66,0.197,17,3543,437.15,61.142,0.271,199.032
67,0.036,17,3543,1168.217,45.522,0.27,195.528
214,0.639,17,3543,219.796,54.598,0.274,36.507
298,0.019,17,3543,1175.383,52.843,0.27,32.302
299,0.014,17,3543,1979.878,83.816,0.276,32.383
51,0.012,17,18143,3839.666,20.446,0.27,42.84
64,0.034,17,18143,1206.928,71.476,0.272,195.068
65,0.048,17,18143,536.687,63.439,0.271,190.946
66,0.193,17,18143,437.15,61.142,0.271,199.032
67,0.035,17,18143,1168.217,45.522,0.27,195.528
214,0.628,17,18143,219.796,54.598,0.274,36.507
298,0.018,17,18143,1175.383,52.843,0.27,32.302
299,0.014,17,18143,1979.878,83.816,0.276,32.383
336,0.017,17,18143,3350.513,97.141,0.272,27.656
51,0.055,18,258,2870.298,59.084,0.27,42.84
61,0.019,18,258,3525.046,10.98,0.271,213.532
64,0.044,18,258,2112.433,14.835,0.271,195.068
67,0.099,18,258,1428.93,10.47,0.271,195.528
214,0.783,18,258,468.15,12.408,0.271,36.507
51,0.046,18,3543,2870.298,59.084,0.27,42.84
61,0.016,18,3543,3525.046,10.98,0.271,213.532
64,0.037,18,3543,2112.433,14.835,0.271,195.068
65,0.022,18,3543,1513.24,11.568,0.272,190.946
66,0.077,18,3543,1358.314,11.705,0.272,199.032
67,0.084,18,3543,1428.93,10.47,0.271,195.528
68,0.012,18,3543,2920.105,12.987,0.275,188.27
214,0.663,18,3543,468.15,12.408,0.271,36.507
298,0.026,18,3543,1552.192,28.134,0.27,32.302
299,0.016,18,3543,2379.812,25.24,0.274,32.383
51,0.043,18,18143,2870.298,59.084,0.27,42.84
54,0.012,18,18143,5019.744,45.304,0.271,56.832
61,0.015,18,18143,3525.046,10.98,0.271,213.532
64,0.034,18,18143,2112.433,14.835,0.271,195.068
65,0.021,18,18143,1513.24,11.568,0.272,190.946
66,0.071,18,18143,1358.314,11.705,0.272,199.032
67,0.077,18,18143,1428.93,10.47,0.271,195.528
68,0.011,18,18143,2920.105,12.987,0.275,188.27
70,0.021,18,18143,3136.973,11.002,0.27,149.343
116,0.015,18,18143,3170.055,14.325,0.27,50.819
214,0.611,18,18143,468.15,12.408,0.271,36.507
298,0.024,18,18143,1552.192,28.134,0.27,32.302
299,0.021,18,18143,2379.812,25.24,0.274,32.383
336,0.024,18,18143,4147.405,20.395,0.274,27.656
51,0.321,19,258,1931.305,19.498,0.27,42.84
52,0.05,19,258,2615.606,14.932,0.271,46.229
63,0.018,19,258,3781.734,74.503,0.27,213.254
64,0.073,19,258,3008.642,73.995,0.27,195.068
65,0.034,19,258,2508.338,77.521,0.27,190.946
214,0.504,19,258,833.845,53.855,0.27,36.507
51,0.209,19,3543,1931.305,19.498,0.27,42.84
52,0.033,19,3543,2615.606,14.932,0.271,46.229
53,0.019,19,3543,3476.423,14.477,0.27,47.564
63,0.012,19,3543,3781.734,74.503,0.27,213.254
64,0.047,19,3543,3008.642,73.995,0.27,195.068
65,0.022,19,3543,2508.338,77.521,0.27,190.946
66,0.067,19,3543,2290.241,71.818,0.27,199.032
67,0.126,19,3543,2003.429,70.271,0.27,195.528
68,0.025,19,3543,3188.237,66.063,0.27,188.27
70,0.041,19,3543,3129.744,58.934,0.27,149.343
116,0.019,19,3543,3191.063,84.187,0.27,50.819
214,0.327,19,3543,833.845,53.855,0.27,36.507
298,0.032,19,3543,2331.754,73.188,0.27,32.302
299,0.022,19,3543,3067.099,77.203,0.271,32.383
38,0.019,19,18143,5493.884,65.626,0.27,33.882
51,0.167,19,18143,1931.305,19.498,0.27,42.84
52,0.026,19,18143,2615.606,14.932,0.271,46.229
53,0.019,19,18143,3476.423,14.477,0.27,47.564
54,0.034,19,18143,4217.168,12.322,0.274,56.832
61,0.023,19,18143,4176.578,65.12,0.27,213.532
64,0.038,19,18143,3008.642,73.995,0.27,195.068
65,0.018,19,18143,2508.338,77.521,0.27,190.946
66,0.054,19,18143,2290.241,71.818,0.27,199.032
67,0.101,19,18143,2003.429,70.271,0.27,195.528
68,0.02,19,18143,3188.237,66.063,0.27,188.27
70,0.048,19,18143,3129.744,58.934,0.27,149.343
71,0.023,19,18143,5325.01,60.473,0.27,115.287
116,0.031,19,18143,3191.063,84.187,0.27,50.819
211,0.012,19,18143,5512.026,63.013,0.273,34.152
214,0.262,19,18143,833.845,53.855,0.27,36.507
298,0.026,19,18143,2331.754,73.188,0.27,32.302
299,0.028,19,18143,3067.099,77.203,0.271,32.383
305,0.012,19,18143,4785.941,63.233,0.27,24.115
336,0.038,19,18143,5014,71.634,0.271,27.656
51,0.668,20,258,1068.255,9.371,0.27,42.84
52,0.082,20,258,1700.239,16.584,0.272,46.229
63,0.01,20,258,4595.458,29.393,0.27,213.254
64,0.036,20,258,3950.338,26.922,0.27,195.068
70,0.073,20,258,3404.627,16.008,0.27,149.343
214,0.131,20,258,1669.634,27.74,0.27,36.507
51,0.65,20,3543,1068.255,9.371,0.27,42.84
