"SegNum","frac_depletion","WellNum","time_days","dist_wellToStream_m","Tr_bulk_m2d","S_bulk","lmda_m2d"
122,0.017,114,18143,1122.057,15.015,0.273,52.324
123,0.063,114,18143,972.984,22.495,0.271,54.572
124,0.08,114,18143,1188.749,26.814,0.275,49.42
125,0.012,114,18143,2570.517,21.207,0.273,45.48
126,0.012,114,18143,3019.015,21.924,0.284,44.197
172,0.045,114,18143,2035.799,52.279,0.276,33.938
272,0.015,114,18143,3866.317,10.838,0.272,38.433
276,0.315,114,18143,781.959,16.385,0.294,54.082
296,0.015,114,18143,3821.943,21.836,0.307,41.433
120,0.319,115,258,1051.341,52.847,0.27,50.101
121,0.156,115,258,1115.925,55.265,0.27,52.437
272,0.078,115,258,2977.987,64.269,0.27,38.433
274,0.053,115,258,2191.992,65.603,0.27,32.046
276,0.394,115,258,1619.1,72.036,0.272,54.082
71,0.064,115,3543,2875.973,51.334,0.27,115.287
73,0.058,115,3543,3160.433,56.287,0.27,142.881
119,0.068,115,3543,2273.833,71.337,0.271,42.163
120,0.203,115,3543,1051.341,52.847,0.27,50.101
121,0.099,115,3543,1115.925,55.265,0.27,52.437
122,0.011,115,3543,2015.593,82.231,0.271,52.324
123,0.035,115,3543,1924.719,59.436,0.27,54.572
124,0.064,115,3543,2188.224,59.941,0.271,49.42
125,0.013,115,3543,3465.513,50.48,0.271,45.48
172,0.051,115,3543,2275.874,85.093,0.272,33.938
272,0.05,115,3543,2977.987,64.269,0.27,38.433
274,0.034,115,3543,2191.992,65.603,0.27,32.046
276,0.251,115,3543,1619.1,72.036,0.272,54.082
70,0.019,115,18143,5033.533,44.523,0.27,149.343
71,0.07,115,18143,2875.973,51.334,0.27,115.287
73,0.06,115,18143,3160.433,56.287,0.27,142.881
74,0.041,115,18143,3697.28,57.52,0.27,154.666
116,0.017,115,18143,4448.127,69.691,0.27,50.819
119,0.058,115,18143,2273.833,71.337,0.271,42.163
120,0.173,115,18143,1051.341,52.847,0.27,50.101
121,0.085,115,18143,1115.925,55.265,0.27,52.437
123,0.03,115,18143,1924.719,59.436,0.27,54.572
124,0.055,115,18143,2188.224,59.941,0.271,49.42
125,0.011,115,18143,3465.513,50.48,0.271,45.48
126,0.013,115,18143,3987.09,54.274,0.272,44.197
172,0.056,115,18143,2275.874,85.093,0.272,33.938
181,0.011,115,18143,5509.344,64.112,0.271,51.554
272,0.042,115,18143,2977.987,64.269,0.27,38.433
274,0.029,115,18143,2191.992,65.603,0.27,32.046
276,0.214,115,18143,1619.1,72.036,0.272,54.082
296,0.017,115,18143,4820.543,100.728,0.282,41.433
119,0.108,116,258,2697.581,33.579,0.27,42.163
120,0.185,116,258,1908.863,33.269,0.27,50.101
121,0.077,116,258,2010.945,31.506,0.27,52.437
272,0.188,116,258,2121.428,29.788,0.27,38.433
274,0.148,116,258,1376.347,24.383,0.27,32.046
276,0.293,116,258,2556.412,11.45,0.277,54.082
71,0.085,116,3543,2310.426,15.319,0.27,115.287
72,0.027,116,3543,2311.605,15.216,0.27,120.509
73,0.124,116,3543,2311.269,19.822,0.27,142.881
119,0.08,116,3543,2697.581,33.579,0.27,42.163
120,0.138,116,3543,1908.863,33.269,0.27,50.101
121,0.057,116,3543,2010.945,31.506,0.27,52.437
272,0.14,116,3543,2121.428,29.788,0.27,38.433
274,0.11,116,3543,1376.347,24.383,0.27,32.046
275,0.021,116,3543,2287.463,20.223,0.27,119.086
276,0.218,116,3543,2556.412,11.45,0.277,54.082
70,0.02,116,18143,4839.067,19.32,0.271,149.343
71,0.111,116,18143,2310.426,15.319,0.27,115.287
72,0.018,116,18143,2311.605,15.216,0.27,120.509
73,0.131,116,18143,2311.269,19.822,0.27,142.881
74,0.068,116,18143,2750.354,22.446,0.27,154.666
116,0.017,116,18143,4621.67,41.729,0.27,50.819
119,0.054,116,18143,2697.581,33.579,0.27,42.163
120,0.092,116,18143,1908.863,33.269,0.27,50.101
121,0.038,116,18143,2010.945,31.506,0.27,52.437
123,0.016,116,18143,2909.018,27.575,0.271,54.572
124,0.036,116,18143,3188.028,23.194,0.272,49.42
172,0.046,116,18143,2857.474,49.572,0.271,33.938
180,0.013,116,18143,5020.244,32.544,0.27,39.012
181,0.015,116,18143,5022.914,31.463,0.276,51.554
272,0.093,116,18143,2121.428,29.788,0.27,38.433
274,0.073,116,18143,1376.347,24.383,0.27,32.046
275,0.014,116,18143,2287.463,20.223,0.27,119.086
276,0.145,116,18143,2556.412,11.45,0.277,54.082
73,0.326,117,258,1606.244,68.048,0.27,142.881
74,0.136,117,258,1859.845,65.876,0.27,154.666
120,0.053,117,258,2810.435,67.129,0.27,50.101
121,0.022,117,258,2973.636,69.154,0.27,52.437
272,0.208,117,258,1397.049,10.028,0.27,38.433
274,0.147,117,258,991.884,12.174,0.27,32.046
276,0.107,117,258,3499.123,21.785,0.273,54.082
71,0.097,117,3543,1957.726,73.225,0.27,115.287
72,0.03,117,3543,1649.619,69.396,0.27,120.509
73,0.269,117,3543,1606.244,68.048,0.27,142.881
74,0.112,117,3543,1859.845,65.876,0.27,154.666
119,0.022,117,3543,3366.043,72.083,0.27,42.163
120,0.044,117,3543,2810.435,67.129,0.27,50.101
121,0.018,117,3543,2973.636,69.154,0.27,52.437
272,0.172,117,3543,1397.049,10.028,0.27,38.433
274,0.121,117,3543,991.884,12.174,0.27,32.046
275,0.025,117,3543,1636.282,10.517,0.271,119.086
276,0.089,117,3543,3499.123,21.785,0.273,54.082
54,0.018,117,18143,5566.528,41.757,0.273,56.832
56,0.016,117,18143,5679.335,35.155,0.282,73.998
58,0.013,117,18143,5978.525,38.906,0.305,71.611
70,0.018,117,18143,4847.338,76.107,0.27,149.343
71,0.097,117,18143,1957.726,73.225,0.27,115.287
72,0.025,117,18143,1649.619,69.396,0.27,120.509
73,0.222,117,18143,1606.244,68.048,0.27,142.881
74,0.093,117,18143,1859.845,65.876,0.27,154.666
116,0.013,117,18143,4993.378,70.742,0.27,50.819
119,0.029,117,18143,3366.043,72.083,0.27,42.163
120,0.036,117,18143,2810.435,67.129,0.27,50.101
121,0.015,117,18143,2973.636,69.154,0.27,52.437
124,0.018,117,18143,4187.926,70.548,0.271,49.42
172,0.025,117,18143,3626.391,18.824,0.27,33.938
180,0.012,117,18143,4644.276,19.503,0.273,39.012
181,0.013,117,18143,4701.75,55.686,0.281,51.554
272,0.142,117,18143,1397.049,10.028,0.27,38.433
274,0.1,117,18143,991.884,12.174,0.27,32.046
275,0.02,117,18143,1636.282,10.517,0.271,119.086
276,0.073,117,18143,3499.123,21.785,0.273,54.082
73,0.566,118,258,918.64,16.312,0.272,142.881
74,0.151,118,258,1163.441,12.104,0.272,154.666
272,0.197,118,258,969.112,48.414,0.271,38.433
274,0.064,118,258,1439.908,31.896,0.27,32.046
275,0.021,118,258,1444.767,49.673,0.27,119.086
71,0.047,118,3543,1899.138,30.113,0.27,115.287
72,0.024,118,3543,1448.783,19.508,0.271,120.509
73,0.526,118,3543,918.64,16.312,0.272,142.881
74,0.14,118,3543,1163.441,12.104,0.272,154.666
272,0.183,118,3543,969.112,48.414,0.271,38.433
274,0.059,118,3543,1439.908,31.896,0.27,32.046
275,0.02,118,3543,1444.767,49.673,0.27,119.086
54,0.014,118,18143,5173.13,17.401,0.291,56.832
56,0.015,118,18143,4867.566,11.343,0.283,73.998
58,0.013,118,18143,5019.812,23.194,0.299,71.611
70,0.011,118,18143,5057.351,37.54,0.27,149.343
71,0.06,118,18143,1899.138,30.113,0.27,115.287
72,0.021,118,18143,1448.783,19.508,0.271,120.509
73,0.447,118,18143,918.64,16.312,0.272,142.881
74,0.12,118,18143,1163.441,12.104,0.272,154.666
119,0.014,118,18143,4167.164,57.815,0.27,42.163
120,0.015,118,18143,3729.329,56.704,0.27,50.101
172,0.012,118,18143,4487.345,47.91,0.27,33.938
272,0.156,118,18143,969.112,48.414,0.271,38.433
274,0.051,118,18143,1439.908,31.896,0.27,32.046
275,0.017,118,18143,1444.767,49.673,0.27,119.086
276,0.036,118,18143,4461.882,29.556,0.272,54.082
56,0.033,119,258,3470.028,46.662,0.27,73.998
58,0.045,119,258,3094.022,51.41,0.27,71.611
59,0.037,119,258,3094.252,85.54,0.272,61.837
73,0.619,119,258,624.066,22.598,0.272,142.881
74,0.265,119,258,1338.123,15.985,0.27,154.666
56,0.03,119,3543,3470.028,46.662,0.27,73.998
58,0.041,119,3543,3094.022,51.41,0.27,71.611
59,0.033,119,3543,3094.252,85.54,0.272,61.837
71,0.019,119,3543,3025.689,14.816,0.273,115.287
73,0.557,119,3543,624.066,22.598,0.272,142.881
74,0.239,119,3543,1338.123,15.985,0.27,154.666
272,0.062,119,3543,1779.374,20.364,0.273,38.433
274,0.019,119,3543,2927.709,22.094,0.275,32.046
54,0.018,119,18143,4930.653,28.656,0.27,56.832
56,0.028,119,18143,3470.028,46.662,0.27,73.998
58,0.037,119,18143,3094.022,51.41,0.27,71.611
59,0.03,119,18143,3094.252,85.54,0.272,61.837
71,0.037,119,18143,3025.689,14.816,0.273,115.287
73,0.51,119,18143,624.066,22.598,0.272,142.881
74,0.219,119,18143,1338.123,15.985,0.27,154.666
179,0.012,119,18143,4416.648,11.506,0.273,34.17
180,0.011,119,18143,4260.817,11.51,0.276,39.012
272,0.057,119,18143,1779.374,20.364,0.273,38.433
274,0.017,119,18143,2927.709,22.094,0.275,32.046
276,0.025,119,18143,6421.639,11.71,0.281,54.082
56,0.068,120,258,3035.629,9.371,0.27,73.998
57,0.017,120,258,3035.086,9.744,0.27,78.559
58,0.145,120,258,2117.648,9.371,0.27,71.611
59,0.125,120,258,2116.347,24.418,0.277,61.837
73,0.301,120,258,1617.089,47.239,0.27,142.881
74,0.344,120,258,1931.053,32.088,0.27,154.666
56,0.065,120,3543,3035.629,9.371,0.27,73.998
57,0.016,120,3543,3035.086,9.744,0.27,78.559
58,0.14,120,3543,2117.648,9.371,0.27,71.611
59,0.12,120,3543,2116.347,24.418,0.277,61.837
73,0.29,120,3543,1617.089,47.239,0.27,142.881
74,0.331,120,3543,1931.053,32.088,0.27,154.666
272,0.038,120,3543,2664.097,65.521,0.27,38.433
46,0.018,120,18143,6283.449,9.757,0.27,73.003
54,0.028,120,18143,5107.482,16.754,0.27,56.832
56,0.052,120,18143,3035.629,9.371,0.27,73.998
57,0.013,120,18143,3035.086,9.744,0.27,78.559
58,0.112,120,18143,2117.648,9.371,0.27,71.611
59,0.096,120,18143,2116.347,24.418,0.277,61.837
71,0.044,120,18143,3863.785,55.445,0.27,115.287
73,0.233,120,18143,1617.089,47.239,0.27,142.881
74,0.266,120,18143,1931.053,32.088,0.27,154.666
179,0.019,120,18143,4630.221,69.569,0.271,34.17
180,0.017,120,18143,4573.883,73.916,0.272,39.012
181,0.014,120,18143,5441.839,61.987,0.272,51.554
272,0.052,120,18143,2664.097,65.521,0.27,38.433
274,0.017,120,18143,3787.875,76.456,0.271,32.046
303,0.017,120,18143,4840.04,22.663,0.27,51.015
147,0.131,121,258,2942.708,31.557,0.271,35.375
150,0.076,121,258,4751.789,22.703,0.27,55.158
191,0.427,121,258,2143.639,19.504,0.27,44.028
295,0.208,121,258,2126.298,27.087,0.27,38.247
296,0.158,121,258,4699.796,30.042,0.27,41.433
147,0.129,121,3543,2942.708,31.557,0.271,35.375
150,0.075,121,3543,4751.789,22.703,0.27,55.158
191,0.422,121,3543,2143.639,19.504,0.27,44.028
294,0.011,121,3543,2818.074,29.785,0.27,37.163
295,0.206,121,3543,2126.298,27.087,0.27,38.247
296,0.156,121,3543,4699.796,30.042,0.27,41.433
127,0.019,121,18143,5345.35,9.626,0.27,45.035
128,0.019,121,18143,4921.131,10.052,0.27,44.174
129,0.043,121,18143,5018.734,14.264,0.273,47.164
144,0.023,121,18143,5260.77,43.228,0.272,35.578
146,0.045,121,18143,3773.473,41.324,0.273,35.624
147,0.037,121,18143,2942.708,31.557,0.271,35.375
150,0.021,121,18143,4751.789,22.703,0.27,55.158
151,0.05,121,18143,4531.186,21.144,0.27,51.187
152,0.125,121,18143,3261.191,15.871,0.27,50.263
153,0.075,121,18143,3519.36,9.595,0.27,50.614
154,0.017,121,18143,3329.436,9.371,0.27,53.792
155,0.056,121,18143,3326.729,9.949,0.271,51.933
189,0.024,121,18143,4472.333,10.823,0.276,43.922
191,0.12,121,18143,2143.639,19.504,0.27,44.028
205,0.011,121,18143,5970.358,33.804,0.27,37.451
206,0.032,121,18143,5269.23,47.294,0.271,34.307
207,0.016,121,18143,5442.846,38.057,0.272,29.68
292,0.021,121,18143,4047.53,26.247,0.27,38.473
293,0.033,121,18143,3446.477,28.259,0.27,36.912
294,0.032,121,18143,2818.074,29.785,0.27,37.163
295,0.059,121,18143,2126.298,27.087,0.27,38.247
296,0.044,121,18143,4699.796,30.042,0.27,41.433
335,0.077,121,18143,4248.422,10.123,0.272,59.16
147,0.084,122,258,3229.961,77.074,0.271,35.375
191,0.223,122,258,2838.006,35.824,0.27,44.028
294,0.164,122,258,1922.661,25.741,0.27,37.163
295,0.362,122,258,1357.976,30.543,0.27,38.247
296,0.168,122,258,3885.362,26.189,0.27,41.433
147,0.065,122,3543,3229.961,77.074,0.271,35.375
154,0.021,122,3543,3597.786,40.708,0.27,53.792
155,0.028,122,3543,3584.192,39.056,0.27,51.933
191,0.172,122,3543,2838.006,35.824,0.27,44.028
292,0.06,122,3543,3077.591,18.357,0.27,38.473
293,0.12,122,3543,2572.001,27.237,0.271,36.912
294,0.127,122,3543,1922.661,25.741,0.27,37.163
295,0.279,122,3543,1357.976,30.543,0.27,38.247
296,0.129,122,3543,3885.362,26.189,0.27,41.433
126,0.015,122,18143,5246.67,57.528,0.27,44.197
127,0.024,122,18143,4346.978,52.307,0.27,45.035
128,0.025,122,18143,3932.114,52.191,0.27,44.174
129,0.053,122,18143,4047.129,52.587,0.271,47.164
131,0.02,122,18143,6013.392,41.53,0.271,45.422
144,0.031,122,18143,5629.088,86.803,0.271,35.578
146,0.033,122,18143,4020.626,78.951,0.271,35.624
147,0.027,122,18143,3229.961,77.074,0.271,35.375
150,0.013,122,18143,5713.428,53.163,0.27,55.158
151,0.031,122,18143,5428.097,52.202,0.27,51.187
152,0.076,122,18143,3928.742,48.046,0.27,50.263
153,0.051,122,18143,3932.149,42.889,0.27,50.614
154,0.013,122,18143,3597.786,40.708,0.27,53.792
155,0.044,122,18143,3584.192,39.056,0.27,51.933
189,0.017,122,18143,5042.269,48.547,0.271,43.922
191,0.072,122,18143,2838.006,35.824,0.27,44.028
205,0.034,122,18143,5829.667,60.174,0.27,37.451
206,0.024,122,18143,5640.485,87.396,0.271,34.307
207,0.011,122,18143,6148.619,73.143,0.271,29.68
292,0.03,122,18143,3077.591,18.357,0.27,38.473
293,0.05,122,18143,2572.001,27.237,0.271,36.912
294,0.053,122,18143,1922.661,25.741,0.27,37.163
295,0.117,122,18143,1357.976,30.543,0.27,38.247
296,0.054,122,18143,3885.362,26.189,0.27,41.433
335,0.082,122,18143,4286.519,36.513,0.27,59.16
147,0.036,123,258,3769.053,41.738,0.272,35.375
191,0.085,123,258,3667.414,12.347,0.271,44.028
292,0.097,123,258,2135.566,54.735,0.27,38.473
294,0.207,123,258,1204.868,52.28,0.27,37.163
295,0.434,123,258,1068.12,51.109,0.27,38.247
296,0.141,123,258,3178.679,51.317,0.27,41.433
128,0.032,123,3543,2950.509,29.394,0.27,44.174
147,0.03,123,3543,3769.053,41.738,0.272,35.375
191,0.07,123,3543,3667.414,12.347,0.271,44.028
292,0.08,123,3543,2135.566,54.735,0.27,38.473
293,0.148,123,3543,1830.894,60.402,0.27,36.912
294,0.17,123,3543,1204.868,52.28,0.27,37.163
295,0.356,123,3543,1068.12,51.109,0.27,38.247
296,0.116,123,3543,3178.679,51.317,0.27,41.433
124,0.017,123,18143,5826.864,42.644,0.27,49.42
126,0.018,123,18143,4259.555,25.924,0.27,44.197
127,0.032,123,18143,3349.578,29.038,0.27,45.035
128,0.036,123,18143,2950.509,29.394,0.27,44.174
129,0.067,123,18143,3093.672,25.05,0.272,47.164
131,0.02,123,18143,5330.957,15.259,0.273,45.422
144,0.014,123,18143,6139.835,33.077,0.271,35.578
146,0.022,123,18143,4482.385,35.302,0.271,35.624
147,0.017,123,18143,3769.053,41.738,0.272,35.375
152,0.046,123,18143,4713.817,30.229,0.27,50.263
153,0.033,123,18143,4525.467,31.942,0.27,50.614
155,0.03,123,18143,4063.623,24.72,0.27,51.933
189,0.011,123,18143,5731.247,29.333,0.272,43.922
191,0.041,123,18143,3667.414,12.347,0.271,44.028
205,0.021,123,18143,5858.742,28.293,0.27,37.451
292,0.047,123,18143,2135.566,54.735,0.27,38.473
293,0.086,123,18143,1830.894,60.402,0.27,36.912
294,0.099,123,18143,1204.868,52.28,0.27,37.163
295,0.208,123,18143,1068.12,51.109,0.27,38.247
296,0.068,123,18143,3178.679,51.317,0.27,41.433
335,0.067,123,18143,4549.659,10.407,0.272,59.16
127,0.071,124,258,2354.384,31.99,0.27,45.035
128,0.09,124,258,1987.332,27.708,0.27,44.174
147,0.015,124,258,4469.774,33.217,0.272,35.375
292,0.132,124,258,1284.412,9.394,0.27,38.473
293,0.226,124,258,1218.991,11.23,0.272,36.912
294,0.164,124,258,1098.539,9.371,0.27,37.163
295,0.176,124,258,1102.678,11.687,0.273,38.247
296,0.125,124,258,2666.826,18.402,0.27,41.433
127,0.069,124,3543,2354.384,31.99,0.27,45.035
128,0.087,124,3543,1987.332,27.708,0.27,44.174
129,0.033,124,3543,2182.284,25.635,0.273,47.164
147,0.015,124,3543,4469.774,33.217,0.272,35.375
292,0.128,124,3543,1284.412,9.394,0.27,38.473
293,0.219,124,3543,1218.991,11.23,0.272,36.912
294,0.159,124,3543,1098.539,9.371,0.27,37.163
295,0.17,124,3543,1102.678,11.687,0.273,38.247
296,0.121,124,3543,2666.826,18.402,0.27,41.433
124,0.021,124,18143,4828.81,24.057,0.27,49.42
125,0.012,124,18143,4120.443,28.891,0.27,45.48
126,0.026,124,18143,3280.254,33.007,0.27,44.197
127,0.053,124,18143,2354.384,31.99,0.27,45.035
128,0.067,124,18143,1987.332,27.708,0.27,44.174
129,0.096,124,18143,2182.284,25.635,0.273,47.164
131,0.013,124,18143,4762.072,38.7,0.272,45.422
147,0.011,124,18143,4469.774,33.217,0.272,35.375
153,0.015,124,18143,5195.689,26.273,0.27,50.614
155,0.021,124,18143,4706.115,31.146,0.27,51.933
191,0.025,124,18143,4549.488,25.147,0.271,44.028
292,0.098,124,18143,1284.412,9.394,0.27,38.473
293,0.167,124,18143,1218.991,11.23,0.272,36.912
294,0.122,124,18143,1098.539,9.371,0.27,37.163
295,0.13,124,18143,1102.678,11.687,0.273,38.247
296,0.092,124,18143,2666.826,18.402,0.27,41.433
335,0.031,124,18143,4975.586,20.031,0.272,59.16
127,0.126,125,258,1366.229,53.878,0.27,45.035
128,0.19,125,258,1078.411,53.496,0.27,44.174
292,0.24,125,258,859.528,61.614,0.27,38.473
293,0.194,125,258,866.396,65.558,0.271,36.912
294,0.062,125,258,1666.483,48.805,0.27,37.163
295,0.05,125,258,1734.688,45.138,0.271,38.247
296,0.138,125,258,2278.543,46.282,0.27,41.433
126,0.038,125,3543,2318.69,57.542,0.27,44.197
127,0.107,125,3543,1366.229,53.878,0.27,45.035
128,0.161,125,3543,1078.411,53.496,0.27,44.174
129,0.118,125,3543,1397.828,47.076,0.272,47.164
292,0.203,125,3543,859.528,61.614,0.27,38.473
293,0.163,125,3543,866.396,65.558,0.271,36.912
294,0.052,125,3543,1666.483,48.805,0.27,37.163
295,0.042,125,3543,1734.688,45.138,0.271,38.247
296,0.116,125,3543,2278.543,46.282,0.27,41.433
124,0.021,125,18143,3831.771,66.977,0.27,49.42
125,0.013,125,18143,3120.976,61.962,0.27,45.48
126,0.032,125,18143,2318.69,57.542,0.27,44.197
127,0.089,125,18143,1366.229,53.878,0.27,45.035
128,0.134,125,18143,1078.411,53.496,0.27,44.174
129,0.108,125,18143,1397.828,47.076,0.272,47.164
131,0.016,125,18143,4351.5,30.4,0.273,45.422
172,0.019,125,18143,5434.11,44.099,0.27,33.938
191,0.012,125,18143,5449.211,30.455,0.273,44.028
276,0.045,125,18143,5008.031,56.932,0.271,54.082
292,0.169,125,18143,859.528,61.614,0.27,38.473
293,0.136,125,18143,866.396,65.558,0.271,36.912
294,0.043,125,18143,1666.483,48.805,0.27,37.163
295,0.035,125,18143,1734.688,45.138,0.271,38.247
296,0.097,125,18143,2278.543,46.282,0.27,41.433
335,0.031,125,18143,5505.176,41.07,0.271,59.16
126,0.048,126,258,1411.589,17.793,0.27,44.197
127,0.365,126,258,435.93,20.939,0.272,45.035
128,0.355,126,258,439.322,11.789,0.272,44.174
292,0.089,126,258,1028.482,12.03,0.273,38.473
293,0.037,126,258,1369.571,10.921,0.272,36.912
295,0.01,126,258,2608.138,11.233,0.273,38.247
296,0.096,126,258,1414.642,29.257,0.282,41.433
125,0.015,126,3543,2122.013,15.86,0.27,45.48
126,0.044,126,3543,1411.589,17.793,0.27,44.197
127,0.331,126,3543,435.93,20.939,0.272,45.035
128,0.322,126,3543,439.322,11.789,0.272,44.174
129,0.075,126,3543,1070.271,16.601,0.283,47.164
292,0.081,126,3543,1028.482,12.03,0.273,38.473
293,0.034,126,3543,1369.571,10.921,0.272,36.912
294,0.012,126,3543,2372.187,13.724,0.277,37.163
296,0.087,126,3543,1414.642,29.257,0.282,41.433
124,0.019,126,18143,2836.817,12.423,0.27,49.42
125,0.014,126,18143,2122.013,15.86,0.27,45.48
126,0.04,126,18143,1411.589,17.793,0.27,44.197
127,0.304,126,18143,435.93,20.939,0.272,45.035
128,0.296,126,18143,439.322,11.789,0.272,44.174
129,0.076,126,18143,1070.271,16.601,0.283,47.164
172,0.013,126,18143,4975.181,18.035,0.27,33.938
276,0.033,126,18143,4027.547,32.986,0.272,54.082
292,0.074,126,18143,1028.482,12.03,0.273,38.473
293,0.031,126,18143,1369.571,10.921,0.272,36.912
294,0.011,126,18143,2372.187,13.724,0.277,37.163
296,0.08,126,18143,1414.642,29.257,0.282,41.433
335,0.011,126,18143,6151.193,16.914,0.273,59.16
124,0.039,127,258,1847.321,66.93,0.27,49.42
125,0.04,127,258,1124.892,70.117,0.27,45.48
126,0.157,127,258,715.201,58.277,0.27,44.197
127,0.502,127,258,444.499,63.366,0.27,45.035
128,0.097,127,258,730.538,68.505,0.271,44.174
129,0.055,127,258,1528.737,56.018,0.271,47.164
296,0.111,127,258,794.731,40.775,0.273,41.433
124,0.036,127,3543,1847.321,66.93,0.27,49.42
125,0.037,127,3543,1124.892,70.117,0.27,45.48
126,0.146,127,3543,715.201,58.277,0.27,44.197
127,0.466,127,3543,444.499,63.366,0.27,45.035
128,0.09,127,3543,730.538,68.505,0.271,44.174
129,0.051,127,3543,1528.737,56.018,0.271,47.164
276,0.033,127,3543,3059.72,59.748,0.271,54.082
292,0.026,127,3543,1528.496,45.231,0.27,38.473
293,0.013,127,3543,2236.249,56.71,0.273,36.912
296,0.103,127,3543,794.731,40.775,0.273,41.433
124,0.035,127,18143,1847.321,66.93,0.27,49.42
125,0.036,127,18143,1124.892,70.117,0.27,45.48
126,0.142,127,18143,715.201,58.277,0.27,44.197
127,0.452,127,18143,444.499,63.366,0.27,45.035
128,0.087,127,18143,730.538,68.505,0.271,44.174
129,0.049,127,18143,1528.737,56.018,0.271,47.164
172,0.015,127,18143,4521.304,66.139,0.27,33.938
276,0.046,127,18143,3059.72,59.748,0.271,54.082
292,0.026,127,18143,1528.496,45.231,0.27,38.473
293,0.013,127,18143,2236.249,56.71,0.273,36.912
296,0.1,127,18143,794.731,40.775,0.273,41.433
124,0.066,128,258,881.85,25.708,0.27,49.42
125,0.39,128,258,166.816,41.017,0.271,45.48
126,0.432,128,258,170.212,40.677,0.273,44.197
127,0.043,128,258,1107.166,30.202,0.271,45.035
128,0.015,128,258,1695.396,31.554,0.271,44.174
129,0.019,128,258,2351.296,21.161,0.273,47.164
296,0.036,128,258,1123.38,28.925,0.283,41.433
124,0.064,128,3543,881.85,25.708,0.27,49.42
125,0.377,128,3543,166.816,41.017,0.271,45.48
126,0.417,128,3543,170.212,40.677,0.273,44.197
127,0.042,128,3543,1107.166,30.202,0.271,45.035
128,0.014,128,3543,1695.396,31.554,0.271,44.174
129,0.018,128,3543,2351.296,21.161,0.273,47.164
276,0.034,128,3543,2121.942,60.467,0.273,54.082
296,0.035,128,3543,1123.38,28.925,0.283,41.433
124,0.063,128,18143,881.85,25.708,0.27,49.42
125,0.372,128,18143,166.816,41.017,0.271,45.48
126,0.412,128,18143,170.212,40.677,0.273,44.197
127,0.041,128,18143,1107.166,30.202,0.271,45.035
128,0.014,128,18143,1695.396,31.554,0.271,44.174
129,0.018,128,18143,2351.296,21.161,0.273,47.164
276,0.047,128,18143,2121.942,60.467,0.273,54.082
296,0.035,128,18143,1123.38,28.925,0.283,41.433
124,0.788,129,258,153.545,61.329,0.27,49.42
125,0.114,129,258,384.453,76.473,0.27,45.48
126,0.028,129,258,900.782,73.135,0.271,44.197
276,0.07,129,258,1276.423,25.546,0.281,54.082
124,0.779,129,3543,153.545,61.329,0.27,49.42
125,0.113,129,3543,384.453,76.473,0.27,45.48
126,0.027,129,3543,900.782,73.135,0.271,44.197
276,0.069,129,3543,1276.423,25.546,0.281,54.082
296,0.011,129,3543,1972.909,45.221,0.278,41.433
124,0.779,129,18143,153.545,61.329,0.27,49.42
125,0.113,129,18143,384.453,76.473,0.27,45.48
126,0.027,129,18143,900.782,73.135,0.271,44.197
276,0.069,129,18143,1276.423,25.546,0.281,54.082
296,0.012,129,18143,1972.909,45.221,0.278,41.433
123,0.039,130,258,1098.508,34.511,0.271,54.572
124,0.265,130,258,776.552,25.735,0.27,49.42
125,0.04,130,258,1245,27.235,0.27,45.48
276,0.646,130,258,591.099,94.777,0.271,54.082
277,0.011,130,258,4812.729,69.822,0.273,53.74
120,0.027,130,3543,2004.966,20.132,0.272,50.101
121,0.028,130,3543,1787.251,21.059,0.271,52.437
123,0.035,130,3543,1098.508,34.511,0.271,54.572
124,0.236,130,3543,776.552,25.735,0.27,49.42
125,0.035,130,3543,1245,27.235,0.27,45.48
126,0.023,130,3543,1895.743,31.233,0.273,44.197
127,0.012,130,3543,2925.732,25.352,0.274,45.035
172,0.017,130,3543,3114.902,49.583,0.271,33.938
276,0.575,130,3543,591.099,94.777,0.271,54.082
296,0.012,130,3543,2919.376,58.316,0.275,41.433
71,0.014,130,18143,5030.187,41.728,0.27,115.287
73,0.012,130,18143,5396.496,46.707,0.27,142.881
119,0.013,130,18143,3220.068,32.487,0.271,42.163
120,0.026,130,18143,2004.966,20.132,0.272,50.101
121,0.026,130,18143,1787.251,21.059,0.271,52.437
123,0.032,130,18143,1098.508,34.511,0.271,54.572
124,0.22,130,18143,776.552,25.735,0.27,49.42
125,0.033,130,18143,1245,27.235,0.27,45.48
126,0.022,130,18143,1895.743,31.233,0.273,44.197
127,0.012,130,18143,2925.732,25.352,0.274,45.035
129,0.013,130,18143,4217.002,20.932,0.275,47.164
172,0.022,130,18143,3114.902,49.583,0.271,33.938
276,0.537,130,18143,591.099,94.777,0.271,54.082
296,0.017,130,18143,2919.376,58.316,0.275,41.433
120,0.041,131,258,1666.967,43.016,0.285,50.101
121,0.035,131,258,1632.491,20.202,0.276,52.437
123,0.025,131,258,1551.087,11.681,0.272,54.572
272,0.018,131,258,3566.732,26.415,0.27,38.433
276,0.87,131,258,339.081,47.383,0.276,54.082
277,0.012,131,258,4806.029,19.263,0.279,53.74
120,0.038,131,3543,1666.967,43.016,0.285,50.101
121,0.032,131,3543,1632.491,20.202,0.276,52.437
123,0.023,131,3543,1551.087,11.681,0.272,54.572
