"SegNum","stream_elev_m","stream_dtb_m","stream_width_m","WellNum","well_elev_m","well_screenTopDepth_m","well_screenBotDepth_m","well_wte_m","well_dtb_m","dist_wellToStream_m","mu_well_m","mf_well_m","mu_stream_m","mf_stream_m","Tr_well_m2d","Tr_stream_m2d","Tr_bulk_m2d","S_well","S_stream","S_bulk","lmda_m2d"
50,3.566,19.629,11.321,1,147.613,113.364,147.664,34.25,8.697,8412.603,0,34.3,19.629,0,9.371,7631.665,12.159,0.27,0.35,0.279,22.424
51,38.146,10.24,11.283,1,108.182,35.573,69.873,72.609,8.949,8246.22,0,34.463,10.24,0,9.416,3981.4,9.931,0.27,0.35,0.273,42.84
61,3.023,11.485,63.074,1,355.596,278.03,312.33,77.566,6.587,1576.498,0,74.542,11.485,28.758,20.366,4473.037,25.883,0.27,0.293,0.273,213.532
62,1.577,17.772,63.451,1,144.249,64.635,98.935,79.613,10.43,81.863,0,78.036,17.772,25.965,21.321,6916.7,63.57,0.27,0.303,0.282,138.816
63,4.161,11.25,61.706,1,88.144,17.267,51.567,70.876,11.055,4564.355,0,66.715,11.25,21.165,18.228,4379.855,21.938,0.27,0.298,0.272,213.254
64,4.706,12.207,61.244,1,103.019,39.579,73.879,63.44,10.966,5103.67,0,58.733,12.207,12.227,16.047,4749.332,18.983,0.27,0.31,0.272,195.068
65,6.095,12.271,60.267,1,179.941,123.074,157.374,56.867,9.846,6709.271,0,50.772,12.271,4.201,13.872,4772.252,20.213,0.27,0.33,0.275,190.946
66,6.88,11.583,59.295,1,234.281,185.2,219.5,49.082,9.102,7256.615,0,42.201,11.583,0,11.53,4503.476,18.273,0.27,0.35,0.277,199.032
67,7.214,11.519,57.928,1,299.003,258.432,292.732,40.571,10.395,8693.022,0,34.3,11.519,0,9.371,4478.502,16.298,0.27,0.35,0.279,195.528
132,1.82,17.73,12.521,1,269.029,180.67,214.97,88.359,9.237,3356.956,0,86.539,17.73,34.508,23.644,6903.014,28.755,0.27,0.297,0.272,27.457
133,1.519,15.508,12.514,1,86.694,12.951,47.251,73.742,10.168,3493.046,0,72.223,15.508,22.415,19.733,6035.818,23.826,0.27,0.303,0.273,31.374
134,2.088,12.726,12.445,1,134.106,71.993,106.293,62.113,9.177,4193.821,0,60.025,12.726,12.999,16.4,4951.328,18.914,0.27,0.31,0.273,38.021
136,2.396,11.862,12.407,1,279.727,220.505,254.805,59.222,8.819,4687.438,0,56.825,11.862,10.663,15.526,4614.955,17.732,0.27,0.312,0.272,40.667
137,4.277,11.61,12.354,1,151.45,94.028,128.328,57.422,9.816,5033.3,0,53.145,11.61,7.235,14.52,4515.855,18.343,0.27,0.319,0.274,41.373
139,5.256,11.789,11.913,1,155.251,94.131,128.431,61.121,10.282,5882.746,0,55.865,11.789,9.776,15.263,4586.058,17.388,0.27,0.314,0.272,39.291
140,8.669,11.339,11.83,1,131.494,72.041,106.341,59.453,10.235,6630.382,0,50.784,11.339,5.145,13.875,4410.009,16.528,0.27,0.325,0.274,40.563
190,17.615,17.941,9.869,1,227.351,129.976,164.276,97.376,8.308,2277.832,0,79.761,17.941,27.52,21.792,6982.797,27.148,0.27,0.302,0.275,21.387
196,4.47,19.002,10.036,1,73.698,10.18,44.48,63.518,11.03,9114.065,0.85,58.198,19.002,5.746,346.372,7389.376,28.634,0.271,0.331,0.278,20.535
197,63.11,15.24,9.983,1,98.314,41.422,75.722,56.893,10.995,8644.313,0,40.517,15.24,25.277,11.07,5932.362,14.818,0.27,0.3,0.285,25.467
198,25.097,15.332,9.793,1,110.537,59.297,93.597,51.241,9.225,7270.002,0,34.3,15.332,0,9.371,5961.002,12.203,0.27,0.35,0.28,24.834
200,14.394,12.587,9.904,1,198.265,115.116,149.416,83.149,6.171,5205.892,0,68.755,12.587,21.867,18.785,4899.99,21.836,0.27,0.299,0.274,30.591
201,34.289,13.572,9.817,1,374.162,269.797,304.097,104.366,5.185,5153.922,0,70.077,13.572,22.205,19.147,5283.003,23.444,0.27,0.3,0.278,28.123
202,24.986,11.442,10.25,1,356.625,235.519,269.819,121.105,6.055,9236.887,0,96.119,11.442,50.377,26.262,4462.445,28.823,0.27,0.285,0.272,34.828
203,31.982,11.12,10.189,1,271.971,138.49,172.79,133.481,5.707,9292.151,0,101.499,11.12,56.079,27.732,4338.676,31.672,0.27,0.283,0.273,35.625
211,65.09,11.428,10.039,1,343.23,205.827,240.127,137.403,7.069,5971.171,0,72.313,11.428,26.585,19.757,4450.608,30.994,0.27,0.294,0.284,34.152
212,63.233,11.525,9.787,1,343.77,207.592,241.892,136.178,7.289,7708.664,0,72.945,11.525,27.12,19.93,4488.157,27.476,0.27,0.294,0.281,33.018
213,71.681,12.321,9.909,1,266.305,134.496,168.796,131.809,7.652,7696.784,0,60.128,12.321,13.508,16.428,4793.982,23.759,0.27,0.308,0.283,31.269
214,44.856,10.504,9.863,1,319.454,190.237,224.537,129.217,8.082,7256.615,0,84.361,10.504,39.557,23.049,4094.925,53.365,0.27,0.287,0.29,36.507
298,11.055,11.931,9.913,1,359.069,197.043,231.343,162.026,5.082,8693.022,0,150.971,11.931,104.74,41.248,4667.504,74.686,0.27,0.278,0.273,32.302
336,36.736,14.543,10.345,1,103.191,16.524,50.824,86.667,12.162,1297.566,0,49.931,14.543,1.088,13.642,5654.705,29.252,0.27,0.344,0.302,27.656
50,3.566,19.629,11.321,2,143.702,0,34.3,157.852,16.672,7837.589,16.672,123.465,19.629,86.208,6515.708,7655.219,43.975,0.28,0.285,0.271,22.424
51,38.146,10.24,11.283,2,110.399,0,34.3,124.56,26.291,7294.729,26.291,45.962,10.24,27.713,10234.653,3988.972,23.389,0.299,0.292,0.276,42.84
61,3.023,11.485,63.074,2,456.718,211.397,245.697,245.321,3.701,244.753,0,242.298,11.485,196.513,66.201,4518.871,130.406,0.27,0.274,0.272,213.532
62,1.577,17.772,63.451,2,639.268,339.838,374.138,299.43,3.865,645.968,0,297.854,17.772,245.782,81.38,6976.759,113.199,0.27,0.275,0.271,138.816
63,4.161,11.25,61.706,2,516.91,218.776,253.076,298.134,4.303,2900.799,0,293.972,11.25,248.422,80.319,4441.947,154.491,0.27,0.273,0.271,213.254
64,4.706,12.207,61.244,2,345.007,35.303,69.603,309.704,4.416,3335.74,0,304.998,12.207,258.491,83.332,4816.616,91.722,0.27,0.274,0.27,195.068
65,6.095,12.271,60.267,2,435.319,142.133,176.433,293.186,3.765,4829.914,0,287.092,12.271,240.52,78.439,4836.819,82.115,0.27,0.274,0.27,190.946
66,6.88,11.583,59.295,2,628.799,340.23,374.53,288.568,3.975,5423.357,0,281.688,11.583,235.805,76.963,4567.902,81.882,0.27,0.274,0.27,199.032
67,7.214,11.519,57.928,2,541.833,256.699,290.999,285.134,4.134,6849.895,0,277.92,11.519,232.101,75.933,4541.917,96.578,0.27,0.274,0.27,195.528
132,1.82,17.73,12.521,2,275.406,72.788,107.088,202.618,13.449,4290.546,0,200.798,17.73,148.767,54.862,6934.232,60.362,0.27,0.279,0.27,27.457
133,1.519,15.508,12.514,2,190.244,13.908,48.208,176.336,12.763,4345.048,0,174.816,15.508,125.008,47.763,6063.848,50.128,0.27,0.279,0.27,31.374
134,2.088,12.726,12.445,2,289.521,87.558,121.858,201.963,12.066,4559.78,0,199.875,12.726,152.849,54.61,4989.538,57.871,0.27,0.276,0.27,38.021
136,2.396,11.862,12.407,2,246.517,38.436,72.736,208.081,12.285,4549.293,0,205.685,11.862,159.522,56.197,4655.627,57.827,0.27,0.276,0.27,40.667
137,4.277,11.61,12.354,2,372.657,159.026,193.326,213.631,12.441,4823.718,0,209.354,11.61,163.444,57.2,4558.534,60.471,0.27,0.275,0.27,41.373
139,5.256,11.789,11.913,2,247.441,38.827,73.127,208.615,9.981,5074.059,0,203.359,11.789,157.27,55.562,4626.356,58.273,0.27,0.276,0.27,39.291
140,8.669,11.339,11.83,2,272.572,58.867,93.167,213.705,6.818,5786.952,0,205.036,11.339,159.397,56.02,4452.154,59.604,0.27,0.275,0.27,40.563
190,17.615,17.941,9.869,2,538.492,302.177,336.477,236.315,9.734,2508.81,0,218.7,17.941,166.46,59.753,7020.758,60.621,0.27,0.278,0.27,21.387
197,63.11,15.24,9.983,2,701.03,395.506,429.806,305.524,7.856,8054.117,0,242.415,15.24,192.874,66.233,5978.153,78.394,0.27,0.276,0.272,25.467
198,25.097,15.332,9.793,2,829.007,526.392,560.692,302.615,7.563,7947.025,0,277.518,15.332,227.886,75.824,6023.265,80.111,0.27,0.275,0.27,24.834
200,14.394,12.587,9.904,2,834.196,534.367,568.667,299.829,6.248,3868.262,0,285.436,12.587,238.548,77.987,4959.191,80.102,0.27,0.274,0.27,30.591
201,34.289,13.572,9.817,2,684.742,388.651,422.951,296.092,4.557,3734.982,0,261.803,13.572,213.931,71.53,5335.387,74.288,0.27,0.275,0.27,28.123
202,24.986,11.442,10.25,2,629.097,335.879,370.179,293.218,3.62,7735.305,0,268.232,11.442,222.49,73.286,4509.47,73.286,0.27,0.274,0.27,34.828
203,31.982,11.12,10.189,2,438.683,114.078,148.378,324.605,3.503,7735.305,0,292.623,11.12,247.203,79.951,4390.895,82.051,0.27,0.273,0.27,35.625
211,65.09,11.428,10.039,2,447.365,190.248,224.548,257.117,6.511,3977.97,0,192.026,11.428,146.298,52.466,4483.316,70.265,0.27,0.276,0.271,34.152
212,63.233,11.525,9.787,2,313.964,63.682,97.982,250.282,4.514,5721.473,0,187.049,11.525,141.225,51.106,4519.333,62.059,0.27,0.276,0.271,33.018
213,71.681,12.321,9.909,2,460.614,212.903,247.203,247.711,4,5712.392,0,176.03,12.321,129.409,48.095,4825.649,64.665,0.27,0.277,0.272,31.269
214,44.856,10.504,9.863,2,400.381,154.264,188.564,246.117,4.213,5423.357,0,201.262,10.504,156.457,54.989,4126.865,71.133,0.27,0.275,0.272,36.507
298,11.055,11.931,9.913,2,466.374,199.938,234.238,266.437,7.553,6849.895,0,255.382,11.931,209.151,69.776,4696.031,89.547,0.27,0.274,0.271,32.302
299,31.59,11.825,9.849,2,382.608,112.287,146.587,270.321,7.665,7375.463,0,238.731,11.825,192.605,65.226,4650.343,70.675,0.27,0.275,0.27,32.383
336,36.736,14.543,10.345,2,401.033,136.571,170.871,264.461,4.702,630.926,0,227.726,14.543,178.882,62.219,5703.282,72.304,0.27,0.276,0.27,27.656
50,3.566,19.629,11.321,3,227.351,129.976,164.276,97.376,8.308,6854.932,0,93.81,19.629,39.881,25.631,7642.561,27.093,0.27,0.296,0.271,22.424
51,38.146,10.24,11.283,3,204.22,114.449,148.749,89.771,6.795,6379.011,0,51.626,10.24,7.085,14.105,3983.336,14.352,0.27,0.317,0.27,42.84
61,3.023,11.485,63.074,3,356.625,235.519,269.819,121.105,6.055,279.975,0,118.082,11.485,72.297,32.262,4484.932,42.915,0.27,0.281,0.272,213.532
62,1.577,17.772,63.451,3,271.971,138.49,172.79,133.481,5.707,747.905,0,131.904,17.772,79.832,36.039,6931.418,41.959,0.27,0.285,0.271,138.816
63,4.161,11.25,61.706,3,325.853,182.32,216.62,143.532,4.777,2328.552,0,139.371,11.25,93.821,38.079,4399.706,48.941,0.27,0.279,0.271,213.254
64,4.706,12.207,61.244,3,324.545,171.987,206.287,152.559,4.394,2879.846,0,147.852,12.207,101.345,40.396,4773.681,45.601,0.27,0.279,0.271,195.068
65,6.095,12.271,60.267,3,392.863,231.336,265.636,161.528,4.526,4521.142,0,155.433,12.271,108.862,42.468,4800.847,50.281,0.27,0.278,0.271,190.946
66,6.88,11.583,59.295,3,514.884,343.755,378.055,171.13,4.985,5040.592,0,164.249,11.583,118.366,44.876,4535.816,67.619,0.27,0.277,0.271,199.032
67,7.214,11.519,57.928,3,613.285,431.171,465.471,182.114,4.602,6475.881,0,174.9,11.519,129.081,47.786,4513.77,72.976,0.27,0.277,0.271,195.528
68,9.185,11.808,57.176,3,343.23,205.827,240.127,137.403,7.069,8217.646,0,128.218,11.808,82.111,35.032,4613.218,59.533,0.27,0.28,0.272,188.27
132,1.82,17.73,12.521,3,213.12,97.007,131.307,116.112,6.918,5095.735,0,114.292,17.73,62.262,31.227,6910.597,39.529,0.27,0.288,0.271,27.457
133,1.519,15.508,12.514,3,209.627,96.745,131.045,112.882,7.831,5171.506,0,111.363,15.508,61.555,30.427,6046.511,37.295,0.27,0.286,0.271,31.374
134,2.088,12.726,12.445,3,109.764,8.035,42.335,101.728,10.94,5492.702,2.904,96.736,12.726,52.614,1155.594,4962.152,29.725,0.272,0.286,0.271,38.021
136,2.396,11.862,12.407,3,90.471,2.373,36.673,88.099,13.938,5540.048,11.566,74.137,11.862,39.54,4516.924,4622.845,25.928,0.281,0.288,0.271,40.667
137,4.277,11.61,12.354,3,69.741,0,34.3,71.201,14.242,5820.951,14.242,51.222,11.61,19.554,5551.371,4519.22,20.287,0.287,0.3,0.271,41.373
139,5.256,11.789,11.913,3,48.297,0,34.3,59.394,12.213,6049.702,12.213,30.828,11.789,0,4756.829,4583.387,13.122,0.293,0.35,0.272,39.291
140,8.669,11.339,11.83,3,164.534,84.493,118.793,80.041,8.651,6752.849,0,71.372,11.339,25.733,19.5,4415.634,21.441,0.27,0.294,0.271,40.563
190,17.615,17.941,9.869,3,313.211,155.716,190.016,157.495,5.103,3432.804,0,139.88,17.941,87.639,38.218,6999.222,42.585,0.27,0.284,0.271,21.387
200,14.394,12.587,9.904,3,210.402,134.837,169.137,75.565,7.437,4748.004,0,61.171,12.587,14.284,16.713,4897.918,19.408,0.27,0.307,0.272,30.591
201,34.289,13.572,9.817,3,265.018,179.742,214.042,85.276,6.042,4574.14,0,50.987,13.572,3.115,13.931,5277.787,16.136,0.27,0.335,0.276,28.123
202,24.986,11.442,10.25,3,107.653,23.513,57.813,84.139,5.584,8452.797,0,59.153,11.442,13.411,16.162,4452.345,17.222,0.27,0.307,0.272,34.828
203,31.982,11.12,10.189,3,347.26,234.281,268.581,112.979,4.976,8452.797,0,80.997,11.12,35.577,22.13,4333.074,23.894,0.27,0.289,0.272,35.625
204,43.525,11.126,10.106,3,341.202,212.892,247.192,128.31,4.426,8677.495,0,84.786,11.126,39.359,23.165,4336.6,24.979,0.27,0.288,0.272,35.316
211,65.09,11.428,10.039,3,268.257,82.338,116.638,185.92,3.62,4198.47,0,120.829,11.428,75.101,33.013,4463.864,63.093,0.27,0.281,0.279,34.152
212,63.233,11.525,9.787,3,489.604,301.393,335.693,188.211,4.678,5935.977,0,124.978,11.525,79.153,34.147,4502.374,49.965,0.27,0.28,0.277,33.018
213,71.681,12.321,9.909,3,290.412,99.826,134.126,190.586,6.081,5935.977,0,118.905,12.321,72.285,32.487,4810.041,50.632,0.27,0.282,0.279,31.269
214,44.856,10.504,9.863,3,430.453,238.041,272.341,192.412,4.756,5040.592,0,147.556,10.504,102.752,40.315,4112.191,86.159,0.27,0.277,0.28,36.507
298,11.055,11.931,9.913,3,572.429,360.767,395.067,211.663,4.001,6475.881,0,200.608,11.931,154.377,54.81,4681.065,84.386,0.27,0.276,0.272,32.302
299,31.59,11.825,9.849,3,358.533,119.197,153.497,239.336,5.987,7130.595,0,207.746,11.825,161.621,56.761,4641.878,85.937,0.27,0.275,0.273,32.383
336,36.736,14.543,10.345,3,259.248,88.238,122.538,171.01,5.148,1578.917,0,134.275,14.543,85.432,36.687,5677.749,55.337,0.27,0.282,0.277,27.656
50,3.566,19.629,11.321,4,538.492,302.177,336.477,236.315,9.734,6728.445,0,232.75,19.629,178.821,63.592,7680.522,69.272,0.27,0.278,0.27,22.424
51,38.146,10.24,11.283,4,562.217,325.187,359.487,237.03,11.94,6017.648,0,198.884,10.24,154.344,54.339,4023.57,58.929,0.27,0.275,0.271,42.84
61,3.023,11.485,63.074,4,629.097,335.879,370.179,293.218,3.62,148.462,0,290.195,11.485,244.41,79.287,4531.957,3609.26,0.27,0.274,0.273,213.532
62,1.577,17.772,63.451,4,438.683,114.078,148.378,324.605,3.503,1589.128,0,323.028,17.772,270.956,88.258,6983.637,283.473,0.27,0.275,0.271,138.816
63,4.161,11.25,61.706,4,677.335,391.483,425.783,285.852,4.345,1487.549,0,281.691,11.25,236.141,76.964,4438.591,270.291,0.27,0.274,0.272,213.254
64,4.706,12.207,61.244,4,604.017,326.144,360.444,277.873,5.952,1957.945,0,273.167,12.207,226.66,74.635,4807.919,116.081,0.27,0.274,0.271,195.068
65,6.095,12.271,60.267,4,566.404,293.9,328.2,272.504,7.465,3549.31,0,266.409,12.271,219.838,72.788,4831.168,89.84,0.27,0.274,0.271,190.946
66,6.88,11.583,59.295,4,458.596,189.944,224.244,268.651,8.792,4096.918,0,261.771,11.583,215.888,71.521,4562.461,115.307,0.27,0.274,0.271,199.032
67,7.214,11.519,57.928,4,531.992,268.467,302.767,263.524,8.558,5532.924,0,256.31,11.519,210.492,70.029,4536.013,133.519,0.27,0.274,0.271,195.528
68,9.185,11.808,57.176,4,447.365,190.248,224.548,257.117,6.511,7267.971,0,247.931,11.808,201.824,67.74,4645.926,107.862,0.27,0.274,0.271,188.27
116,13.172,11.567,15.119,4,258.897,0,34.3,260.303,7.97,7909.492,7.97,237.755,11.567,199.858,3163.821,4551.973,104.758,0.273,0.274,0.271,50.819
132,1.82,17.73,12.521,4,291.029,20.891,55.191,270.137,7.682,5700.971,0,268.317,17.73,216.287,73.31,6952.679,83.326,0.27,0.276,0.27,27.457
133,1.519,15.508,12.514,4,392.866,116.48,150.78,276.386,6.92,5750.041,0,274.867,15.508,225.058,75.099,6091.184,83.615,0.27,0.275,0.27,31.374
134,2.088,12.726,12.445,4,438.123,159.357,193.657,278.766,6.202,5896.737,0,276.678,12.726,229.653,75.594,5010.522,84.607,0.27,0.274,0.27,38.021
136,2.396,11.862,12.407,4,450.701,171.316,205.616,279.385,5.154,5748.413,0,276.989,11.862,230.826,75.679,4675.109,80.582,0.27,0.274,0.27,40.667
137,4.277,11.61,12.354,4,639.946,365.902,400.202,274.044,5.484,5839.149,0,269.767,11.61,223.857,73.706,4575.04,77.208,0.27,0.274,0.27,41.373
139,5.256,11.789,11.913,4,719.196,448.303,482.603,270.893,6.187,5930.31,0,265.637,11.789,219.548,72.577,4643.372,76.218,0.27,0.274,0.27,39.291
140,8.669,11.339,11.83,4,706.495,440.884,475.184,265.611,8.417,6585.164,0,256.942,11.339,211.303,70.202,4466.336,77.896,0.27,0.274,0.27,40.563
190,17.615,17.941,9.869,4,409.713,139.087,173.387,270.626,5.32,3876.06,0,253.011,17.941,200.77,69.128,7030.132,77.622,0.27,0.277,0.271,21.387
200,14.394,12.587,9.904,4,466.025,207.336,241.636,258.688,4.689,4413.005,0,244.295,12.587,197.407,66.746,4947.951,72.698,0.27,0.275,0.27,30.591
201,34.289,13.572,9.817,4,405.574,150.798,185.098,254.777,5.22,4164.822,0,220.488,13.572,172.616,60.242,5324.099,66.463,0.27,0.276,0.271,28.123
202,24.986,11.442,10.25,4,496.364,239.071,273.371,257.293,4.131,7822.737,0,232.306,11.442,186.564,63.471,4499.654,65.224,0.27,0.275,0.27,34.828
203,31.982,11.12,10.189,4,431.647,177.251,211.551,254.396,3.79,7822.737,0,222.414,11.12,176.995,60.768,4371.712,63.308,0.27,0.275,0.27,35.625
211,65.09,11.428,10.039,4,7.52,0.746,35.046,6.774,10.505,3272.893,9.759,82.858,11.428,81.188,3816.757,4465.527,47.212,0.278,0.28,0.279,34.152
212,63.233,11.525,9.787,4,224.798,211.6,245.9,13.197,10.789,4989.158,0,84.336,11.525,72.811,23.042,4500.641,29,0.27,0.281,0.275,33.018
213,71.681,12.321,9.909,4,230.464,211.022,245.322,19.442,9.534,4989.158,0,86.539,12.321,74.218,23.644,4810.57,30.773,0.27,0.281,0.276,31.269
214,44.856,10.504,9.863,4,25.601,14.961,49.261,10.641,11.896,4096.918,0,68.515,10.504,58.01,18.72,4099.967,43.791,0.27,0.282,0.293,36.507
298,11.055,11.931,9.913,4,112.564,72.53,106.83,40.034,11.369,5532.924,0,34.3,11.931,0,9.371,4638.886,18.323,0.27,0.35,0.284,32.302
299,31.59,11.825,9.849,4,123.985,90.329,124.629,33.655,12.334,6152.464,0,34.3,11.825,20.409,9.371,4603.296,11.936,0.27,0.299,0.282,32.383
336,36.736,14.543,10.345,4,245.031,140.346,174.646,104.685,9.625,1059.901,0,67.949,14.543,19.106,18.565,5659.628,23.198,0.27,0.305,0.278,27.656
50,3.566,19.629,11.321,5,313.211,155.716,190.016,157.495,5.103,5730.118,0,153.929,19.629,100,42.057,7658.987,44.196,0.27,0.283,0.27,22.424
51,38.146,10.24,11.283,5,345.969,187.448,221.748,158.521,4.913,5068.609,0,120.376,10.24,75.835,32.889,4002.12,33.65,0.27,0.28,0.27,42.84
52,79.963,9.249,10.998,5,302.259,151.455,185.755,150.803,4.363,7298.368,0,70.84,9.249,27.291,19.355,3603.635,20.217,0.27,0.29,0.27,46.229
61,3.023,11.485,63.074,5,107.653,23.513,57.813,84.139,5.584,704.732,0,81.116,11.485,35.332,22.163,4474.833,25.307,0.27,0.29,0.271,213.532
62,1.577,17.772,63.451,5,347.26,234.281,268.581,112.979,4.976,2160.42,0,111.402,17.772,59.331,30.437,6925.817,31.943,0.27,0.288,0.27,138.816
63,4.161,11.25,61.706,5,341.202,212.892,247.192,128.31,4.426,1104.683,0,124.149,11.25,78.599,33.92,4395.547,44.754,0.27,0.28,0.271,213.254
64,4.706,12.207,61.244,5,154.615,27.685,61.985,126.929,4.279,1723.355,0,122.223,12.207,75.716,33.394,4766.678,65.619,0.27,0.281,0.272,195.068
65,6.095,12.271,60.267,5,267.407,114.225,148.525,153.182,4.559,3422.024,0,147.088,12.271,100.516,40.187,4798.567,93.74,0.27,0.279,0.273,190.946
66,6.88,11.583,59.295,5,299.407,131.588,165.888,167.819,4.467,3844.411,0,160.939,11.583,115.056,43.972,4534.911,50.916,0.27,0.277,0.271,199.032
67,7.214,11.519,57.928,5,477.43,298.214,332.514,179.216,3.971,5256.351,0,172.002,11.519,126.183,46.994,4512.978,50.384,0.27,0.277,0.27,195.528
68,9.185,11.808,57.176,5,268.257,82.338,116.638,185.92,3.62,6998.777,0,176.734,11.808,130.627,48.288,4626.473,54.323,0.27,0.277,0.27,188.27
70,12.417,9.542,36.652,5,489.604,301.393,335.693,188.211,4.678,7524.353,0,175.794,9.542,131.952,48.031,3745.948,51.119,0.27,0.275,0.27,149.343
116,13.172,11.567,15.119,5,199.706,77.061,111.361,122.645,5.735,7529.536,0,109.473,11.567,63.606,29.91,4514.746,32.964,0.27,0.282,0.271,50.819
132,1.82,17.73,12.521,5,444.158,233.528,267.828,210.63,4.788,6485.276,0,208.81,17.73,156.78,57.051,6936.421,66.371,0.27,0.278,0.27,27.457
133,1.519,15.508,12.514,5,415.543,208.103,242.403,207.439,5.662,6553.155,0,205.92,15.508,156.112,56.262,6072.346,65.37,0.27,0.277,0.27,31.374
134,2.088,12.726,12.445,5,499.412,297.424,331.724,201.988,5.459,6793.356,0,199.9,12.726,152.874,54.617,4989.545,62.654,0.27,0.276,0.27,38.021
136,2.396,11.862,12.407,5,490.666,298.013,332.313,192.652,5.583,6711.944,0,190.256,11.862,144.094,51.982,4651.412,54.812,0.27,0.276,0.27,40.667
137,4.277,11.61,12.354,5,444.635,268.55,302.85,176.085,6.701,6834.535,0,171.809,11.61,125.899,46.942,4548.276,49.874,0.27,0.277,0.27,41.373
139,5.256,11.789,11.913,5,205.199,76.533,110.833,128.666,5.34,6929.746,0,123.41,11.789,77.321,33.718,4604.513,35.939,0.27,0.281,0.27,39.291
140,8.669,11.339,11.83,5,298.745,179.174,213.474,119.571,6.904,7581.328,0,110.902,11.339,65.263,30.301,4426.434,33.961,0.27,0.282,0.271,40.563
190,17.615,17.941,9.869,5,567.494,321.927,356.227,245.567,4.091,4744.877,0,227.952,17.941,175.711,62.281,7023.285,79.163,0.27,0.277,0.271,21.387
200,14.394,12.587,9.904,5,333.605,186.886,221.186,146.719,8.679,5390.242,0,132.325,12.587,85.437,36.154,4917.358,38.845,0.27,0.28,0.271,30.591
201,34.289,13.572,9.817,5,194.936,67.382,101.682,127.555,12.872,5124.121,0,93.266,13.572,45.394,25.482,5289.339,29.283,0.27,0.288,0.272,28.123
211,65.09,11.428,10.039,5,444.488,267.569,301.869,176.92,5.248,3809.82,0,111.829,11.428,66.101,30.554,4461.405,40.271,0.27,0.282,0.275,34.152
212,63.233,11.525,9.787,5,210.815,36.621,70.921,174.194,5.104,5421.464,0,110.96,11.525,65.136,30.317,4498.544,34.381,0.27,0.282,0.273,33.018
213,71.681,12.321,9.909,5,330.772,133.818,168.118,196.954,4.164,5421.464,0,125.274,12.321,78.653,34.227,4811.781,39.766,0.27,0.281,0.273,31.269
214,44.856,10.504,9.863,5,521.886,310.274,344.574,211.612,4.269,3844.411,0,166.756,10.504,121.952,45.561,4117.437,69.359,0.27,0.276,0.275,36.507
298,11.055,11.931,9.913,5,573.758,271.135,305.435,302.623,3.905,5256.351,0,291.568,11.931,245.337,79.662,4705.918,85.421,0.27,0.274,0.27,32.302
299,31.59,11.825,9.849,5,637.66,338.273,372.573,299.387,4.074,5973.591,0,267.797,11.825,221.671,73.168,4658.285,122.729,0.27,0.274,0.273,32.383
336,36.736,14.543,10.345,5,480.611,253.672,287.972,226.939,11.166,1937.706,0,190.204,14.543,141.36,51.968,5693.03,62.296,0.27,0.277,0.272,27.656
37,6.637,17.965,11.454,6,561.925,288.096,322.396,273.829,5.238,7241.008,0,267.191,17.965,214.926,73.002,7043.442,77.187,0.27,0.276,0.27,24.789
38,20.595,12.927,11.266,6,380.259,105.424,139.724,274.835,6.214,7195.157,0,254.239,12.927,207.012,69.463,5082.765,72.066,0.27,0.275,0.27,33.882
50,3.566,19.629,11.321,6,409.713,139.087,173.387,270.626,5.32,4762.187,0,267.06,19.629,213.131,72.966,7689.897,77.079,0.27,0.277,0.27,22.424
51,38.146,10.24,11.283,6,533.029,262.876,297.176,270.153,5.471,3832.73,0,232.007,10.24,187.467,63.389,4032.62,65.554,0.27,0.274,0.27,42.84
52,79.963,9.249,10.998,6,413.154,144.565,178.865,268.589,5.644,5887.519,0,188.626,9.249,145.076,51.536,3635.817,54.408,0.27,0.275,0.27,46.229
53,92.471,8.893,10.88,6,352.634,87.668,121.968,264.966,5.29,6914.961,0,172.495,8.893,129.301,47.129,3493.073,49.218,0.27,0.275,0.27,47.564
54,115.884,7.378,10.784,6,411.979,153.254,187.554,258.725,5.705,7745.353,0,142.841,7.378,101.164,39.027,2896.025,41.834,0.27,0.275,0.271,56.832
61,3.023,11.485,63.074,6,496.364,239.071,273.371,257.293,4.131,1009.205,0,254.269,11.485,208.485,69.472,4522.142,79.178,0.27,0.274,0.27,213.532
62,1.577,17.772,63.451,6,431.647,177.251,211.551,254.396,3.79,3574.278,0,252.819,17.772,200.748,69.076,6964.455,71.058,0.27,0.277,0.27,138.816
63,4.161,11.25,61.706,6,447.266,195.815,230.115,251.451,3.397,996.213,0,247.29,11.25,201.74,67.565,4429.192,67.565,0.27,0.274,0.27,213.254
64,4.706,12.207,61.244,6,409.498,161.48,195.78,248.018,3.896,1283.074,0,243.312,12.207,196.805,66.478,4799.762,87.756,0.27,0.275,0.271,195.068
65,6.095,12.271,60.267,6,1.506,0,34.3,2.003,19.305,2641.927,19.305,19.583,12.271,26.617,7511.286,4778.376,21.931,0.31,0.295,0.277,190.946
66,6.88,11.583,59.295,6,61.778,48.921,83.221,12.856,13.856,2855.072,0,34.3,11.583,16.741,9.371,4508.05,11.664,0.27,0.303,0.271,199.032
67,7.214,11.519,57.928,6,120.101,111.535,145.835,8.565,12.262,4161.901,0,34.3,11.519,21.43,9.371,4484.357,12.801,0.27,0.298,0.27,195.528
