"SegNum","stream_elev_m","stream_dtb_m","stream_width_m","WellNum","well_elev_m","well_screenTopDepth_m","well_screenBotDepth_m","well_wte_m","well_dtb_m","dist_wellToStream_m","mu_well_m","mf_well_m","mu_stream_m","mf_stream_m","Tr_well_m2d","Tr_stream_m2d","Tr_bulk_m2d","S_well","S_stream","S_bulk","lmda_m2d"
52,79.963,9.249,10.998,93,447.365,190.248,224.548,257.117,6.511,6262.067,0,177.153,9.249,133.604,48.402,3632.682,48.402,0.27,0.275,0.27,46.229
53,92.471,8.893,10.88,93,313.964,63.682,97.982,250.282,4.514,5163.11,0,157.811,8.893,114.618,43.117,3489.061,43.117,0.27,0.276,0.27,47.564
54,115.884,7.378,10.784,93,460.614,212.903,247.203,247.711,4,2975.474,0,131.827,7.378,90.149,36.018,2893.016,36.018,0.27,0.276,0.27,56.832
55,130.615,6.508,10.577,93,400.381,154.264,188.564,246.117,4.213,2975.474,0,115.502,6.508,74.694,31.558,2550.817,34.069,0.27,0.276,0.27,63.185
56,156.309,5.542,10.548,93,475.529,229.64,263.94,245.89,5.474,2958.496,0,89.581,5.542,49.739,24.475,2168.351,24.475,0.27,0.278,0.27,73.998
57,169.668,5.114,10.333,93,590.805,344.637,378.937,246.168,8.842,3045.918,0,76.5,5.114,37.086,20.901,1998.399,21.727,0.27,0.28,0.27,78.559
58,204.502,5.563,10.246,93,564.371,318.19,352.49,246.181,11.542,3509.286,0,41.679,5.563,1.816,11.388,2163.335,14.903,0.27,0.33,0.277,71.611
59,275.757,6.339,10.082,93,428.997,182.924,217.224,246.073,10.5,4294.681,0,63.984,6.339,57.646,17.482,2480.263,23.703,0.27,0.278,0.283,61.837
70,12.417,9.542,36.652,93,475.288,211.297,245.597,263.992,4.475,3792.516,0,251.574,9.542,207.732,68.735,3766.653,70.569,0.27,0.274,0.27,149.343
71,20.319,12.149,36.023,93,552.913,292.66,326.96,260.253,5.598,1392.787,0,239.934,12.149,193.485,65.555,4776.238,65.555,0.27,0.275,0.27,115.287
72,20.783,11.288,34.988,93,695.706,438.209,472.509,257.497,6.611,1315.423,0,236.714,11.288,191.126,64.675,4441.055,64.675,0.27,0.274,0.27,120.509
73,24.442,9.518,34.977,93,576.136,320.794,355.094,255.342,5.312,691.471,0,230.9,9.518,187.082,63.087,3751.583,63.087,0.27,0.274,0.27,142.881
74,30.639,8.443,33.586,93,509.952,255.774,290.074,254.178,3.997,3043.131,0,223.539,8.443,180.796,61.075,3331.998,72.998,0.27,0.274,0.271,154.666
116,13.172,11.567,15.119,93,291.029,20.891,55.191,270.137,7.682,4924.885,0,256.966,11.567,211.098,70.208,4555.044,73.334,0.27,0.274,0.27,50.819
117,16.901,13.883,14.973,93,392.866,116.48,150.78,276.386,6.92,4828.166,0,259.485,13.883,211.302,70.897,5455.405,79.55,0.27,0.275,0.27,41.932
118,18.136,14.085,14.91,93,438.123,159.357,193.657,278.766,6.202,4828.166,0,260.631,14.085,212.246,71.21,5534.386,79.9,0.27,0.275,0.27,41.156
119,21.992,13.668,14.823,93,450.701,171.316,205.616,279.385,5.154,4442.886,0,257.394,13.668,209.425,70.325,5371.518,74.221,0.27,0.275,0.27,42.163
120,26.922,10.945,14.104,93,639.946,365.902,400.202,274.044,5.484,4528.682,0,247.122,10.945,201.877,67.519,4310.451,71.472,0.27,0.274,0.27,50.101
121,31.954,10.307,13.901,93,719.196,448.303,482.603,270.893,6.187,5064.68,0,238.939,10.307,194.331,65.283,4060.513,72.835,0.27,0.274,0.27,52.437
122,34.45,10.281,13.836,93,706.495,440.884,475.184,265.611,8.417,5945.914,0,231.162,10.281,186.581,63.158,4048.168,76.394,0.27,0.274,0.271,52.324
123,34.428,9.775,13.72,93,748.044,482.736,517.036,265.308,9.958,6066.103,0,230.88,9.775,186.805,63.081,3851.37,82.524,0.27,0.274,0.271,54.572
172,40.321,11.636,10.157,93,323.825,53.206,87.506,270.619,6.219,4978.319,0,230.299,11.636,184.362,62.922,4574.599,71.002,0.27,0.275,0.271,33.938
180,65.513,10.346,10.382,93,442.497,179.427,213.727,263.071,4.452,6169.228,0,197.557,10.346,152.911,53.977,4064.486,64.19,0.27,0.275,0.272,39.012
272,45.616,10.016,9.901,93,97.154,69.485,103.785,27.669,13.806,3043.131,0,52.246,10.016,42.23,14.275,3905.838,21.165,0.27,0.285,0.277,38.433
273,18.804,11.381,35.587,93,167.463,125.623,159.923,41.84,11.295,1392.787,0,34.3,11.381,0,9.371,4424.916,12.209,0.27,0.35,0.27,121.573
274,37.453,11.989,9.881,93,377.516,313.048,347.348,64.468,8.56,1406.938,0,34.3,11.989,0,9.371,4661.234,10.57,0.27,0.35,0.275,32.046
275,21.351,11.421,34.98,93,262.169,168.758,203.058,93.411,8.703,1315.8,0,72.06,11.421,26.339,19.688,4447.545,21.316,0.27,0.294,0.271,119.086
276,70.258,8.319,11.572,93,173.578,78.728,113.028,94.851,8.128,6089.408,0,34.3,8.319,1.388,9.371,3234.884,14.976,0.27,0.339,0.288,54.082
41,59.633,7.433,10.904,94,74.082,1.806,36.106,72.276,11.954,5965.688,10.148,24.152,7.433,14.225,3952.129,2893.682,20.531,0.294,0.297,0.27,57.039
42,73.351,7.193,10.81,94,96.187,28.389,62.689,67.799,9.541,5961.612,0,39.852,7.193,32.66,10.888,2805.42,22.099,0.27,0.284,0.27,58.436
43,79.439,6.917,10.767,94,210.402,134.837,169.137,75.565,7.437,5476.302,0,38.174,6.917,31.257,10.43,2697.706,21.18,0.27,0.284,0.27,60.524
44,106.467,6.281,10.718,94,265.018,179.742,214.042,85.276,6.042,5367.391,0,55.491,6.281,49.21,15.161,2455.654,19.782,0.27,0.279,0.27,66.34
45,118.196,5.869,10.486,94,107.653,23.513,57.813,84.139,5.584,5762.13,0,68.357,5.869,62.488,18.676,2298.767,22.324,0.27,0.277,0.27,69.47
46,143.609,5.566,10.452,94,347.26,234.281,268.581,112.979,4.976,5762.13,0,64.93,5.566,59.363,17.74,2180.402,18.22,0.27,0.277,0.27,73.003
53,92.471,8.893,10.88,94,489.604,301.393,335.693,188.211,4.678,5431.805,0,95.74,8.893,52.547,26.158,3472.102,26.158,0.27,0.282,0.27,47.564
54,115.884,7.378,10.784,94,290.412,99.826,134.126,190.586,6.081,2936.365,0,74.702,7.378,33.024,20.41,2877.408,20.41,0.27,0.285,0.27,56.832
55,130.615,6.508,10.577,94,430.453,238.041,272.341,192.412,4.756,2897.296,0,61.797,6.508,20.989,16.884,2536.143,16.884,0.27,0.289,0.27,63.185
56,156.309,5.542,10.548,94,474.04,282.975,317.275,191.065,4.693,2109.855,0,34.756,5.542,0,9.496,2154.761,9.496,0.27,0.35,0.27,73.998
57,169.668,5.114,10.333,94,232.537,47.367,81.667,185.17,5.134,2109.855,0,34.3,5.114,13.684,9.371,1992.005,9.862,0.27,0.292,0.271,78.559
58,204.502,5.563,10.246,94,387.123,208.433,242.733,178.69,5.481,2551.086,0,60.112,5.563,54.549,16.424,2177.742,19.672,0.27,0.277,0.273,71.611
59,275.757,6.339,10.082,94,199.147,36.677,70.977,162.47,5.622,3370.572,0,147.588,6.339,141.249,40.324,2503.105,46.068,0.27,0.273,0.273,61.837
70,12.417,9.542,36.652,94,85.503,15.234,49.534,70.269,11.734,4521.567,0,57.851,9.542,14.01,15.806,3713.724,18.671,0.27,0.302,0.27,149.343
71,20.319,12.149,36.023,94,68.424,6.502,40.802,61.922,9.203,2389.592,2.7,38.902,12.149,0,1060.487,4723.373,13.543,0.275,0.35,0.27,115.287
72,20.783,11.288,34.988,94,110.141,31.117,65.417,79.023,5.579,2259.34,0,58.241,11.288,12.653,15.913,4392.292,21.321,0.27,0.308,0.272,120.509
73,24.442,9.518,34.977,94,324.237,210.591,244.891,113.646,4.621,1631.098,0,89.204,9.518,45.387,24.372,3712.868,24.372,0.27,0.284,0.27,142.881
74,30.639,8.443,33.586,94,434.97,305.01,339.31,129.959,4.503,3268.762,0,99.32,8.443,56.577,27.136,3298.059,27.136,0.27,0.28,0.27,154.666
116,13.172,11.567,15.119,94,444.158,233.528,267.828,210.63,4.788,5804.535,0,197.459,11.567,151.591,53.95,4538.785,54.992,0.27,0.276,0.27,50.819
117,16.901,13.883,14.973,94,415.543,208.103,242.403,207.439,5.662,5757.215,0,190.538,13.883,142.355,52.059,5436.567,55.309,0.27,0.277,0.27,41.932
118,18.136,14.085,14.91,94,499.412,297.424,331.724,201.988,5.459,5757.215,0,183.852,14.085,135.467,50.232,5513.409,53.371,0.27,0.278,0.27,41.156
119,21.992,13.668,14.823,94,490.666,298.013,332.313,192.652,5.583,5428.78,0,170.661,13.668,122.692,46.628,5347.821,48.868,0.27,0.278,0.27,42.163
120,26.922,10.945,14.104,94,444.635,268.55,302.85,176.085,6.701,5522.373,0,149.163,10.945,103.918,40.754,4283.687,43.921,0.27,0.278,0.27,50.101
172,40.321,11.636,10.157,94,415.493,164.316,198.616,251.177,4.509,5978.281,0,210.857,11.636,164.92,57.61,4569.287,63.797,0.27,0.275,0.271,33.938
272,45.616,10.016,9.901,94,260.726,71.48,105.78,189.246,6.512,3341.04,0,143.63,10.016,99.314,39.243,3921.434,65.169,0.27,0.277,0.275,38.433
273,18.804,11.381,35.587,94,358.077,162.037,196.337,196.04,4.889,2389.592,0,177.237,11.381,131.556,48.425,4460.86,48.425,0.27,0.276,0.27,121.573
274,37.453,11.989,9.881,94,197.553,12.705,47.005,184.847,4.252,2393.173,0,147.394,11.989,101.106,40.271,4688.858,42.63,0.27,0.278,0.271,32.046
275,21.351,11.421,34.98,94,435.023,221.984,256.284,213.039,3.278,2259.34,0,191.688,11.421,145.967,52.373,4480.23,65.868,0.27,0.276,0.271,119.086
301,154.935,6.163,9.867,94,366.759,149.926,184.226,216.833,4.148,5837.22,0,61.898,6.163,21.434,16.912,2402.136,17.803,0.27,0.288,0.271,62.242
303,191.098,7.516,9.861,94,353.188,111.36,145.66,241.829,3.788,5637.08,0,50.731,7.516,8.915,13.861,2924.471,13.861,0.27,0.307,0.27,51.015
121,31.954,10.307,13.901,95,177.882,97.026,131.326,80.856,9.621,6171.399,0,48.902,10.307,4.295,13.361,4008.591,17.851,0.27,0.326,0.272,52.437
122,34.45,10.281,13.836,95,111.451,40.236,74.536,71.215,10.757,6096.912,0,36.766,10.281,0,10.045,3997.19,15.783,0.27,0.35,0.273,52.324
123,34.428,9.775,13.72,95,154.595,93.345,127.645,61.25,12.202,5962.125,0,34.3,9.775,0,9.371,3800.331,16.147,0.27,0.35,0.272,54.572
124,50.368,9.054,11.509,95,60.621,17.607,51.907,43.014,11.739,5348.143,0,41.654,9.054,32.6,11.381,3529.122,21.165,0.27,0.287,0.27,49.42
125,62.584,9.751,11.406,95,173.274,134.244,168.544,39.031,11.717,4523.96,0,57.853,9.751,48.102,15.807,3804.395,23.792,0.27,0.283,0.27,45.48
126,75.735,9.823,11.166,95,149.763,119.166,153.466,30.598,13.61,3420.328,0,79.437,9.823,69.615,21.704,3838.045,27.715,0.27,0.28,0.27,44.197
127,93.357,9.366,10.849,95,176.318,147.68,181.98,28.639,14.464,3144.022,0,99.019,9.366,89.652,27.054,3666.166,29.444,0.27,0.278,0.27,45.035
128,90.031,9.473,10.763,95,97.154,69.485,103.785,27.669,13.806,3203.861,0,96.662,9.473,87.189,26.41,3706.83,29.279,0.27,0.278,0.27,44.174
129,112.902,8.553,10.376,95,167.463,125.623,159.923,41.84,11.295,3596.66,0,105.361,8.553,96.808,28.787,3352.035,31.653,0.27,0.276,0.271,47.164
130,122.33,7.695,10.247,95,377.516,313.048,347.348,64.468,8.56,6103.179,0,92.162,7.695,84.467,25.181,3014.947,27.242,0.27,0.277,0.271,51.774
144,45.678,11.643,10.655,95,205.359,156.985,191.285,48.374,9.857,5266.349,0,34.3,11.643,19.961,9.371,4532.416,17.516,0.27,0.299,0.27,35.578
145,45.984,10.909,10.21,95,205.963,131.81,166.11,74.153,7.416,5281.022,0,34.3,10.909,0,9.371,4241.249,14.26,0.27,0.35,0.276,36.389
146,47.731,11.093,10.164,95,257.867,158.839,193.139,99.028,6.941,3873.191,0,51.297,11.093,5.903,14.015,4314.718,18.74,0.27,0.322,0.277,35.624
147,53.294,10.956,9.968,95,221.263,120.612,154.912,100.651,8.077,3505.262,0,47.357,10.956,2.101,12.939,4260.29,19.054,0.27,0.337,0.276,35.375
155,123.582,9.313,12.44,95,51.323,17.951,52.251,33.372,10.571,6284.917,0,124.51,9.313,115.197,34.019,3652.42,34.028,0.27,0.276,0.27,51.933
172,40.321,11.636,10.157,95,140.28,97.79,132.09,42.49,9.547,4647.601,0,34.3,11.636,20.495,9.371,4529.827,21.495,0.27,0.299,0.27,33.938
173,53.354,10.873,9.979,95,265.161,188.447,222.747,76.714,6.781,4560.367,0,34.3,10.873,0.067,9.371,4227.616,12.473,0.27,0.35,0.27,35.681
174,57.348,10.838,9.881,95,394.102,287.728,322.028,106.374,6.367,4189.385,0,49.026,10.838,3.888,13.395,4214.773,13.723,0.27,0.329,0.27,35.449
175,63.56,11.035,9.851,95,318.872,206.964,241.264,111.908,9.694,3829.487,0,48.348,11.035,3.013,13.21,4291.157,13.951,0.27,0.333,0.27,34.707
176,69.188,10.967,9.786,95,202.765,89.492,123.792,113.273,9.648,3314.43,0,44.085,10.967,0,12.045,4263.993,12.445,0.27,0.35,0.271,34.693
191,147.605,8.661,9.807,95,204.222,139.301,173.601,64.921,6.604,5658.58,0,116.984,8.661,108.323,31.962,3396.849,33.807,0.27,0.276,0.271,44.028
205,62.771,10.403,10.021,95,160.696,89.687,123.987,71.009,8.046,4109.718,0,34.3,10.403,15.659,9.371,4049.118,13.646,0.27,0.302,0.271,37.451
206,50.357,11.356,10.02,95,98.376,30.004,64.304,68.371,9.485,5439.952,0,34.3,11.356,4.929,9.371,4416.526,14.995,0.27,0.326,0.273,34.307
276,70.258,8.319,11.572,95,206.161,98.58,132.88,107.581,6.646,5970.287,0,37.323,8.319,0,10.197,3234.504,11.44,0.27,0.35,0.279,54.082
292,99.097,10.16,10.053,95,147.112,38.747,73.047,108.365,8.186,3011.071,0,34.3,10.16,14.872,9.371,3954.201,9.371,0.27,0.302,0.27,38.473
293,112.217,10.534,10,95,262.645,148.619,182.919,114.026,6.761,3011.071,0,34.3,10.534,21.957,9.371,4101.458,10.147,0.27,0.296,0.271,36.912
294,118.355,10.387,9.928,95,159.943,48.546,82.846,111.398,6.688,3052.906,0,41.258,10.387,30.871,11.272,4046.835,11.277,0.27,0.29,0.27,37.163
295,126.502,10.016,9.853,95,196.352,90.947,125.247,105.405,7.421,3052.906,0,55.397,10.016,45.381,15.136,3906.518,16.503,0.27,0.284,0.271,38.247
296,106.537,9.34,9.954,95,241.294,140.877,175.177,100.417,8.041,1097.923,0,40.42,9.34,31.079,11.044,3640.061,12.136,0.27,0.288,0.27,41.433
297,68.628,10.148,9.808,95,122.653,28.35,62.65,94.303,10.282,4560.367,0,34.3,10.148,0,9.371,3945.504,10.218,0.27,0.35,0.272,37.576
119,21.992,13.668,14.823,96,333.437,109.886,144.186,223.551,3.483,6112.429,0,201.559,13.668,153.591,55.07,5356.263,57.362,0.27,0.277,0.27,42.163
120,26.922,10.945,14.104,96,511.593,290.286,324.586,221.307,5.559,6079.525,0,194.385,10.945,149.14,53.11,4296.042,54.208,0.27,0.275,0.27,50.101
121,31.954,10.307,13.901,96,428.976,211.716,246.016,217.261,6.252,5171.822,0,185.307,10.307,140.699,50.63,4045.86,58.319,0.27,0.275,0.27,52.437
122,34.45,10.281,13.836,96,382.629,173.214,207.514,209.414,6.421,5098.917,0,174.965,10.281,130.384,47.804,4032.814,58.739,0.27,0.276,0.271,52.324
123,34.428,9.775,13.72,96,324.152,130.646,164.946,193.506,11.158,4973.715,0,159.079,9.775,115.004,43.464,3831.753,49.328,0.27,0.276,0.27,54.572
124,50.368,9.054,11.509,96,233.405,59.878,94.178,173.527,17.822,4469.618,0,123.16,9.054,79.805,33.65,3542.02,34.438,0.27,0.278,0.27,49.42
125,62.584,9.751,11.406,96,131.469,0,34.3,157.597,22.372,3638.573,22.372,46.512,9.751,24.833,8710.987,3798.037,19.378,0.296,0.293,0.27,45.48
126,75.735,9.823,11.166,96,130.989,0,34.3,162.347,17.456,2514.873,17.456,37.798,9.823,11.131,6797.205,3822.066,15.698,0.295,0.308,0.27,44.197
127,93.357,9.366,10.849,96,160.236,0,34.3,178.944,11.832,2367.869,11.832,55.047,9.366,23.212,4615.218,3648.014,19.058,0.284,0.293,0.27,45.035
128,90.031,9.473,10.763,96,260.726,71.48,105.78,189.246,6.512,2637.812,0,99.215,9.473,55.442,27.108,3698.156,28.217,0.27,0.282,0.27,44.174
129,112.902,8.553,10.376,96,358.077,162.037,196.337,196.04,4.889,3182.407,0,83.139,8.553,40.285,22.715,3336.592,26.652,0.27,0.284,0.273,47.164
130,122.33,7.695,10.247,96,197.553,12.705,47.005,184.847,4.252,5815.928,0,62.517,7.695,20.522,17.081,2997.476,20.041,0.27,0.292,0.272,51.774
131,137.208,8.695,10.158,96,435.023,221.984,256.284,213.039,3.278,6272.248,0,75.831,8.695,32.835,20.718,3389.633,35.096,0.27,0.287,0.278,45.422
144,45.678,11.643,10.655,96,703.085,427.598,461.898,275.487,5.322,6064.546,0,229.808,11.643,183.865,62.788,4577.198,62.788,0.27,0.275,0.27,35.578
145,45.984,10.909,10.21,96,703.123,438.948,473.248,264.175,4.532,6171.504,0,218.191,10.909,172.983,59.614,4288.511,66.624,0.27,0.275,0.271,36.389
146,47.731,11.093,10.164,96,412.155,160.397,194.697,251.757,3.297,4787.201,0,204.026,11.093,158.633,55.744,4356.447,66.784,0.27,0.275,0.271,35.624
147,53.294,10.956,9.968,96,373.123,129.678,163.978,243.445,2.799,4476.494,0,190.15,10.956,144.894,51.953,4299.304,68.211,0.27,0.276,0.271,35.375
172,40.321,11.636,10.157,96,540.797,263.747,298.047,277.05,4.21,3866.361,0,236.73,11.636,190.793,64.679,4576.356,67.739,0.27,0.275,0.27,33.938
173,53.354,10.873,9.979,96,480.23,211.478,245.778,268.752,3.218,3817.623,0,215.397,10.873,170.224,58.851,4274.106,61.947,0.27,0.275,0.27,35.681
174,57.348,10.838,9.881,96,450.499,188.895,223.195,261.603,2.931,3538.898,0,204.255,10.838,159.118,55.807,4257.185,57.307,0.27,0.275,0.27,35.449
175,63.56,11.035,9.851,96,637.278,379.691,413.991,257.587,3.921,3322.486,0,194.027,11.035,148.693,53.012,4330.959,54.74,0.27,0.276,0.27,34.707
176,69.188,10.967,9.786,96,562.288,310.231,344.531,252.057,4.638,2931.55,0,182.869,10.967,137.602,49.964,4301.589,52.019,0.27,0.276,0.27,34.693
205,62.771,10.403,10.021,96,523.578,271.004,305.304,252.575,7.984,4315.114,0,189.803,10.403,145.1,51.858,4084.484,53.246,0.27,0.275,0.27,37.451
276,70.258,8.319,11.572,96,475.288,211.297,245.597,263.992,4.475,4984.396,0,193.734,8.319,151.114,52.932,3275.792,60.465,0.27,0.274,0.272,54.082
292,99.097,10.16,10.053,96,635.61,353.2,387.5,282.41,6.312,2857.623,0,183.314,10.16,138.854,50.085,3988.076,50.085,0.27,0.275,0.27,38.473
293,112.217,10.534,10,96,614.864,335.939,370.239,278.926,5.692,2857.623,0,166.709,10.534,121.875,45.548,4128.758,50.433,0.27,0.276,0.27,36.912
294,118.355,10.387,9.928,96,560.74,285.227,319.527,275.513,4.666,3329.319,0,157.158,10.387,112.471,42.939,4069.13,42.939,0.27,0.277,0.27,37.163
295,126.502,10.016,9.853,96,567.471,295.319,329.619,272.152,3.819,3329.319,0,145.65,10.016,101.335,39.795,3921.806,42.59,0.27,0.277,0.27,38.247
296,106.537,9.34,9.954,96,433.27,164.624,198.924,268.646,3.806,473.182,0,162.109,9.34,118.469,44.292,3663.937,54.821,0.27,0.276,0.27,41.433
297,68.628,10.148,9.808,96,717.284,450.91,485.21,266.373,5.285,3817.623,0,197.746,10.148,153.298,54.028,3987.388,57.005,0.27,0.275,0.27,37.576
118,18.136,14.085,14.91,97,319.454,190.237,224.537,129.217,8.082,5863.413,0,111.081,14.085,62.696,30.35,5493.526,32.048,0.27,0.285,0.27,41.156
119,21.992,13.668,14.823,97,207.167,80.365,114.665,126.801,8.47,5130.104,0,104.81,13.668,56.841,28.636,5329.829,30.051,0.27,0.286,0.27,42.163
120,26.922,10.945,14.104,97,231.303,111.125,145.425,120.178,8.167,5092.124,0,93.255,10.945,48.011,25.479,4268.411,26.107,0.27,0.285,0.27,50.101
121,31.954,10.307,13.901,97,287.455,177.051,211.351,110.404,8.64,4172.448,0,78.45,10.307,33.843,21.434,4016.664,24.692,0.27,0.289,0.271,52.437
122,34.45,10.281,13.836,97,242.247,139.854,174.154,102.393,7.314,4101.817,0,67.944,10.281,23.363,18.564,4003.573,25.257,0.27,0.294,0.273,52.324
123,34.428,9.775,13.72,97,301.672,198.564,232.864,103.108,5.64,3991.085,0,68.68,9.775,24.606,18.765,3807.054,22.087,0.27,0.293,0.271,54.572
124,50.368,9.054,11.509,97,243.344,142.809,177.109,100.534,6.218,3573.772,0,50.167,9.054,6.813,13.707,3522.077,14.195,0.27,0.316,0.271,49.42
125,62.584,9.751,11.406,97,244.847,150.726,185.026,94.122,6.896,2830.586,0,34.3,9.751,0,9.371,3791.252,9.735,0.27,0.35,0.27,45.48
126,75.735,9.823,11.166,97,172.443,86.814,121.114,85.629,8.235,1717.708,0,34.3,9.823,14.583,9.371,3823.009,11.156,0.27,0.302,0.27,44.197
127,93.357,9.366,10.849,97,137.309,59.036,93.336,78.273,11.144,1699.509,0,49.384,9.366,40.018,13.493,3652.605,15.333,0.27,0.285,0.272,45.035
128,90.031,9.473,10.763,97,83.214,18.306,52.606,64.908,12.965,2300.397,0,59.423,9.473,49.951,16.236,3696.655,18.106,0.27,0.283,0.27,44.174
129,112.902,8.553,10.376,97,58.298,13.881,48.181,44.417,11.656,3052.78,0,102.785,8.553,94.231,28.083,3351.331,33.92,0.27,0.277,0.272,47.164
130,122.33,7.695,10.247,97,98.226,27.799,62.099,70.427,8.87,5692.209,0,86.203,7.695,78.508,23.552,3013.319,27.691,0.27,0.277,0.272,51.774
131,137.208,8.695,10.158,97,224.247,132.854,167.154,91.392,6.948,6130.315,0,80.116,8.695,71.421,21.889,3400.175,28.249,0.27,0.279,0.273,45.422
146,47.731,11.093,10.164,97,215.736,77.654,111.954,138.082,9.065,5730.006,0,90.351,11.093,44.957,24.686,4325.388,28.116,0.27,0.286,0.272,35.624
147,53.294,10.956,9.968,97,254.947,116.609,150.909,138.338,8.686,5458.125,0,85.044,10.956,39.788,23.236,4270.586,28.333,0.27,0.287,0.271,35.375
172,40.321,11.636,10.157,97,216.008,62.065,96.365,153.943,9.341,3208.941,0,113.622,11.636,67.686,31.044,4542.72,33.008,0.27,0.282,0.27,33.938
173,53.354,10.873,9.979,97,207.874,56.101,90.401,151.773,8.228,3193.914,0,98.419,10.873,53.245,26.89,4242.145,28.611,0.27,0.284,0.27,35.681
174,57.348,10.838,9.881,97,321.187,169.625,203.925,151.562,7.041,3081.665,0,94.214,10.838,49.076,25.741,4227.12,26.655,0.27,0.284,0.27,35.449
175,63.56,11.035,9.851,97,320.271,172.919,207.219,147.352,7.223,3038.195,0,83.792,11.035,38.458,22.894,4300.841,23.872,0.27,0.288,0.27,34.707
176,69.188,10.967,9.786,97,216.662,75.332,109.632,141.33,7.767,2864.004,0,72.142,10.967,26.875,19.711,4271.336,20.645,0.27,0.293,0.271,34.693
205,62.771,10.403,10.021,97,359.069,197.043,231.343,162.026,5.082,4727.647,0,99.255,10.403,54.551,27.118,4059.744,28.367,0.27,0.283,0.27,37.451
276,70.258,8.319,11.572,97,85.503,15.234,49.534,70.269,11.734,4005.506,0,34.3,8.319,25.97,9.371,3241.6,13.375,0.27,0.289,0.282,54.082
292,99.097,10.16,10.053,97,168.179,0,34.3,170.502,5.94,2968.602,5.94,63.143,10.16,24.623,2326.734,3956.866,18.875,0.277,0.293,0.27,38.473
293,112.217,10.534,10,97,235.334,39.907,74.207,195.427,5.325,3043.924,0,83.21,10.534,38.376,22.735,4105.945,24.522,0.27,0.287,0.27,36.912
294,118.355,10.387,9.928,97,389.402,196.007,230.307,193.396,5.115,3836.679,0,75.041,10.387,30.354,20.503,4046.694,21.08,0.27,0.29,0.27,37.163
295,126.502,10.016,9.853,97,372.334,181.264,215.564,191.07,5.58,3853.374,0,64.568,10.016,20.253,17.641,3899.653,18.642,0.27,0.296,0.27,38.247
296,106.537,9.34,9.954,97,481.299,294.266,328.566,187.033,5.317,264.869,0,80.496,9.34,36.856,21.993,3641.639,21.993,0.27,0.286,0.27,41.433
297,68.628,10.148,9.808,97,364.503,180.173,214.473,184.33,4.482,3217.381,0,115.703,10.148,71.255,31.612,3964.972,33.779,0.27,0.28,0.271,37.576
299,31.59,11.825,9.849,97,307.003,190.597,224.897,116.406,8.286,6238.075,0,84.816,11.825,38.691,23.174,4608.291,24.059,0.27,0.289,0.27,32.383
116,13.172,11.567,15.119,98,313.964,63.682,97.982,250.282,4.514,5828.921,0,237.111,11.567,191.243,64.784,4549.619,67.183,0.27,0.275,0.27,50.819
117,16.901,13.883,14.973,98,460.614,212.903,247.203,247.711,4,5449.834,0,230.81,13.883,182.627,63.062,5447.57,72.552,0.27,0.276,0.27,41.932
118,18.136,14.085,14.91,98,400.381,154.264,188.564,246.117,4.213,4992.099,0,227.981,14.085,179.596,62.289,5525.466,66.137,0.27,0.276,0.27,41.156
119,21.992,13.668,14.823,98,475.529,229.64,263.94,245.89,5.474,4156.217,0,223.898,13.668,175.93,61.174,5362.367,64.79,0.27,0.276,0.27,42.163
120,26.922,10.945,14.104,98,590.805,344.637,378.937,246.168,8.842,4110.278,0,219.245,10.945,174.001,59.902,4302.835,61.659,0.27,0.275,0.27,50.101
121,31.954,10.307,13.901,98,564.371,318.19,352.49,246.181,11.542,3173.469,0,214.227,10.307,169.62,58.531,4053.761,66.99,0.27,0.275,0.27,52.437
122,34.45,10.281,13.836,98,428.997,182.924,217.224,246.073,10.5,3105.002,0,211.623,10.281,167.042,57.82,4042.83,74.352,0.27,0.275,0.271,52.324
123,34.428,9.775,13.72,98,338.69,91.852,126.152,246.838,7.511,3019.879,0,212.41,9.775,168.335,58.035,3846.324,70.929,0.27,0.274,0.271,54.572
124,50.368,9.054,11.509,98,266.389,25.891,60.191,240.498,5.506,2616.468,0,190.13,9.054,146.776,51.948,3560.318,54.399,0.27,0.275,0.27,49.42
125,62.584,9.751,11.406,98,686.57,392.785,427.085,293.785,5.481,2187.515,0,231.2,9.751,187.149,63.169,3842.385,66.249,0.27,0.274,0.27,45.48
126,75.735,9.823,11.166,98,584.423,292.903,327.203,291.52,4.906,1255.571,0,215.785,9.823,171.662,58.957,3865.926,63.719,0.27,0.274,0.27,44.197
127,93.357,9.366,10.849,98,558.869,271.972,306.272,286.898,5.188,1255.571,0,193.54,9.366,149.874,52.879,3682.62,65.86,0.27,0.275,0.271,45.035
128,90.031,9.473,10.763,98,761.031,479.328,513.628,281.703,5.734,2371.834,0,191.672,9.473,147.899,52.369,3723.417,60.826,0.27,0.275,0.27,44.174
129,112.902,8.553,10.376,98,563.989,287.26,321.56,276.728,6.152,3242.101,0,163.827,8.553,120.973,44.761,3358.638,55.623,0.27,0.275,0.271,47.164
130,122.33,7.695,10.247,98,495.09,222.497,256.797,272.594,6.138,5742.602,0,150.264,7.695,108.269,41.055,3021.45,47.65,0.27,0.275,0.272,51.774
131,137.208,8.695,10.158,98,545.416,276.952,311.252,268.464,5.243,6149.832,0,131.256,8.695,88.26,35.862,3404.776,43.547,0.27,0.277,0.272,45.422
