"SegNum","WellNum","time_days","pump_factor","Qs","frac_depletion","depletion_m3d"
240,695,18143,0.5,0.0060305,0.259,0.0015619
240,695,258,1,0,0.377,0
240,695,3543,1,0,0.371,0
240,695,18143,1,0.0120611,0.259,0.0031238
240,695,258,1.5,0,0.377,0
240,695,3543,1.5,0,0.371,0
240,695,18143,1.5,0.0180916,0.259,0.0046857
241,695,258,0.5,0,0.032,0
241,695,3543,0.5,0.0199002,0.031,0.0006169
241,695,18143,0.5,0.1625842,0.022,0.0035769
241,695,258,1,0,0.032,0
241,695,3543,1,0.0398003,0.031,0.0012338
241,695,18143,1,0.3251685,0.022,0.0071537
241,695,258,1.5,0,0.032,0
241,695,3543,1.5,0.0597005,0.031,0.0018507
241,695,18143,1.5,0.4877527,0.022,0.0107306
244,695,258,0.5,0,0.158,0
244,695,3543,0.5,3.1e-06,0.156,5e-07
244,695,18143,0.5,0.0206376,0.109,0.0022495
244,695,258,1,0,0.158,0
244,695,3543,1,6.2e-06,0.156,1e-06
244,695,18143,1,0.0412752,0.109,0.004499
244,695,258,1.5,0,0.158,0
244,695,3543,1.5,9.3e-06,0.156,1.4e-06
244,695,18143,1.5,0.0619128,0.109,0.0067485
246,695,258,0.5,0,0.026,0
246,695,3543,0.5,0,0.025,0
246,695,18143,0.5,0.0080175,0.018,0.0001443
246,695,258,1,0,0.026,0
246,695,3543,1,1e-07,0.025,0
246,695,18143,1,0.0160349,0.018,0.0002886
246,695,258,1.5,0,0.026,0
246,695,3543,1.5,1e-07,0.025,0
246,695,18143,1.5,0.0240524,0.018,0.0004329
247,695,258,0.5,0,0.036,0
247,695,3543,0.5,0,0.035,0
247,695,18143,0.5,0.0048341,0.025,0.0001209
247,695,258,1,0,0.036,0
247,695,3543,1,0,0.035,0
247,695,18143,1,0.0096683,0.025,0.0002417
247,695,258,1.5,0,0.036,0
247,695,3543,1.5,0,0.035,0
247,695,18143,1.5,0.0145024,0.025,0.0003626
249,695,258,0.5,0,0.052,0
249,695,3543,0.5,0.0195744,0.051,0.0009983
249,695,18143,0.5,0.1618728,0.036,0.0058274
249,695,258,1,0,0.052,0
249,695,3543,1,0.0391488,0.051,0.0019966
249,695,18143,1,0.3237456,0.036,0.0116548
249,695,258,1.5,0,0.052,0
249,695,3543,1.5,0.0587232,0.051,0.0029949
249,695,18143,1.5,0.4856185,0.036,0.0174823
392,695,258,0.5,0,0.138,0
392,695,3543,0.5,0.0085872,0.136,0.0011679
392,695,18143,0.5,0.1306398,0.095,0.0124108
392,695,258,1,0,0.138,0
392,695,3543,1,0.0171743,0.136,0.0023357
392,695,18143,1,0.2612797,0.095,0.0248216
392,695,258,1.5,0,0.138,0
392,695,3543,1.5,0.0257615,0.136,0.0035036
392,695,18143,1.5,0.3919195,0.095,0.0372324
393,695,258,0.5,0,0.048,0
393,695,3543,0.5,0.0174977,0.047,0.0008224
393,695,18143,0.5,0.1571368,0.033,0.0051855
393,695,258,1,0,0.048,0
393,695,3543,1,0.0349953,0.047,0.0016448
393,695,18143,1,0.3142737,0.033,0.010371
393,695,258,1.5,0,0.048,0
393,695,3543,1.5,0.052493,0.047,0.0024672
393,695,18143,1.5,0.4714105,0.033,0.0155565
394,695,258,0.5,0,0.062,0
394,695,3543,0.5,0.017244,0.061,0.0010519
394,695,18143,0.5,0.1565324,0.043,0.0067309
394,695,258,1,0,0.062,0
394,695,3543,1,0.034488,0.061,0.0021038
394,695,18143,1,0.3130648,0.043,0.0134618
394,695,258,1.5,0,0.062,0
394,695,3543,1.5,0.051732,0.061,0.0031557
394,695,18143,1.5,0.4695971,0.043,0.0201927
468,695,258,0.5,0,0.017,0
468,695,3543,0.5,0,0.017,0
468,695,18143,0.5,0.0041256,0.012,4.95e-05
468,695,258,1,0,0.017,0
468,695,3543,1,0,0.017,0
468,695,18143,1,0.0082511,0.012,9.9e-05
468,695,258,1.5,0,0.017,0
468,695,3543,1.5,0,0.017,0
468,695,18143,1.5,0.0123767,0.012,0.0001485
469,695,258,0.5,0,0.056,0
469,695,3543,0.5,0,0.055,0
469,695,18143,0.5,0.0031329,0.039,0.0001222
469,695,258,1,0,0.056,0
469,695,3543,1,0,0.055,0
469,695,18143,1,0.0062657,0.039,0.0002444
469,695,258,1.5,0,0.056,0
469,695,3543,1.5,0,0.055,0
469,695,18143,1.5,0.0093986,0.039,0.0003665
242,695,3543,0.5,0.0086332,0.015,0.0001295
242,695,3543,1,0.0172665,0.015,0.000259
242,695,3543,1.5,0.0258997,0.015,0.0003885
96,695,18143,0.5,0.0002255,0.038,8.6e-06
96,695,18143,1,0.0004511,0.038,1.71e-05
96,695,18143,1.5,0.0006766,0.038,2.57e-05
115,695,18143,0.5,0.0023081,0.042,9.69e-05
115,695,18143,1,0.0046162,0.042,0.0001939
115,695,18143,1.5,0.0069242,0.042,0.0002908
239,695,18143,0.5,0.0053108,0.033,0.0001753
239,695,18143,1,0.0106216,0.033,0.0003505
239,695,18143,1.5,0.0159325,0.033,0.0005258
245,695,18143,0.5,0.0052587,0.015,7.89e-05
245,695,18143,1,0.0105174,0.015,0.0001578
245,695,18143,1.5,0.0157762,0.015,0.0002366
251,695,18143,0.5,2e-07,0.028,0
251,695,18143,1,4e-07,0.028,0
251,695,18143,1.5,6e-07,0.028,0
252,695,18143,0.5,0.0079575,0.021,0.0001671
252,695,18143,1,0.015915,0.021,0.0003342
252,695,18143,1.5,0.0238726,0.021,0.0005013
253,695,18143,0.5,0.0202822,0.015,0.0003042
253,695,18143,1,0.0405644,0.015,0.0006085
253,695,18143,1.5,0.0608466,0.015,0.0009127
388,695,18143,0.5,0.0051103,0.021,0.0001073
388,695,18143,1,0.0102205,0.021,0.0002146
388,695,18143,1.5,0.0153308,0.021,0.0003219
390,695,18143,0.5,0.0246562,0.026,0.0006411
390,695,18143,1,0.0493125,0.026,0.0012821
390,695,18143,1.5,0.0739687,0.026,0.0019232
391,695,18143,0.5,0.0426405,0.039,0.001663
391,695,18143,1,0.085281,0.039,0.003326
391,695,18143,1.5,0.1279215,0.039,0.0049889
474,695,18143,0.5,0.0381936,0.02,0.0007639
474,695,18143,1,0.0763872,0.02,0.0015277
474,695,18143,1.5,0.1145807,0.02,0.0022916
475,695,18143,0.5,0.0352618,0.013,0.0004584
475,695,18143,1,0.0705236,0.013,0.0009168
475,695,18143,1.5,0.1057853,0.013,0.0013752
99,696,258,0.5,0,0.042,0
99,696,3543,0.5,0,0.036,0
99,696,18143,0.5,0.0008911,0.024,2.14e-05
99,696,258,1,0,0.042,0
99,696,3543,1,0,0.036,0
99,696,18143,1,0.0017822,0.024,4.28e-05
99,696,258,1.5,0,0.042,0
99,696,3543,1.5,0,0.036,0
99,696,18143,1.5,0.0026732,0.024,6.42e-05
240,696,258,0.5,0,0.403,0
240,696,3543,0.5,0.0007052,0.348,0.0002454
240,696,18143,0.5,0.0708111,0.229,0.0162157
240,696,258,1,0,0.403,0
240,696,3543,1,0.0014104,0.348,0.0004908
240,696,18143,1,0.1416222,0.229,0.0324315
240,696,258,1.5,0,0.403,0
240,696,3543,1.5,0.0021156,0.348,0.0007362
240,696,18143,1.5,0.2124333,0.229,0.0486472
241,696,258,0.5,0,0.027,0
241,696,3543,0.5,0.0142642,0.023,0.0003281
241,696,18143,0.5,0.1489265,0.015,0.0022339
241,696,258,1,0,0.027,0
241,696,3543,1,0.0285283,0.023,0.0006562
241,696,18143,1,0.2978531,0.015,0.0044678
241,696,258,1.5,0,0.027,0
241,696,3543,1.5,0.0427925,0.023,0.0009842
241,696,18143,1.5,0.4467796,0.015,0.0067017
246,696,258,0.5,0,0.038,0
246,696,3543,0.5,0.0006619,0.033,2.18e-05
246,696,18143,0.5,0.0697574,0.022,0.0015347
246,696,258,1,0,0.038,0
246,696,3543,1,0.0013238,0.033,4.37e-05
246,696,18143,1,0.1395147,0.022,0.0030693
246,696,258,1.5,0,0.038,0
246,696,3543,1.5,0.0019857,0.033,6.55e-05
246,696,18143,1.5,0.2092721,0.022,0.004604
247,696,258,0.5,0,0.056,0
247,696,3543,0.5,0.0004581,0.048,2.2e-05
247,696,18143,0.5,0.0639612,0.032,0.0020468
247,696,258,1,0,0.056,0
247,696,3543,1,0.0009163,0.048,4.4e-05
247,696,18143,1,0.1279224,0.032,0.0040935
247,696,258,1.5,0,0.056,0
247,696,3543,1.5,0.0013744,0.048,6.6e-05
247,696,18143,1.5,0.1918836,0.032,0.0061403
248,696,258,0.5,0,0.014,0
248,696,3543,0.5,0.0001543,0.012,1.9e-06
248,696,258,1,0,0.014,0
248,696,3543,1,0.0003087,0.012,3.7e-06
248,696,258,1.5,0,0.014,0
248,696,3543,1.5,0.000463,0.012,5.6e-06
249,696,258,0.5,0,0.042,0
249,696,3543,0.5,0.0088461,0.036,0.0003185
249,696,18143,0.5,0.1316339,0.024,0.0031592
249,696,258,1,0,0.042,0
249,696,3543,1,0.0176921,0.036,0.0006369
249,696,18143,1,0.2632678,0.024,0.0063184
249,696,258,1.5,0,0.042,0
249,696,3543,1.5,0.0265382,0.036,0.0009554
249,696,18143,1.5,0.3949018,0.024,0.0094776
392,696,258,0.5,0,0.195,0
392,696,3543,0.5,0,0.169,0
392,696,18143,0.5,0.0029149,0.111,0.0003236
392,696,258,1,0,0.195,0
392,696,3543,1,0,0.169,0
392,696,18143,1,0.0058299,0.111,0.0006471
392,696,258,1.5,0,0.195,0
392,696,3543,1.5,0,0.169,0
392,696,18143,1.5,0.0087448,0.111,0.0009707
393,696,258,0.5,0,0.065,0
393,696,3543,0.5,3e-06,0.056,2e-07
393,696,18143,0.5,0.0204717,0.037,0.0007575
393,696,258,1,0,0.065,0
393,696,3543,1,6e-06,0.056,3e-07
393,696,18143,1,0.0409435,0.037,0.0015149
393,696,258,1.5,0,0.065,0
393,696,3543,1.5,9e-06,0.056,5e-07
393,696,18143,1.5,0.0614152,0.037,0.0022724
394,696,258,0.5,0,0.077,0
394,696,3543,0.5,2.74e-05,0.066,1.8e-06
394,696,18143,0.5,0.0335039,0.044,0.0014742
394,696,258,1,0,0.077,0
394,696,3543,1,5.47e-05,0.066,3.6e-06
394,696,18143,1,0.0670077,0.044,0.0029483
394,696,258,1.5,0,0.077,0
394,696,3543,1.5,8.21e-05,0.066,5.4e-06
394,696,18143,1.5,0.1005116,0.044,0.0044225
474,696,258,0.5,0,0.043,0
474,696,3543,0.5,0,0.037,0
474,696,18143,0.5,3.34e-05,0.024,8e-07
474,696,258,1,0,0.043,0
474,696,3543,1,0,0.037,0
474,696,18143,1,6.68e-05,0.024,1.6e-06
474,696,258,1.5,0,0.043,0
474,696,3543,1.5,0,0.037,0
474,696,18143,1.5,0.0001003,0.024,2.4e-06
242,696,3543,0.5,0.0058653,0.011,6.45e-05
242,696,3543,1,0.0117307,0.011,0.000129
242,696,3543,1.5,0.017596,0.011,0.0001936
244,696,3543,0.5,0.0002174,0.124,2.7e-05
244,696,18143,0.5,0.053754,0.118,0.006343
244,696,3543,1,0.0004348,0.124,5.39e-05
244,696,18143,1,0.1075081,0.118,0.012686
244,696,3543,1.5,0.0006522,0.124,8.09e-05
244,696,18143,1.5,0.1612621,0.118,0.0190289
95,696,18143,0.5,0.0022534,0.043,9.69e-05
95,696,18143,1,0.0045068,0.043,0.0001938
95,696,18143,1.5,0.0067602,0.043,0.0002907
96,696,18143,0.5,0.0030301,0.045,0.0001364
96,696,18143,1,0.0060603,0.045,0.0002727
96,696,18143,1.5,0.0090904,0.045,0.0004091
115,696,18143,0.5,0.0055898,0.032,0.0001789
115,696,18143,1,0.0111797,0.032,0.0003577
115,696,18143,1.5,0.0167695,0.032,0.0005366
239,696,18143,0.5,0.0051536,0.031,0.0001598
239,696,18143,1,0.0103072,0.031,0.0003195
239,696,18143,1.5,0.0154608,0.031,0.0004793
245,696,18143,0.5,0.0015862,0.014,2.22e-05
245,696,18143,1,0.0031725,0.014,4.44e-05
245,696,18143,1.5,0.0047587,0.014,6.66e-05
251,696,18143,0.5,0.0001032,0.024,2.5e-06
251,696,18143,1,0.0002065,0.024,5e-06
251,696,18143,1.5,0.0003097,0.024,7.4e-06
252,696,18143,0.5,0.0094041,0.015,0.0001411
252,696,18143,1,0.0188082,0.015,0.0002821
252,696,18143,1.5,0.0282123,0.015,0.0004232
253,696,18143,0.5,0.0139938,0.011,0.0001539
253,696,18143,1,0.0279875,0.011,0.0003079
253,696,18143,1.5,0.0419813,0.011,0.0004618
388,696,18143,0.5,0.000251,0.022,5.5e-06
388,696,18143,1,0.000502,0.022,1.1e-05
388,696,18143,1.5,0.0007531,0.022,1.66e-05
390,696,18143,0.5,0.000426,0.027,1.15e-05
390,696,18143,1,0.0008519,0.027,2.3e-05
390,696,18143,1.5,0.0012779,0.027,3.45e-05
391,696,18143,0.5,0.0002176,0.043,9.4e-06
391,696,18143,1,0.0004352,0.043,1.87e-05
391,696,18143,1.5,0.0006527,0.043,2.81e-05
475,696,18143,0.5,1.54e-05,0.015,2e-07
475,696,18143,1,3.09e-05,0.015,5e-07
475,696,18143,1.5,4.63e-05,0.015,7e-07
96,697,258,0.5,0,0.232,0
96,697,3543,0.5,0,0.161,0
96,697,18143,0.5,0.0021261,0.09,0.0001914
96,697,258,1,0,0.232,0
96,697,3543,1,0,0.161,0
96,697,18143,1,0.0042523,0.09,0.0003827
96,697,258,1.5,0,0.232,0
96,697,3543,1.5,0,0.161,0
96,697,18143,1.5,0.0063784,0.09,0.0005741
99,697,258,0.5,0,0.166,0
99,697,3543,0.5,0,0.115,0
99,697,18143,0.5,9.79e-05,0.064,6.3e-06
99,697,258,1,0,0.166,0
99,697,3543,1,0,0.115,0
99,697,18143,1,0.0001957,0.064,1.25e-05
99,697,258,1.5,0,0.166,0
99,697,3543,1.5,0,0.115,0
99,697,18143,1.5,0.0002936,0.064,1.88e-05
101,697,258,0.5,0,0.057,0
101,697,3543,0.5,0,0.04,0
101,697,18143,0.5,1.3e-06,0.022,0
101,697,258,1,0,0.057,0
101,697,3543,1,0,0.04,0
101,697,18143,1,2.7e-06,0.022,1e-07
101,697,258,1.5,0,0.057,0
101,697,3543,1.5,0,0.04,0
101,697,18143,1.5,4e-06,0.022,1e-07
246,697,258,0.5,0,0.048,0
246,697,3543,0.5,0.0008572,0.033,2.83e-05
246,697,18143,0.5,0.0741707,0.018,0.0013351
246,697,258,1,0,0.048,0
246,697,3543,1,0.0017144,0.033,5.66e-05
246,697,18143,1,0.1483413,0.018,0.0026701
246,697,258,1.5,0,0.048,0
246,697,3543,1.5,0.0025715,0.033,8.49e-05
246,697,18143,1.5,0.222512,0.018,0.0040052
248,697,258,0.5,0,0.023,0
248,697,3543,0.5,0.0023079,0.016,3.69e-05
248,697,258,1,0,0.023,0
248,697,3543,1,0.0046157,0.016,7.39e-05
248,697,258,1.5,0,0.023,0
248,697,3543,1.5,0.0069236,0.016,0.0001108
328,697,258,0.5,0,0.018,0
328,697,3543,0.5,0,0.013,0
328,697,258,1,0,0.018,0
328,697,3543,1,1e-07,0.013,0
328,697,258,1.5,0,0.018,0
328,697,3543,1.5,1e-07,0.013,0
392,697,258,0.5,0,0.26,0
392,697,3543,0.5,0.0001975,0.181,3.57e-05
392,697,18143,0.5,0.0525715,0.1,0.0052571
392,697,258,1,0,0.26,0
392,697,3543,1,0.000395,0.181,7.15e-05
392,697,18143,1,0.1051429,0.1,0.0105143
392,697,258,1.5,0,0.26,0
392,697,3543,1.5,0.0005925,0.181,0.0001072
392,697,18143,1.5,0.1577144,0.1,0.0157714
393,697,258,0.5,0,0.056,0
393,697,3543,0.5,0.0003801,0.039,1.48e-05
393,697,18143,0.5,0.0612198,0.022,0.0013468
393,697,258,1,0,0.056,0
393,697,3543,1,0.0007601,0.039,2.96e-05
393,697,18143,1,0.1224396,0.022,0.0026937
393,697,258,1.5,0,0.056,0
393,697,3543,1.5,0.0011402,0.039,4.45e-05
393,697,18143,1.5,0.1836594,0.022,0.0040405
394,697,258,0.5,0,0.058,0
394,697,3543,0.5,0.0002134,0.04,8.5e-06
394,697,18143,0.5,0.0535241,0.022,0.0011775
394,697,258,1,0,0.058,0
394,697,3543,1,0.0004268,0.04,1.71e-05
394,697,18143,1,0.1070483,0.022,0.0023551
394,697,258,1.5,0,0.058,0
394,697,3543,1.5,0.0006403,0.04,2.56e-05
394,697,18143,1.5,0.1605724,0.022,0.0035326
474,697,258,0.5,0,0.082,0
474,697,3543,0.5,0.0003016,0.057,1.72e-05
474,697,18143,0.5,0.0580022,0.031,0.0017981
474,697,258,1,0,0.082,0
474,697,3543,1,0.0006032,0.057,3.44e-05
474,697,18143,1,0.1160045,0.031,0.0035961
474,697,258,1.5,0,0.082,0
474,697,3543,1.5,0.0009048,0.057,5.16e-05
474,697,18143,1.5,0.1740067,0.031,0.0053942
97,697,3543,0.5,0,0.032,0
97,697,18143,0.5,0.0008177,0.018,1.47e-05
97,697,3543,1,0,0.032,0
97,697,18143,1,0.0016355,0.018,2.94e-05
97,697,3543,1.5,0,0.032,0
97,697,18143,1.5,0.0024532,0.018,4.42e-05
98,697,3543,0.5,0,0.041,0
98,697,18143,0.5,0.0008427,0.023,1.94e-05
98,697,3543,1,0,0.041,0
98,697,18143,1,0.0016854,0.023,3.88e-05
98,697,3543,1.5,0,0.041,0
98,697,18143,1.5,0.0025281,0.023,5.81e-05
244,697,3543,0.5,0.0007466,0.103,7.69e-05
244,697,18143,0.5,0.0717765,0.099,0.0071059
244,697,3543,1,0.0014933,0.103,0.0001538
244,697,18143,1,0.1435531,0.099,0.0142118
244,697,3543,1.5,0.0022399,0.103,0.0002307
244,697,18143,1.5,0.2153296,0.099,0.0213176
247,697,3543,0.5,0.0014795,0.056,8.29e-05
247,697,18143,0.5,0.0845289,0.031,0.0026204
247,697,3543,1,0.002959,0.056,0.0001657
247,697,18143,1,0.1690578,0.031,0.0052408
247,697,3543,1.5,0.0044384,0.056,0.0002486
247,697,18143,1.5,0.2535867,0.031,0.0078612
391,697,3543,0.5,1e-07,0.02,0
391,697,18143,0.5,0.0088276,0.047,0.0004149
391,697,3543,1,1e-07,0.02,0
391,697,18143,1,0.0176551,0.047,0.0008298
391,697,3543,1.5,2e-07,0.02,0
391,697,18143,1.5,0.0264827,0.047,0.0012447
473,697,3543,0.5,2.85e-05,0.019,5e-07
473,697,3543,1,5.69e-05,0.019,1.1e-06
473,697,3543,1.5,8.54e-05,0.019,1.6e-06
475,697,3543,0.5,1.51e-05,0.034,5e-07
475,697,18143,0.5,0.0293073,0.019,0.0005568
475,697,3543,1,3.01e-05,0.034,1e-06
475,697,18143,1,0.0586146,0.019,0.0011137
475,697,3543,1.5,4.52e-05,0.034,1.5e-06
475,697,18143,1.5,0.0879219,0.019,0.0016705
95,697,18143,0.5,0.0010032,0.078,7.82e-05
95,697,18143,1,0.0020064,0.078,0.0001565
95,697,18143,1.5,0.0030095,0.078,0.0002347
100,697,18143,0.5,1e-05,0.029,3e-07
100,697,18143,1,2e-05,0.029,6e-07
100,697,18143,1.5,3e-05,0.029,9e-07
102,697,18143,0.5,1e-07,0.063,0
102,697,18143,1,2e-07,0.063,0
102,697,18143,1.5,3e-07,0.063,0
104,697,18143,0.5,0,0.03,0
104,697,18143,1,0,0.03,0
104,697,18143,1.5,0,0.03,0
165,697,18143,0.5,0.0158919,0.017,0.0002702
165,697,18143,1,0.0317838,0.017,0.0005403
165,697,18143,1.5,0.0476757,0.017,0.0008105
240,697,18143,0.5,0.0546074,0.136,0.0074266
240,697,18143,1,0.1092148,0.136,0.0148532
240,697,18143,1.5,0.1638221,0.136,0.0222798
245,697,18143,0.5,0.0043889,0.012,5.27e-05
245,697,18143,1,0.0087778,0.012,0.0001053
245,697,18143,1.5,0.0131667,0.012,0.000158
390,697,18143,0.5,0.0019484,0.028,5.46e-05
390,697,18143,1,0.0038968,0.028,0.0001091
390,697,18143,1.5,0.0058452,0.028,0.0001637
96,698,258,0.5,0,0.284,0
96,698,3543,0.5,0.000306,0.284,8.69e-05
96,698,18143,0.5,0.0581976,0.102,0.0059362
96,698,258,1,0,0.284,0
96,698,3543,1,0.000612,0.284,0.0001738
96,698,18143,1,0.1163952,0.102,0.0118723
96,698,258,1.5,0,0.284,0
96,698,3543,1.5,0.000918,0.284,0.0002607
96,698,18143,1.5,0.1745928,0.102,0.0178085
98,698,258,0.5,0,0.085,0
98,698,3543,0.5,0.0002301,0.085,1.96e-05
98,698,18143,0.5,0.0544663,0.031,0.0016885
98,698,258,1,0,0.085,0
98,698,3543,1,0.0004602,0.085,3.91e-05
98,698,18143,1,0.1089326,0.031,0.0033769
98,698,258,1.5,0,0.085,0
98,698,3543,1.5,0.0006903,0.085,5.87e-05
98,698,18143,1.5,0.163399,0.031,0.0050654
99,698,258,0.5,0,0.257,0
99,698,3543,0.5,9.26e-05,0.257,2.38e-05
99,698,18143,0.5,0.0441652,0.092,0.0040632
99,698,258,1,0,0.257,0
99,698,3543,1,0.0001851,0.257,4.76e-05
99,698,18143,1,0.0883303,0.092,0.0081264
99,698,258,1.5,0,0.257,0
99,698,3543,1.5,0.0002777,0.257,7.14e-05
99,698,18143,1.5,0.1324955,0.092,0.0121896
100,698,258,0.5,0,0.12,0
100,698,3543,0.5,9.6e-06,0.12,1.2e-06
100,698,18143,0.5,0.0265288,0.043,0.0011407
100,698,258,1,0,0.12,0
100,698,3543,1,1.93e-05,0.12,2.3e-06
100,698,18143,1,0.0530575,0.043,0.0022815
100,698,258,1.5,0,0.12,0
100,698,3543,1.5,2.89e-05,0.12,3.5e-06
100,698,18143,1.5,0.0795863,0.043,0.0034222
101,698,258,0.5,0,0.09,0
101,698,3543,0.5,5.6e-06,0.09,5e-07
101,698,18143,0.5,0.0235045,0.032,0.0007521
101,698,258,1,0,0.09,0
101,698,3543,1,1.12e-05,0.09,1e-06
101,698,18143,1,0.0470091,0.032,0.0015043
101,698,258,1.5,0,0.09,0
101,698,3543,1.5,1.68e-05,0.09,1.5e-06
101,698,18143,1.5,0.0705136,0.032,0.0022564
248,698,258,0.5,0,0.018,0
248,698,3543,0.5,0,0.018,0
248,698,258,1,0,0.018,0
248,698,3543,1,0,0.018,0
248,698,258,1.5,0,0.018,0
248,698,3543,1.5,0,0.018,0
328,698,258,0.5,0,0.026,0
328,698,3543,0.5,0,0.026,0
328,698,258,1,0,0.026,0
328,698,3543,1,0,0.026,0
328,698,258,1.5,0,0.026,0
328,698,3543,1.5,0,0.026,0
393,698,258,0.5,0,0.043,0
393,698,3543,0.5,0,0.043,0
393,698,18143,0.5,0.005148,0.016,8.24e-05
393,698,258,1,0,0.043,0
393,698,3543,1,0,0.043,0
393,698,18143,1,0.010296,0.016,0.0001647
393,698,258,1.5,0,0.043,0
393,698,3543,1.5,0,0.043,0
393,698,18143,1.5,0.0154439,0.016,0.0002471
474,698,258,0.5,0,0.076,0
474,698,3543,0.5,0,0.076,0
474,698,18143,0.5,0.0001586,0.027,4.3e-06
474,698,258,1,0,0.076,0
474,698,3543,1,0,0.076,0
474,698,18143,1,0.0003172,0.027,8.6e-06
474,698,258,1.5,0,0.076,0
474,698,3543,1.5,0,0.076,0
474,698,18143,1.5,0.0004758,0.027,1.28e-05
95,698,18143,0.5,0.0110069,0.056,0.0006164
95,698,18143,1,0.0220137,0.056,0.0012328
95,698,18143,1.5,0.0330206,0.056,0.0018492
97,698,18143,0.5,0.0492423,0.023,0.0011326
97,698,18143,1,0.0984847,0.023,0.0022651
97,698,18143,1.5,0.147727,0.023,0.0033977
102,698,18143,0.5,0.0128205,0.088,0.0011282
102,698,18143,1,0.0256409,0.088,0.0022564
102,698,18143,1.5,0.0384614,0.088,0.0033846
104,698,18143,0.5,0.0040492,0.039,0.0001579
104,698,18143,1,0.0080983,0.039,0.0003158
104,698,18143,1.5,0.0121475,0.039,0.0004738
165,698,18143,0.5,0.00052,0.022,1.14e-05
165,698,18143,1,0.0010401,0.022,2.29e-05
165,698,18143,1.5,0.0015601,0.022,3.43e-05
240,698,18143,0.5,0.0093749,0.108,0.0010125
240,698,18143,1,0.0187498,0.108,0.002025
240,698,18143,1.5,0.0281247,0.108,0.0030375
244,698,18143,0.5,0.0065991,0.08,0.0005279
244,698,18143,1,0.0131983,0.08,0.0010559
244,698,18143,1.5,0.0197974,0.08,0.0015838
245,698,18143,0.5,0.0001042,0.011,1.1e-06
245,698,18143,1,0.0002084,0.011,2.3e-06
245,698,18143,1.5,0.0003126,0.011,3.4e-06
246,698,18143,0.5,0.0012584,0.014,1.76e-05
246,698,18143,1,0.0025168,0.014,3.52e-05
246,698,18143,1.5,0.0037752,0.014,5.29e-05
247,698,18143,0.5,0.0006828,0.023,1.57e-05
247,698,18143,1,0.0013656,0.023,3.14e-05
247,698,18143,1.5,0.0020484,0.023,4.71e-05
323,698,18143,0.5,0.0024438,0.014,3.42e-05
323,698,18143,1,0.0048876,0.014,6.84e-05
323,698,18143,1.5,0.0073313,0.014,0.0001026
390,698,18143,0.5,1e-07,0.025,0
390,698,18143,1,2e-07,0.025,0
390,698,18143,1.5,3e-07,0.025,0
391,698,18143,0.5,3.02e-05,0.041,1.2e-06
391,698,18143,1,6.04e-05,0.041,2.5e-06
391,698,18143,1.5,9.06e-05,0.041,3.7e-06
392,698,18143,0.5,0.0013834,0.079,0.0001093
392,698,18143,1,0.0027668,0.079,0.0002186
392,698,18143,1.5,0.0041502,0.079,0.0003279
394,698,18143,0.5,0.0044986,0.016,7.2e-05
394,698,18143,1,0.0089972,0.016,0.000144
394,698,18143,1.5,0.0134959,0.016,0.0002159
475,698,18143,0.5,7.1e-06,0.017,1e-07
475,698,18143,1,1.42e-05,0.017,2e-07
475,698,18143,1.5,2.12e-05,0.017,4e-07
96,699,258,0.5,0,0.177,0
96,699,3543,0.5,0.0018312,0.177,0.0003241
96,699,18143,0.5,0.0890022,0.094,0.0083662
96,699,258,1,0,0.177,0
96,699,3543,1,0.0036624,0.177,0.0006483
96,699,18143,1,0.1780044,0.094,0.0167324
96,699,258,1.5,0,0.177,0
96,699,3543,1.5,0.0054937,0.177,0.0009724
96,699,18143,1.5,0.2670065,0.094,0.0250986
98,699,258,0.5,0,0.065,0
98,699,3543,0.5,0.0075012,0.065,0.0004876
98,699,18143,0.5,0.1262193,0.034,0.0042915
98,699,258,1,0,0.065,0
98,699,3543,1,0.0150024,0.065,0.0009752
98,699,18143,1,0.2524386,0.034,0.0085829
98,699,258,1.5,0,0.065,0
98,699,3543,1.5,0.0225036,0.065,0.0014627
98,699,18143,1.5,0.3786579,0.034,0.0128744
99,699,258,0.5,0,0.221,0
99,699,3543,0.5,0.0085125,0.221,0.0018813
99,699,18143,0.5,0.130349,0.117,0.0152508
99,699,258,1,0,0.221,0
99,699,3543,1,0.0170251,0.221,0.0037625
99,699,18143,1,0.2606981,0.117,0.0305017
99,699,258,1.5,0,0.221,0
99,699,3543,1.5,0.0255376,0.221,0.0056438
99,699,18143,1.5,0.3910471,0.117,0.0457525
100,699,258,0.5,0,0.112,0
100,699,3543,0.5,0.0042938,0.112,0.0004809
100,699,18143,0.5,0.1097113,0.059,0.006473
100,699,258,1,0,0.112,0
100,699,3543,1,0.0085875,0.112,0.0009618
100,699,18143,1,0.2194225,0.059,0.0129459
100,699,258,1.5,0,0.112,0
100,699,3543,1.5,0.0128813,0.112,0.0014427
100,699,18143,1.5,0.3291338,0.059,0.0194189
101,699,258,0.5,0,0.083,0
101,699,3543,0.5,0.0032628,0.083,0.0002708
101,699,18143,0.5,0.1024997,0.044,0.00451
101,699,258,1,0,0.083,0
101,699,3543,1,0.0065257,0.083,0.0005416
101,699,18143,1,0.2049993,0.044,0.00902
101,699,258,1.5,0,0.083,0
101,699,3543,1.5,0.0097885,0.083,0.0008124
101,699,18143,1.5,0.307499,0.044,0.01353
102,699,258,0.5,0,0.215,0
