"SegNum","WellNum","time_days","pump_factor","Qs","frac_depletion","depletion_m3d"
82,243,3543,1,3e-07,0.022,0
82,243,18143,1,0.021475,0.028,0.0006013
82,243,3543,1.5,5e-07,0.022,0
82,243,18143,1.5,0.0322124,0.028,0.0009019
87,243,3543,0.5,0.0107791,0.058,0.0006252
87,243,18143,0.5,0.1384856,0.062,0.0085861
87,243,3543,1,0.0215582,0.058,0.0012504
87,243,18143,1,0.2769713,0.062,0.0171722
87,243,3543,1.5,0.0323373,0.058,0.0018756
87,243,18143,1.5,0.4154569,0.062,0.0257583
84,243,18143,0.5,0.0084598,0.019,0.0001607
84,243,18143,1,0.0169196,0.019,0.0003215
84,243,18143,1.5,0.0253795,0.019,0.0004822
86,244,258,0.5,0.014087,0.353,0.0049727
86,244,3543,0.5,0.2567077,0.329,0.0844568
86,244,18143,0.5,0.344147,0.328,0.1128802
86,244,258,1,0.028174,0.353,0.0099454
86,244,3543,1,0.5134154,0.329,0.1689137
86,244,18143,1,0.6882939,0.328,0.2257604
86,244,258,1.5,0.042261,0.353,0.0149181
86,244,3543,1.5,0.7701231,0.329,0.2533705
86,244,18143,1.5,1.0324409,0.328,0.3386406
87,244,258,0.5,0.000125,0.076,9.5e-06
87,244,3543,0.5,0.1645127,0.071,0.0116804
87,244,18143,0.5,0.3000634,0.071,0.0213045
87,244,258,1,0.0002499,0.076,1.9e-05
87,244,3543,1,0.3290253,0.071,0.0233608
87,244,18143,1,0.6001268,0.071,0.042609
87,244,258,1.5,0.0003749,0.076,2.85e-05
87,244,3543,1.5,0.493538,0.071,0.0350412
87,244,18143,1.5,0.9001903,0.071,0.0639135
215,244,258,0.5,0,0.014,0
215,244,3543,0.5,0.0294521,0.013,0.0003829
215,244,18143,0.5,0.1806663,0.013,0.0023487
215,244,258,1,0,0.014,0
215,244,3543,1,0.0589043,0.013,0.0007658
215,244,18143,1,0.3613326,0.013,0.0046973
215,244,258,1.5,0,0.014,0
215,244,3543,1.5,0.0883564,0.013,0.0011486
215,244,18143,1.5,0.5419989,0.013,0.007046
216,244,258,0.5,0.070982,0.557,0.039537
216,244,3543,0.5,0.3010235,0.518,0.1559302
216,244,18143,0.5,0.3638149,0.517,0.1880923
216,244,258,1,0.1419639,0.557,0.0790739
216,244,3543,1,0.602047,0.518,0.3118603
216,244,18143,1,0.7276299,0.517,0.3761846
216,244,258,1.5,0.2129459,0.557,0.1186109
216,244,3543,1.5,0.9030704,0.518,0.4677905
216,244,18143,1.5,1.0914448,0.517,0.564277
85,244,3543,0.5,0.0652246,0.069,0.0045005
85,244,18143,0.5,0.2258106,0.071,0.0160326
85,244,3543,1,0.1304491,0.069,0.009001
85,244,18143,1,0.4516212,0.071,0.0320651
85,244,3543,1.5,0.1956737,0.069,0.0135015
85,244,18143,1.5,0.6774319,0.071,0.0480977
86,245,258,0.5,0.0003431,0.066,2.26e-05
86,245,3543,0.5,0.1828668,0.176,0.0321846
86,245,18143,0.5,0.3108154,0.162,0.0503521
86,245,258,1,0.0006861,0.066,4.53e-05
86,245,3543,1,0.3657337,0.176,0.0643691
86,245,18143,1,0.6216307,0.162,0.1007042
86,245,258,1.5,0.0010292,0.066,6.79e-05
86,245,3543,1.5,0.5486005,0.176,0.0965537
86,245,18143,1.5,0.9324461,0.162,0.1510563
87,245,258,0.5,0.0007891,0.399,0.0003148
87,245,3543,0.5,0.1991827,0.29,0.057763
87,245,18143,0.5,0.3197947,0.266,0.0850654
87,245,258,1,0.0015782,0.399,0.0006297
87,245,3543,1,0.3983655,0.29,0.115526
87,245,18143,1,0.6395893,0.266,0.1701308
87,245,258,1.5,0.0023673,0.399,0.0009445
87,245,3543,1.5,0.5975482,0.29,0.173289
87,245,18143,1.5,0.959384,0.266,0.2551961
89,245,258,0.5,0,0.023,0
89,245,3543,0.5,0.0005323,0.017,9e-06
89,245,18143,0.5,0.066258,0.015,0.0009939
89,245,258,1,0,0.023,0
89,245,3543,1,0.0010645,0.017,1.81e-05
89,245,18143,1,0.1325161,0.015,0.0019877
89,245,258,1.5,0,0.023,0
89,245,3543,1.5,0.0015968,0.017,2.71e-05
89,245,18143,1.5,0.1987741,0.015,0.0029816
186,245,258,0.5,0,0.035,0
186,245,3543,0.5,0.0001185,0.025,3e-06
186,245,18143,0.5,0.0467322,0.023,0.0010748
186,245,258,1,0,0.035,0
186,245,3543,1,0.0002369,0.025,5.9e-06
186,245,18143,1,0.0934644,0.023,0.0021497
186,245,258,1.5,0,0.035,0
186,245,3543,1.5,0.0003554,0.025,8.9e-06
186,245,18143,1.5,0.1401966,0.023,0.0032245
216,245,258,0.5,0.0045323,0.477,0.0021619
216,245,3543,0.5,0.2345508,0.346,0.0811546
216,245,18143,0.5,0.3365078,0.318,0.1070095
216,245,258,1,0.0090646,0.477,0.0043238
216,245,3543,1,0.4691016,0.346,0.1623092
216,245,18143,1,0.6730156,0.318,0.214019
216,245,258,1.5,0.0135969,0.477,0.0064857
216,245,3543,1.5,0.7036524,0.346,0.2434637
216,245,18143,1.5,1.0095234,0.318,0.3210284
85,245,3543,0.5,0.0257732,0.132,0.0034021
85,245,18143,0.5,0.1742476,0.14,0.0243947
85,245,3543,1,0.0515463,0.132,0.0068041
85,245,18143,1,0.3484952,0.14,0.0487893
85,245,3543,1.5,0.0773195,0.132,0.0102062
85,245,18143,1.5,0.5227428,0.14,0.073184
215,245,3543,0.5,0.0464793,0.014,0.0006507
215,245,18143,0.5,0.2049773,0.013,0.0026647
215,245,3543,1,0.0929585,0.014,0.0013014
215,245,18143,1,0.4099545,0.013,0.0053294
215,245,3543,1.5,0.1394378,0.014,0.0019521
215,245,18143,1.5,0.6149318,0.013,0.0079941
82,245,18143,0.5,0.0109377,0.019,0.0002078
82,245,18143,1,0.0218753,0.019,0.0004156
82,245,18143,1.5,0.032813,0.019,0.0006234
84,245,18143,0.5,0.0256259,0.019,0.0004869
84,245,18143,1,0.0512517,0.019,0.0009738
84,245,18143,1.5,0.0768776,0.019,0.0014607
184,245,18143,0.5,3.96e-05,0.012,5e-07
184,245,18143,1,7.92e-05,0.012,1e-06
184,245,18143,1.5,0.0001188,0.012,1.4e-06
226,245,18143,0.5,0.0557245,0.014,0.0007801
226,245,18143,1,0.111449,0.014,0.0015603
226,245,18143,1.5,0.1671734,0.014,0.0023404
87,246,258,0.5,0,0.516,0
87,246,3543,0.5,0.0070037,0.358,0.0025073
87,246,18143,0.5,0.1240423,0.258,0.0320029
87,246,258,1,0,0.516,0
87,246,3543,1,0.0140074,0.358,0.0050146
87,246,18143,1,0.2480846,0.258,0.0640058
87,246,258,1.5,0,0.516,0
87,246,3543,1.5,0.021011,0.358,0.007522
87,246,18143,1.5,0.3721268,0.258,0.0960087
89,246,258,0.5,0,0.078,0
89,246,3543,0.5,1.44e-05,0.054,8e-07
89,246,18143,0.5,0.0290098,0.039,0.0011314
89,246,258,1,0,0.078,0
89,246,3543,1,2.88e-05,0.054,1.6e-06
89,246,18143,1,0.0580197,0.039,0.0022628
89,246,258,1.5,0,0.078,0
89,246,3543,1.5,4.32e-05,0.054,2.3e-06
89,246,18143,1.5,0.0870295,0.039,0.0033942
186,246,258,0.5,0,0.147,0
186,246,3543,0.5,0.0148044,0.102,0.0015101
186,246,18143,0.5,0.1503827,0.073,0.0109779
186,246,258,1,0,0.147,0
186,246,3543,1,0.0296089,0.102,0.0030201
186,246,18143,1,0.3007655,0.073,0.0219559
186,246,258,1.5,0,0.147,0
186,246,3543,1.5,0.0444133,0.102,0.0045302
186,246,18143,1.5,0.4511482,0.073,0.0329338
216,246,258,0.5,0,0.26,0
216,246,3543,0.5,0.0075718,0.18,0.0013629
216,246,18143,0.5,0.1265203,0.13,0.0164476
216,246,258,1,0,0.26,0
216,246,3543,1,0.0151437,0.18,0.0027259
216,246,18143,1,0.2530406,0.13,0.0328953
216,246,258,1.5,0,0.26,0
216,246,3543,1.5,0.0227155,0.18,0.0040888
216,246,18143,1.5,0.379561,0.13,0.0493429
85,246,3543,0.5,9.69e-05,0.166,1.61e-05
85,246,18143,0.5,0.0446293,0.166,0.0074085
85,246,3543,1,0.0001938,0.166,3.22e-05
85,246,18143,1,0.0892585,0.166,0.0148169
85,246,3543,1.5,0.0002907,0.166,4.83e-05
85,246,18143,1.5,0.1338878,0.166,0.0222254
86,246,3543,0.5,0.0054283,0.125,0.0006785
86,246,18143,0.5,0.1163279,0.09,0.0104695
86,246,3543,1,0.0108566,0.125,0.0013571
86,246,18143,1,0.2326558,0.09,0.020939
86,246,3543,1.5,0.0162848,0.125,0.0020356
86,246,18143,1.5,0.3489837,0.09,0.0314085
215,246,3543,0.5,0.0005061,0.015,7.6e-06
215,246,18143,0.5,0.0654754,0.012,0.0007857
215,246,3543,1,0.0010122,0.015,1.52e-05
215,246,18143,1,0.1309507,0.012,0.0015714
215,246,3543,1.5,0.0015182,0.015,2.28e-05
215,246,18143,1.5,0.1964261,0.012,0.0023571
32,246,18143,0.5,0.0121293,0.012,0.0001456
32,246,18143,1,0.0242587,0.012,0.0002911
32,246,18143,1.5,0.036388,0.012,0.0004367
34,246,18143,0.5,0.0147768,0.02,0.0002955
34,246,18143,1,0.0295536,0.02,0.0005911
34,246,18143,1.5,0.0443303,0.02,0.0008866
35,246,18143,0.5,0.0154455,0.014,0.0002162
35,246,18143,1,0.0308911,0.014,0.0004325
35,246,18143,1.5,0.0463366,0.014,0.0006487
36,246,18143,0.5,0.0226099,0.016,0.0003618
36,246,18143,1,0.0452197,0.016,0.0007235
36,246,18143,1.5,0.0678296,0.016,0.0010853
82,246,18143,0.5,0.0001868,0.026,4.9e-06
82,246,18143,1,0.0003735,0.026,9.7e-06
82,246,18143,1.5,0.0005603,0.026,1.46e-05
84,246,18143,0.5,0.001423,0.029,4.13e-05
84,246,18143,1,0.0028459,0.029,8.25e-05
84,246,18143,1.5,0.0042689,0.029,0.0001238
90,246,18143,0.5,0.002008,0.017,3.41e-05
90,246,18143,1,0.0040161,0.017,6.83e-05
90,246,18143,1.5,0.0060241,0.017,0.0001024
92,246,18143,0.5,2.3e-06,0.011,0
92,246,18143,1,4.7e-06,0.011,1e-07
92,246,18143,1.5,7e-06,0.011,1e-07
107,246,18143,0.5,2.22e-05,0.011,2e-07
107,246,18143,1,4.44e-05,0.011,5e-07
107,246,18143,1.5,6.65e-05,0.011,7e-07
184,246,18143,0.5,0.00652,0.028,0.0001826
184,246,18143,1,0.01304,0.028,0.0003651
184,246,18143,1.5,0.01956,0.028,0.0005477
217,246,18143,0.5,2.9e-06,0.025,1e-07
217,246,18143,1,5.8e-06,0.025,1e-07
217,246,18143,1.5,8.8e-06,0.025,2e-07
226,246,18143,0.5,0.0003755,0.024,9e-06
226,246,18143,1,0.0007509,0.024,1.8e-05
226,246,18143,1.5,0.0011264,0.024,2.7e-05
86,247,258,0.5,0,0.088,0
86,247,3543,0.5,0.0049787,0.075,0.0003734
86,247,18143,0.5,0.1138363,0.053,0.0060333
86,247,258,1,0,0.088,0
86,247,3543,1,0.0099573,0.075,0.0007468
86,247,18143,1,0.2276727,0.053,0.0120667
86,247,258,1.5,0,0.088,0
86,247,3543,1.5,0.014936,0.075,0.0011202
86,247,18143,1.5,0.341509,0.053,0.0181
87,247,258,0.5,0,0.312,0
87,247,3543,0.5,0.0098251,0.266,0.0026135
87,247,18143,0.5,0.1352229,0.187,0.0252867
87,247,258,1,0,0.312,0
87,247,3543,1,0.0196502,0.266,0.005227
87,247,18143,1,0.2704457,0.187,0.0505734
87,247,258,1.5,0,0.312,0
87,247,3543,1.5,0.0294754,0.266,0.0078404
87,247,18143,1.5,0.4056686,0.187,0.07586
89,247,258,0.5,0,0.091,0
89,247,3543,0.5,0.0053014,0.078,0.0004135
89,247,18143,0.5,0.1156404,0.055,0.0063602
89,247,258,1,0,0.091,0
89,247,3543,1,0.0106029,0.078,0.000827
89,247,18143,1,0.2312807,0.055,0.0127204
89,247,258,1.5,0,0.091,0
89,247,3543,1.5,0.0159043,0.078,0.0012405
89,247,18143,1.5,0.3469211,0.055,0.0190807
90,247,258,0.5,0,0.041,0
90,247,3543,0.5,5.09e-05,0.035,1.8e-06
90,247,18143,0.5,0.038547,0.025,0.0009637
90,247,258,1,0,0.041,0
90,247,3543,1,0.0001018,0.035,3.6e-06
90,247,18143,1,0.077094,0.025,0.0019274
90,247,258,1.5,0,0.041,0
90,247,3543,1.5,0.0001528,0.035,5.3e-06
90,247,18143,1.5,0.115641,0.025,0.002891
186,247,258,0.5,1.53e-05,0.275,4.2e-06
186,247,3543,0.5,0.1322249,0.234,0.0309406
186,247,18143,0.5,0.2795491,0.165,0.0461256
186,247,258,1,3.05e-05,0.275,8.4e-06
186,247,3543,1,0.2644497,0.234,0.0618812
186,247,18143,1,0.5590982,0.165,0.0922512
186,247,258,1.5,4.58e-05,0.275,1.26e-05
186,247,3543,1.5,0.3966746,0.234,0.0928219
186,247,18143,1.5,0.8386473,0.165,0.1383768
187,247,258,0.5,0,0.011,0
187,247,258,1,0,0.011,0
187,247,258,1.5,0,0.011,0
216,247,258,0.5,0,0.115,0
216,247,3543,0.5,0.0054,0.098,0.0005292
216,247,18143,0.5,0.1161754,0.069,0.0080161
216,247,258,1,0,0.115,0
216,247,3543,1,0.0107999,0.098,0.0010584
216,247,18143,1,0.2323508,0.069,0.0160322
216,247,258,1.5,0,0.115,0
216,247,3543,1.5,0.0161999,0.098,0.0015876
216,247,18143,1.5,0.3485262,0.069,0.0240483
217,247,258,0.5,0,0.066,0
217,247,3543,0.5,1.7e-05,0.056,1e-06
217,247,18143,0.5,0.0301031,0.04,0.0012041
217,247,258,1,0,0.066,0
217,247,3543,1,3.4e-05,0.056,1.9e-06
217,247,18143,1,0.0602062,0.04,0.0024082
217,247,258,1.5,0,0.066,0
217,247,3543,1.5,5.1e-05,0.056,2.9e-06
217,247,18143,1.5,0.0903092,0.04,0.0036124
85,247,3543,0.5,0.0012857,0.132,0.0001697
85,247,18143,0.5,0.081721,0.132,0.0107872
85,247,3543,1,0.0025715,0.132,0.0003394
85,247,18143,1,0.163442,0.132,0.0215743
85,247,3543,1.5,0.0038572,0.132,0.0005092
85,247,18143,1.5,0.2451631,0.132,0.0323615
184,247,3543,0.5,0.0043947,0.027,0.0001187
184,247,18143,0.5,0.1103475,0.041,0.0045242
184,247,3543,1,0.0087894,0.027,0.0002373
184,247,18143,1,0.220695,0.041,0.0090485
184,247,3543,1.5,0.0131842,0.027,0.000356
184,247,18143,1.5,0.3310425,0.041,0.0135727
31,247,18143,0.5,0.0010006,0.013,1.3e-05
31,247,18143,1,0.0020012,0.013,2.6e-05
31,247,18143,1.5,0.0030018,0.013,3.9e-05
32,247,18143,0.5,0.0039118,0.017,6.65e-05
32,247,18143,1,0.0078236,0.017,0.000133
32,247,18143,1.5,0.0117353,0.017,0.0001995
33,247,18143,0.5,0.0063192,0.014,8.85e-05
33,247,18143,1,0.0126384,0.014,0.0001769
33,247,18143,1.5,0.0189576,0.014,0.0002654
34,247,18143,0.5,0.0054324,0.032,0.0001738
34,247,18143,1,0.0108649,0.032,0.0003477
34,247,18143,1.5,0.0162973,0.032,0.0005215
35,247,18143,0.5,0.0014028,0.024,3.37e-05
35,247,18143,1,0.0028056,0.024,6.73e-05
35,247,18143,1.5,0.0042084,0.024,0.000101
36,247,18143,0.5,0.0002469,0.028,6.9e-06
36,247,18143,1,0.0004938,0.028,1.38e-05
36,247,18143,1.5,0.0007406,0.028,2.07e-05
82,247,18143,0.5,0.0112871,0.024,0.0002709
82,247,18143,1,0.0225741,0.024,0.0005418
82,247,18143,1.5,0.0338612,0.024,0.0008127
84,247,18143,0.5,0.0233638,0.028,0.0006542
84,247,18143,1,0.0467277,0.028,0.0013084
84,247,18143,1.5,0.0700915,0.028,0.0019626
92,247,18143,0.5,0.0126995,0.016,0.0002032
92,247,18143,1,0.0253991,0.016,0.0004064
92,247,18143,1.5,0.0380986,0.016,0.0006096
225,247,18143,0.5,0.0277809,0.013,0.0003612
225,247,18143,1,0.0555619,0.013,0.0007223
225,247,18143,1.5,0.0833428,0.013,0.0010835
226,247,18143,0.5,0.0143084,0.025,0.0003577
226,247,18143,1,0.0286169,0.025,0.0007154
226,247,18143,1.5,0.0429253,0.025,0.0010731
36,248,258,0.5,0,0.07,0
36,248,3543,0.5,0.0017659,0.07,0.0001236
36,248,18143,0.5,0.0882224,0.046,0.0040582
36,248,258,1,0,0.07,0
36,248,3543,1,0.0035318,0.07,0.0002472
36,248,18143,1,0.1764448,0.046,0.0081165
36,248,258,1.5,0,0.07,0
36,248,3543,1.5,0.0052977,0.07,0.0003708
36,248,18143,1.5,0.2646672,0.046,0.0121747
87,248,258,0.5,0,0.181,0
87,248,3543,0.5,0.0013078,0.181,0.0002367
87,248,18143,0.5,0.0820561,0.119,0.0097647
87,248,258,1,0,0.181,0
87,248,3543,1,0.0026156,0.181,0.0004734
87,248,18143,1,0.1641121,0.119,0.0195293
87,248,258,1.5,0,0.181,0
87,248,3543,1.5,0.0039234,0.181,0.0007101
87,248,18143,1.5,0.2461682,0.119,0.029294
89,248,258,0.5,0,0.081,0
89,248,3543,0.5,0.0004236,0.081,3.43e-05
89,248,18143,0.5,0.0627956,0.053,0.0033282
89,248,258,1,0,0.081,0
89,248,3543,1,0.0008472,0.081,6.86e-05
89,248,18143,1,0.1255913,0.053,0.0066563
89,248,258,1.5,0,0.081,0
89,248,3543,1.5,0.0012708,0.081,0.0001029
89,248,18143,1.5,0.1883869,0.053,0.0099845
90,248,258,0.5,0,0.042,0
90,248,3543,0.5,3e-07,0.042,0
90,248,18143,0.5,0.0121567,0.028,0.0003404
90,248,258,1,0,0.042,0
90,248,3543,1,5e-07,0.042,0
90,248,18143,1,0.0243134,0.028,0.0006808
90,248,258,1.5,0,0.042,0
90,248,3543,1.5,8e-07,0.042,0
90,248,18143,1.5,0.03647,0.028,0.0010212
186,248,258,0.5,1e-07,0.475,0
186,248,3543,0.5,0.079486,0.475,0.0377558
186,248,18143,0.5,0.2392799,0.311,0.0744161
186,248,258,1,2e-07,0.475,1e-07
186,248,3543,1,0.158972,0.475,0.0755117
186,248,18143,1,0.4785599,0.311,0.1488321
186,248,258,1.5,3e-07,0.475,1e-07
186,248,3543,1.5,0.238458,0.475,0.1132675
186,248,18143,1.5,0.7178398,0.311,0.2232482
187,248,258,0.5,0,0.011,0
187,248,3543,0.5,0,0.011,0
187,248,258,1,0,0.011,0
187,248,3543,1,0,0.011,0
187,248,258,1.5,0,0.011,0
187,248,3543,1.5,0,0.011,0
216,248,258,0.5,0,0.061,0
216,248,3543,0.5,0.0002017,0.061,1.23e-05
216,248,18143,0.5,0.052828,0.04,0.0021131
216,248,258,1,0,0.061,0
216,248,3543,1,0.0004034,0.061,2.46e-05
216,248,18143,1,0.105656,0.04,0.0042262
216,248,258,1.5,0,0.061,0
216,248,3543,1.5,0.0006051,0.061,3.69e-05
216,248,18143,1.5,0.158484,0.04,0.0063394
217,248,258,0.5,0,0.078,0
217,248,3543,0.5,8e-07,0.078,1e-07
217,248,18143,0.5,0.0152321,0.051,0.0007768
217,248,258,1,0,0.078,0
217,248,3543,1,1.5e-06,0.078,1e-07
217,248,18143,1,0.0304641,0.051,0.0015537
217,248,258,1.5,0,0.078,0
217,248,3543,1.5,2.3e-06,0.078,2e-07
217,248,18143,1.5,0.0456962,0.051,0.0023305
32,248,18143,0.5,0.0186856,0.018,0.0003363
32,248,18143,1,0.0373711,0.018,0.0006727
32,248,18143,1.5,0.0560567,0.018,0.001009
33,248,18143,0.5,0.0368283,0.016,0.0005893
33,248,18143,1,0.0736566,0.016,0.0011785
33,248,18143,1.5,0.1104849,0.016,0.0017678
34,248,18143,0.5,0.0546273,0.041,0.0022397
34,248,18143,1,0.1092545,0.041,0.0044794
34,248,18143,1.5,0.1638818,0.041,0.0067192
35,248,18143,0.5,0.0755359,0.035,0.0026438
35,248,18143,1,0.1510718,0.035,0.0052875
35,248,18143,1.5,0.2266076,0.035,0.0079313
84,248,18143,0.5,9.66e-05,0.02,1.9e-06
84,248,18143,1,0.0001932,0.02,3.9e-06
84,248,18143,1.5,0.0002898,0.02,5.8e-06
85,248,18143,0.5,0.0129235,0.092,0.001189
85,248,18143,1,0.025847,0.092,0.0023779
85,248,18143,1.5,0.0387706,0.092,0.0035669
86,248,18143,0.5,0.0344815,0.032,0.0011034
86,248,18143,1,0.0689629,0.032,0.0022068
86,248,18143,1.5,0.1034444,0.032,0.0033102
92,248,18143,0.5,0.0002574,0.018,4.6e-06
92,248,18143,1,0.0005148,0.018,9.3e-06
92,248,18143,1.5,0.0007722,0.018,1.39e-05
184,248,18143,0.5,0.0059951,0.045,0.0002698
184,248,18143,1,0.0119901,0.045,0.0005396
184,248,18143,1.5,0.0179852,0.045,0.0008093
225,248,18143,0.5,6.81e-05,0.014,1e-06
225,248,18143,1,0.0001361,0.014,1.9e-06
225,248,18143,1.5,0.0002042,0.014,2.9e-06
226,248,18143,0.5,0.0007894,0.021,1.66e-05
226,248,18143,1,0.0015787,0.021,3.32e-05
226,248,18143,1.5,0.0023681,0.021,4.97e-05
129,249,258,0.5,0,0.048,0
129,249,3543,0.5,0.0007077,0.037,2.62e-05
129,249,18143,0.5,0.0708705,0.036,0.0025513
129,249,258,1,0,0.048,0
129,249,3543,1,0.0014154,0.037,5.24e-05
129,249,18143,1,0.1417409,0.036,0.0051027
129,249,258,1.5,0,0.048,0
129,249,3543,1.5,0.0021231,0.037,7.86e-05
129,249,18143,1.5,0.2126114,0.036,0.007654
131,249,258,0.5,0,0.076,0
131,249,3543,0.5,0.0056259,0.059,0.0003319
131,249,18143,0.5,0.1173763,0.058,0.0068078
131,249,258,1,0,0.076,0
131,249,3543,1,0.0112518,0.059,0.0006639
131,249,18143,1,0.2347526,0.058,0.0136156
131,249,258,1.5,0,0.076,0
131,249,3543,1.5,0.0168777,0.059,0.0009958
131,249,18143,1.5,0.3521289,0.058,0.0204235
156,249,258,0.5,8e-07,0.019,0
156,249,3543,0.5,0.0986536,0.078,0.007695
156,249,18143,0.5,0.255282,0.076,0.0194014
156,249,258,1,1.6e-06,0.019,0
156,249,3543,1,0.1973073,0.078,0.01539
156,249,18143,1,0.5105641,0.076,0.0388029
156,249,258,1.5,2.4e-06,0.019,0
156,249,3543,1.5,0.2959609,0.078,0.0230849
156,249,18143,1.5,0.7658461,0.076,0.0582043
166,249,258,0.5,0,0.075,0
166,249,3543,0.5,0.0329797,0.058,0.0019128
166,249,18143,0.5,0.1863395,0.056,0.010435
166,249,258,1,0,0.075,0
166,249,3543,1,0.0659594,0.058,0.0038256
166,249,18143,1,0.372679,0.056,0.02087
166,249,258,1.5,0,0.075,0
166,249,3543,1.5,0.0989391,0.058,0.0057385
166,249,18143,1.5,0.5590185,0.056,0.031305
167,249,258,0.5,0,0.088,0
167,249,3543,0.5,0.0101811,0.069,0.0007025
167,249,18143,0.5,0.1364653,0.067,0.0091432
167,249,258,1,0,0.088,0
167,249,3543,1,0.0203623,0.069,0.001405
167,249,18143,1,0.2729305,0.067,0.0182863
167,249,258,1.5,0,0.088,0
167,249,3543,1.5,0.0305434,0.069,0.0021075
167,249,18143,1.5,0.4093958,0.067,0.0274295
291,249,258,0.5,0,0.042,0
291,249,3543,0.5,0.0122859,0.033,0.0004054
291,249,18143,0.5,0.1432513,0.032,0.004584
291,249,258,1,0,0.042,0
291,249,3543,1,0.0245719,0.033,0.0008109
291,249,18143,1,0.2865026,0.032,0.0091681
291,249,258,1.5,0,0.042,0
291,249,3543,1.5,0.0368578,0.033,0.0012163
291,249,18143,1.5,0.4297538,0.032,0.0137521
293,249,258,0.5,0,0.012,0
293,249,258,1,0,0.012,0
293,249,258,1.5,0,0.012,0
335,249,258,0.5,0,0.641,0
335,249,3543,0.5,0.013136,0.499,0.0065549
335,249,18143,0.5,0.1457629,0.485,0.070695
335,249,258,1,0,0.641,0
335,249,3543,1,0.026272,0.499,0.0131097
335,249,18143,1,0.2915259,0.485,0.14139
335,249,258,1.5,0,0.641,0
335,249,3543,1.5,0.039408,0.499,0.0196646
335,249,18143,1.5,0.4372888,0.485,0.2120851
153,249,3543,0.5,0,0.02,0
153,249,18143,0.5,0.0033295,0.019,6.33e-05
153,249,3543,1,0,0.02,0
153,249,18143,1,0.0066591,0.019,0.0001265
153,249,3543,1.5,0,0.02,0
153,249,18143,1.5,0.0099886,0.019,0.0001898
155,249,3543,0.5,0.0001026,0.027,2.8e-06
155,249,18143,0.5,0.0452157,0.026,0.0011756
155,249,3543,1,0.0002052,0.027,5.5e-06
155,249,18143,1,0.0904314,0.026,0.0023512
155,249,3543,1.5,0.0003078,0.027,8.3e-06
155,249,18143,1.5,0.1356472,0.026,0.0035268
157,249,3543,0.5,0.0117958,0.024,0.0002831
157,249,18143,0.5,0.1417482,0.023,0.0032602
157,249,3543,1,0.0235917,0.024,0.0005662
157,249,18143,1,0.2834963,0.023,0.0065204
157,249,3543,1.5,0.0353875,0.024,0.0008493
157,249,18143,1.5,0.4252445,0.023,0.0097806
158,249,3543,0.5,0.0047822,0.021,0.0001004
158,249,18143,0.5,0.1126967,0.021,0.0023666
158,249,3543,1,0.0095644,0.021,0.0002009
158,249,18143,1,0.2253935,0.021,0.0047333
158,249,3543,1.5,0.0143465,0.021,0.0003013
158,249,18143,1.5,0.3380902,0.021,0.0070999
168,249,3543,0.5,7.44e-05,0.016,1.2e-06
168,249,18143,0.5,0.0420166,0.015,0.0006302
168,249,3543,1,0.0001488,0.016,2.4e-06
168,249,18143,1,0.0840331,0.015,0.0012605
168,249,3543,1.5,0.0002232,0.016,3.6e-06
168,249,18143,1.5,0.1260497,0.015,0.0018907
169,249,3543,0.5,1.05e-05,0.013,1e-07
169,249,18143,0.5,0.0270165,0.017,0.0004593
169,249,3543,1,2.09e-05,0.013,3e-07
169,249,18143,1,0.054033,0.017,0.0009186
169,249,3543,1.5,3.14e-05,0.013,4e-07
169,249,18143,1.5,0.0810495,0.017,0.0013778
191,249,3543,0.5,2.68e-05,0.014,4e-07
191,249,18143,0.5,0.0333477,0.015,0.0005002
191,249,3543,1,5.36e-05,0.014,8e-07
191,249,18143,1,0.0666955,0.015,0.0010004
191,249,3543,1.5,8.04e-05,0.014,1.1e-06
191,249,18143,1.5,0.1000432,0.015,0.0015006
192,249,3543,0.5,8.01e-05,0.014,1.1e-06
192,249,18143,0.5,0.0427315,0.016,0.0006837
192,249,3543,1,0.0001602,0.014,2.2e-06
192,249,18143,1,0.0854631,0.016,0.0013674
192,249,3543,1.5,0.0002403,0.014,3.4e-06
192,249,18143,1.5,0.1281946,0.016,0.0020511
290,249,3543,0.5,0.0069137,0.018,0.0001244
290,249,18143,0.5,0.1236366,0.017,0.0021018
290,249,3543,1,0.0138274,0.018,0.0002489
290,249,18143,1,0.2472732,0.017,0.0042036
290,249,3543,1.5,0.020741,0.018,0.0003733
290,249,18143,1.5,0.3709098,0.017,0.0063055
152,249,18143,0.5,0.0002011,0.021,4.2e-06
152,249,18143,1,0.0004021,0.021,8.4e-06
152,249,18143,1.5,0.0006032,0.021,1.27e-05
129,250,258,0.5,0,0.09,0
129,250,3543,0.5,0.0109562,0.069,0.000756
129,250,18143,0.5,0.1390688,0.054,0.0075097
129,250,258,1,0,0.09,0
129,250,3543,1,0.0219125,0.069,0.001512
129,250,18143,1,0.2781376,0.054,0.0150194
129,250,258,1.5,0,0.09,0
129,250,3543,1.5,0.0328687,0.069,0.0022679
129,250,18143,1.5,0.4172064,0.054,0.0225291
130,250,258,0.5,0,0.029,0
130,250,3543,0.5,0.0155983,0.022,0.0003432
130,250,18143,0.5,0.1524554,0.017,0.0025917
130,250,258,1,0,0.029,0
130,250,3543,1,0.0311966,0.022,0.0006863
130,250,18143,1,0.3049108,0.017,0.0051835
