Time,pump,Qf.thres,web.exp,n.reach,n.match,bias.match,MAE.match,depletion.prc.modflow.mean,depletion.prc.modflow.min,depletion.prc.modflow.max,RMSE.match,MSE.match,KGE.match,prc.match
140.7,Transient,1e-04,1.5,41,34,216.6,0.111987868974595,0.0492047526163945,0.00132086088428994,0.509852301335919,0.163307585980792,0.0266693676388739,-1.21708776800895,0.829268292682927
140.7,Transient,1e-04,1.75,41,34,242.9,0.123989236078282,0.0492047526163945,0.00132086088428994,0.509852301335919,0.179837500129713,0.0323415264529046,-1.47627097445542,0.829268292682927
140.7,Transient,1e-04,2,41,35,263.5,0.133313918153403,0.0492047526163945,0.00132086088428994,0.509852301335919,0.192445398616806,0.0370352314487814,-1.6801089388929,0.853658536585366
140.7,Transient,1e-04,2.25,41,35,279.4,0.140456844982671,0.0492047526163945,0.00132086088428994,0.509852301335919,0.201854710905373,0.0407453243146917,-1.83793480372418,0.853658536585366
140.7,Transient,1e-04,2.5,41,36,291.6,0.145925965683862,0.0492047526163945,0.00132086088428994,0.509852301335919,0.208865012180406,0.043624593313121,-1.95994215602856,0.878048780487805
140.7,Transient,1e-04,2.75,41,36,301.1,0.150201819342399,0.0492047526163945,0.00132086088428994,0.509852301335919,0.214134596072631,0.0458536252351887,-2.05485885490111,0.878048780487805
140.7,Transient,1e-04,3,41,36,308.6,0.153562551049716,0.0492047526163945,0.00132086088428994,0.509852301335919,0.218150359883179,0.0475895795171605,-2.12943604058526,0.878048780487805
140.7,Transient,0.001,1,41,34,146.7,0.0828213958690301,0.0492047526163945,0.00132086088428994,0.509852301335919,0.120668181141238,0.0145608099399347,-0.543332789167639,0.829268292682927
140.7,Transient,0.001,1.25,41,34,184.5,0.0973800640965463,0.0492047526163945,0.00132086088428994,0.509852301335919,0.14335154569085,0.0205496656519558,-0.905127322250082,0.829268292682927
140.7,Transient,0.001,1.5,41,34,217.1,0.11225421043801,0.0492047526163945,0.00132086088428994,0.509852301335919,0.163822288113318,0.0268377420826828,-1.2223048758305,0.829268292682927
140.7,Transient,0.001,1.75,41,34,243.4,0.124236065346575,0.0492047526163945,0.00132086088428994,0.509852301335919,0.180309994952975,0.032511694279942,-1.48113628871102,0.829268292682927
140.7,Transient,0.001,2,41,35,264,0.133528552299744,0.0492047526163945,0.00132086088428994,0.509852301335919,0.192859429053213,0.0371947593747312,-1.68435236355883,0.853658536585366
140.7,Transient,0.001,2.25,41,35,279.8,0.140634893763159,0.0492047526163945,0.00132086088428994,0.509852301335919,0.202203537109421,0.0408862704195609,-1.84146007871862,0.853658536585366
140.7,Transient,0.001,2.5,41,36,291.9,0.146068160805814,0.0492047526163945,0.00132086088428994,0.509852301335919,0.209148680492772,0.0437431705518677,-1.96275958712117,0.878048780487805
140.7,Transient,0.001,2.75,41,36,301.3,0.150312307147277,0.0492047526163945,0.00132086088428994,0.509852301335919,0.214358990264107,0.0459497767070475,-2.05704883244709,0.878048780487805
140.7,Transient,0.001,3,41,36,308.7,0.153646209586301,0.0492047526163945,0.00132086088428994,0.509852301335919,0.21832306636174,0.0476649613055927,-2.13109453560616,0.878048780487805
140.7,Transient,0.01,1,41,34,147.4,0.0831692007470789,0.0492047526163945,0.00132086088428994,0.509852301335919,0.121460460634501,0.0147526434975451,-0.549855049580187,0.829268292682927
140.7,Transient,0.01,1.25,41,34,185.4,0.0977976250721561,0.0492047526163945,0.00132086088428994,0.509852301335919,0.144228477551139,0.0208018537367194,-0.913195967922984,0.829268292682927
140.7,Transient,0.01,1.5,41,34,218,0.112710064096546,0.0492047526163945,0.00132086088428994,0.509852301335919,0.164740460258041,0.0271394192460312,-1.23123262451434,0.829268292682927
140.7,Transient,0.01,1.75,41,34,244.4,0.124695089736819,0.0492047526163945,0.00132086088428994,0.509852301335919,0.181222064870911,0.0328414367960767,-1.49018279354598,0.829268292682927
140.7,Transient,0.01,2,41,35,264.8,0.133962454738769,0.0492047526163945,0.00132086088428994,0.509852301335919,0.193723506692996,0.0375287970454312,-1.69292975384761,0.853658536585366
140.7,Transient,0.01,2.25,41,35,280.5,0.141025381568037,0.0492047526163945,0.00132086088428994,0.509852301335919,0.202988888209982,0.0412044887367247,-1.84919082874606,0.853658536585366
140.7,Transient,0.01,2.5,41,36,292.6,0.146406941293619,0.0492047526163945,0.00132086088428994,0.509852301335919,0.209838895543414,0.0440323620828798,-1.96947169860607,0.878048780487805
