stream_BC,pump,analytical,apportionment,method,Time,MSE.sum,KGE.sum
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1835.3,0.0391275800645702,-0.506632882349865
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1845.7,0.0383055432749401,-0.52527873689174
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1856,0.0378289536078915,-0.513017736043192
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1865.3,0.0377034330536638,-0.522366584211218
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1874.7,0.036917767314201,-0.514442794044849
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1884,0.0365862967449372,-0.520154256649515
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1894.3,0.0362546329494884,-0.522735225305599
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1904.7,0.0353923527761997,-0.508935950948464
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1915,0.0349079068566641,-0.509328963975455
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1925,0.0347249873167185,-0.503362925562765
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1935,0.0342535259931376,-0.495046688338002
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1945,0.0338762592027994,-0.504661168813465
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1955.3,0.032683303261769,-0.498636012575434
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1965.7,0.0324634364879493,-0.504131010528436
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1976,0.0321124290580634,-0.499935509570578
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1986,0.0392615041693312,-0.47965670004873
RIV,Intermittent,hunt,WholeDomain,Qf.Web,1996,0.0410220453367177,-0.577636838779733
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2006,0.0427281962838323,-0.616526303107789
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2016.3,0.0445926230229676,-0.61812853566087
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2026.7,0.0463451008513971,-0.608701227710557
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2037,0.0481568930161766,-0.590520253072041
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2047.3,0.0501200765588571,-0.571367768860853
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2057.7,0.0518027252439241,-0.548810616222867
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2068,0.0535302957675906,-0.530919576331515
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2078,0.0551045759600972,-0.519251830052267
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2088,0.0564345080781962,-0.50444239938612
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2098,0.0590897453579877,-0.475157000172651
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2108.3,0.0603044532942257,-0.47607002196692
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2118.7,0.0618818856528029,-0.469028669466374
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2129,0.0637787909953532,-0.465877698346932
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2139,0.0543034654775336,-0.658961636714859
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2149,0.0523281089317344,-0.610207366965683
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2159,0.0505923751124895,-0.593948673377155
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2169.3,0.0510986067984539,-0.58670872884803
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2179.7,0.0489910763148735,-0.585204985207194
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2190,0.0485621793457483,-0.553721268315444
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2200.3,0.0475024550397101,-0.577027820442116
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2210.7,0.0464793006943456,-0.586371949595472
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2221,0.0460936918974373,-0.577990961727323
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2230.3,0.0455352109449281,-0.580146540774877
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2239.7,0.0447858891787234,-0.578649841438348
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2249,0.0446833543471689,-0.578415603823875
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2259.3,0.0439930344827083,-0.580264009336123
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2269.7,0.0432767375663933,-0.567303939324143
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2280,0.0426956942908322,-0.56103848297167
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2290,0.0424271988729886,-0.561194845504745
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2300,0.0416361439263652,-0.550572668309321
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2310,0.0413647523453077,-0.552904204512148
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2320.3,0.0399769051952978,-0.543207843158484
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2330.7,0.03965595023167,-0.54522762410972
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2341,0.0393009717079215,-0.54101535280096
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2351,0.0467598568961369,-0.554115076876228
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2361,0.0484107942678386,-0.654135945274172
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2371,0.0503347013651477,-0.702829535007349
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2381.3,0.052131396267931,-0.708073703020245
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2391.7,0.0539170837642915,-0.691742189547329
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2402,0.0556709612619364,-0.675471351160316
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2412.3,0.057577631419761,-0.65443171883224
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2422.7,0.0593241633997759,-0.63045785937028
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2433,0.0612053057481161,-0.613071244979549
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2443,0.0626944325619421,-0.59835412026982
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2453,0.0642865872703711,-0.576952056550155
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2463,0.0661903753655504,-0.561924974484753
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2473.3,0.0678949734769233,-0.551623536420621
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2483.7,0.0696428068987591,-0.543220874669279
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2494,0.0711975772327481,-0.533421267565176
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2504,0.0615937127776096,-0.747462922422336
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2514,0.0596506010151072,-0.695544645469371
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2524,0.0578451345701024,-0.67546595001347
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2534.3,0.0583622273447444,-0.66440255329056
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2544.7,0.0564437370580856,-0.665474060621672
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2555,0.0554324780349214,-0.659441785625565
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2565.3,0.054989761864812,-0.645313295977306
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2575.7,0.0538705552796803,-0.658536497806824
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2586,0.0532645789491348,-0.646699950112967
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2595.3,0.0527920190077711,-0.642735876338996
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2604.7,0.0522087953581045,-0.643372287463103
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2614,0.0519546294398917,-0.639455454729755
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2624.3,0.0511350016971091,-0.627825847851823
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2634.7,0.0505448610079184,-0.616866057933197
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2645,0.0498920502235734,-0.609268317439288
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2655,0.0493983792335734,-0.599955519077904
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2665,0.0488044703043876,-0.595722279123966
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2675,0.0483034447538171,-0.594741008919343
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2685.3,0.0468225717429841,-0.581049353210781
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2695.7,0.0465763455787777,-0.587206958413911
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2706,0.0460921212075335,-0.579404760703346
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2716,0.0536782811137941,-0.625942112299538
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2726,0.0553387864293806,-0.731178573632296
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2736,0.057217301318321,-0.781055477984258
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2746.3,0.0590499170254811,-0.785448120505629
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2756.7,0.0609431643849633,-0.768769909676937
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2767,0.0622916014096461,-0.673663740749572
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2777.3,0.0641944456222778,-0.668479517483623
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2787.7,0.0659359614272788,-0.650999530417012
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2798,0.0675776894949687,-0.638087681292275
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2808,0.0688310751766231,-0.627725815691218
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2818,0.0708923159082421,-0.610602848165453
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2828,0.0732586346393587,-0.588328747199957
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2838.3,0.0747027761910263,-0.588243901233475
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2848.7,0.0767776635852186,-0.594341411413451
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2859,0.0785277231878831,-0.588031908653532
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2869,0.0688246353673397,-0.819172170719647
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2879,0.0668585241859277,-0.766943973940967
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2889,0.0649924942902461,-0.742436712003318
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2899.3,0.0657790647408686,-0.728942208807004
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2909.7,0.0634804742780735,-0.72497284567924
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2920,0.0623838179974094,-0.715342419274082
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2930.3,0.0618077946878299,-0.700161808880605
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2940.7,0.0610284210506928,-0.708281805900101
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2951,0.0600143826631691,-0.697353761121477
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2960.3,0.0595933093704167,-0.69392050533221
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2969.7,0.0587177667210545,-0.683884164469481
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2979,0.0585064563149879,-0.681232301625002
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2989.3,0.0576817356690934,-0.673521871378621
RIV,Intermittent,hunt,WholeDomain,Qf.Web,2999.7,0.0570591846807966,-0.662670137240058
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3010,0.0561635006159687,-0.656088067751349
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3020,0.0558534223514682,-0.637554135648295
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3030,0.0552599234062189,-0.630067517640431
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3040,0.0546247676447228,-0.625071341246363
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3050.3,0.0531508675637972,-0.616057939858711
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3060.7,0.0528169910281183,-0.615542722867784
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3071,0.0522552897281977,-0.606506339905054
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3081,0.0602048454706142,-0.68255556138671
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3091,0.0619035485679284,-0.801484445492948
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3101,0.0636054220837571,-0.848648771359013
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3111.3,0.0654225320825691,-0.855544534549434
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3121.7,0.0673873821325216,-0.840579311717106
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3132,0.0691201767485047,-0.821270811293183
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3142.3,0.0710087024859366,-0.798158253988155
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3152.7,0.0728031589638663,-0.768707499625217
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3163,0.0744070530745014,-0.752750104109465
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3173,0.0755889873295564,-0.730909515429698
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3183,0.0777095139903392,-0.710828122723884
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3193,0.0800663335281755,-0.675718621844027
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3203.3,0.0815997385072999,-0.675835261659161
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3213.7,0.0832719643311138,-0.665265568506665
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3224,0.0848560008878001,-0.654918015895188
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3234,0.0752466428868735,-0.914922620699529
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3244,0.0729963176381189,-0.858366552674945
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3254,0.0712842726965213,-0.839684992153771
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3264.3,0.0722401312292257,-0.830546053861524
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3274.7,0.0700799545307884,-0.818054122666697
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3285,0.0689525375402474,-0.813353198988124
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3295.3,0.0684180887628119,-0.793085511549845
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3305.7,0.0675417866029492,-0.791471813442821
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3316,0.0663712287942076,-0.757548060761194
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3325.3,0.0658133098388049,-0.769842014329164
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3334.7,0.0653573317216793,-0.759343182884575
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3344,0.0647706080907963,-0.753727252926141
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3354.3,0.0639761922033063,-0.73520107155421
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3364.7,0.0635577756112512,-0.726675503563853
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3375,0.0625553155498033,-0.71097545300408
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3385,0.0620299384477788,-0.702173170987947
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3395,0.061427694097447,-0.689732450892041
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3405,0.0607556644342825,-0.680816113473018
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3415.3,0.0590457088094657,-0.667501856457799
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3425.7,0.0587224592072885,-0.667202410014621
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3436,0.057977418260659,-0.6589000792508
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3446,0.0661418014123275,-0.767985998944266
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3456,0.0678253945910421,-0.890482360068594
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3466,0.0696135399459624,-0.939198977528352
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3476.3,0.0713418398773507,-0.941928112215436
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3486.7,0.0735706193707601,-0.92770064775228
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3497,0.0749871431339839,-0.898515454576302
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3507.3,0.0770823296584737,-0.8714899422764
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3517.7,0.0787509381148157,-0.842943815368356
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3528,0.0803653859035551,-0.826712254271478
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3538,0.0816620159051515,-0.800261616526834
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3548,0.0837765142322138,-0.778157108575268
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3558,0.0859563973141838,-0.746626940300133
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3568.3,0.0875517917902291,-0.73852224440334
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3578.7,0.0895931554466081,-0.7283586480289
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3589,0.0913881946147845,-0.717113063424406
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3599,0.0815346462711706,-1.00411156913596
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3609,0.0793521832733086,-0.945788508184035
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3619,0.077493845642115,-0.926965043929059
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3629.3,0.0784168981939001,-0.911767151786142
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3639.7,0.0760936608643978,-0.906176125188445
RIV,Intermittent,hunt,WholeDomain,Qf.Web,3650,0.0751159937476802,-0.896270670650108
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,161,0.00172083485992902,0.369022364560771
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,171,0.00256334552146041,0.608639748792521
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,181,0.00358637386611423,0.681591656356844
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,191.3,0.00461091180308334,0.701593953913897
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,201.7,0.00555276641446823,0.704844637558938
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,212,0.00641108831389393,0.705213740882626
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,222.3,0.00719663629272881,0.702258493852537
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,232.7,0.00792273996543792,0.698973079643694
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,243,0.00860877408278226,0.693956733993396
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,253,0.00923191683116878,0.687556254980083
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,263,0.00982121847715156,0.680816586128617
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,273,0.0104297306367447,0.671375015477464
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,283.3,0.0108670307826948,0.664306400352157
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,293.7,0.0118027814675024,0.623619367240806
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,304,0.0119450124262835,0.614883659625624
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,314,0.0085366873311992,0.533780479195255
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,324,0.00601058690313616,0.531452026668139
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,334,0.00470547548307231,0.5100150030246
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,344.3,0.00404454641259062,0.468945748145226
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,354.7,0.00357359320359605,0.459879880020224
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,365,0.00310044413512175,0.401842125635174
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,375.3,0.00283521657605991,0.374012833686836
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,385.7,0.00248794317763745,0.342295826823579
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,396,0.00236473611122082,0.294186409409092
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,405.3,0.00224549947423032,0.264886583517246
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,414.7,0.00216278149206615,0.234295040198736
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,424,0.00204190355244084,0.218944895045548
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,434.3,0.00192393189023124,0.21220097478491
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,444.7,0.00189014681080605,0.169978592006013
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,455,0.00183824462367753,0.152169353298764
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,465,0.00180235087869626,0.135091904548161
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,475,0.00173424526789653,0.119819423767311
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,485,0.00171320319870609,0.0912648167505143
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,495.3,0.00163081976757262,0.0720897753507587
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,505.7,0.00159152914393357,0.0612603380010334
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,516,0.00156838031346346,0.0414826496199263
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,526,0.00396992071450983,0.228970903277788
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,536,0.00504994201658792,0.191981228607666
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,546,0.00626037141532651,0.203852845974383
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,556.3,0.00744017258999766,0.232164834119252
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,566.7,0.00849052504595727,0.261042116242392
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,577,0.00946301667187666,0.277750078545134
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,587.3,0.0103386705112035,0.297379814960187
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,597.7,0.0111659214543297,0.307635043542848
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,608,0.0119498814421637,0.316643063481018
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,618,0.0126498099000232,0.320862612849228
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,628,0.013361715550995,0.323367205489433
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,638,0.0139334562643474,0.326529455425111
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,648.3,0.0149997065059552,0.32477728535829
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,658.7,0.0153793413606663,0.323465228485062
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,669,0.0159577496698904,0.318156436606749
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,679,0.0122004638943694,0.152386014316051
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,689,0.00957690390445395,0.158294003737661
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,699,0.00821700677731009,0.138755270023659
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,709.3,0.00753664192482437,0.113953696917512
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,719.7,0.00685814277066354,0.0966428539060668
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,730,0.00648336745503839,0.0653545704040238
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,740.3,0.00626817336505344,0.049792499358243
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,750.7,0.00596172379803323,0.0256535860344391
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,761,0.00582277779320317,0.00849079500624272
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,770.3,0.00567630930590755,-0.00966288773325608
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,779.7,0.00563009604488135,-0.0292740793285391
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,789,0.00553159941490372,-0.0465191273673951
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,799.3,0.00542520172574197,-0.059442564095751
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,809.7,0.00534599512160583,-0.072955344457952
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,820,0.00530113002575605,-0.0883012013448001
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,830,0.0052358073878898,-0.0961332227599121
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,840,0.0051848195590289,-0.116485368251946
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,850,0.00513847863952349,-0.119727350734374
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,860.3,0.00495925020412843,-0.135807941478729
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,870.7,0.00491586636768339,-0.148379128815955
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,881,0.00488035115135602,-0.160537176180189
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,891,0.00767372006755277,-0.0230301210306505
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,901,0.00875051152189719,-0.116171912258877
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,911,0.00993167292072037,-0.127863490793383
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,921.3,0.0111083225153172,-0.108673174387842
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,931.7,0.0122004038104227,-0.0852003490821529
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,942,0.0132087290834222,-0.053361640420875
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,952.3,0.0140785991943722,-0.0314624139021056
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,962.7,0.0149388764848541,-0.00867993602591821
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,973,0.0157366337062593,0.00910382892216099
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,983,0.0164530318038783,0.0226498150623534
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,993,0.0170273026421547,0.0321680953585053
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1003,0.0178384756979045,0.0440515349070628
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1013.3,0.0188373541941085,0.0562979321131641
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1023.7,0.0193593510186581,0.0570006411427054
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1034,0.0199792405374042,0.0591666147491917
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1044,0.0162532981329337,-0.145404676060342
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1054,0.0135975307380609,-0.125129222390841
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1064,0.0122793285075801,-0.133292905223606
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1074.3,0.011795662476067,-0.136818243482399
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1084.7,0.0110803909462248,-0.153936657228591
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1095,0.0106777556389879,-0.173039415902262
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1105.3,0.0104982091832544,-0.179543584918339
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1115.7,0.0102423691279961,-0.196861771980149
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1126,0.0101400260329727,-0.203332729683831
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1135.3,0.00999971109840767,-0.21743931093964
RIV,Intermittent,hunt,WholeDomain,Qf.WebSq,1144.7,0.00991859155858935,-0.225267253139215
