stream_BC,pump,analytical,apportionment,method,Time,MSE.sum,KGE.sum
SFR,Intermittent,glover,Dynamic,Qf.Web,3081,0.013759005643362,0.0609670537444441
SFR,Intermittent,glover,Dynamic,Qf.Web,3091,0.015603461827148,0.0753636897594411
SFR,Intermittent,glover,Dynamic,Qf.Web,3101,0.0184363052550303,0.0784537681545788
SFR,Intermittent,glover,Dynamic,Qf.Web,3111.3,0.0188786423843209,0.106454660556566
SFR,Intermittent,glover,Dynamic,Qf.Web,3121.7,0.0201331164757751,0.0973705702549325
SFR,Intermittent,glover,Dynamic,Qf.Web,3132,0.0199080431244534,0.141479182467482
SFR,Intermittent,glover,Dynamic,Qf.Web,3142.3,0.0205589957952806,0.203545025059911
SFR,Intermittent,glover,Dynamic,Qf.Web,3152.7,0.0203070104739175,0.221951316822991
SFR,Intermittent,glover,Dynamic,Qf.Web,3163,0.0226078479058039,0.206397181193377
SFR,Intermittent,glover,Dynamic,Qf.Web,3173,0.0231936160476239,0.231108030831807
SFR,Intermittent,glover,Dynamic,Qf.Web,3183,0.0217926795691382,0.257471528872494
SFR,Intermittent,glover,Dynamic,Qf.Web,3193,0.0235520275814022,0.310426423750732
SFR,Intermittent,glover,Dynamic,Qf.Web,3203.3,0.0209248396261134,0.346323216563199
SFR,Intermittent,glover,Dynamic,Qf.Web,3213.7,0.0247293144380737,0.288353604763702
SFR,Intermittent,glover,Dynamic,Qf.Web,3224,0.0242449812756627,0.293286266339064
SFR,Intermittent,glover,Dynamic,Qf.Web,3234,0.0195477355054982,0.320980228751503
SFR,Intermittent,glover,Dynamic,Qf.Web,3244,0.0184538348503156,0.302613032940138
SFR,Intermittent,glover,Dynamic,Qf.Web,3254,0.01498016117329,0.359801176895605
SFR,Intermittent,glover,Dynamic,Qf.Web,3264.3,0.0201636080406624,0.268729553022582
SFR,Intermittent,glover,Dynamic,Qf.Web,3274.7,0.0159139507449006,0.313558314050887
SFR,Intermittent,glover,Dynamic,Qf.Web,3285,0.0214134033172066,0.241511619649403
SFR,Intermittent,glover,Dynamic,Qf.Web,3295.3,0.0193946674477696,0.22153193559785
SFR,Intermittent,glover,Dynamic,Qf.Web,3305.7,0.0185536913842794,0.246811154738093
SFR,Intermittent,glover,Dynamic,Qf.Web,3316,0.0209278785383744,0.210110015464002
SFR,Intermittent,glover,Dynamic,Qf.Web,3325.3,0.0143212573207916,0.246861955765335
SFR,Intermittent,glover,Dynamic,Qf.Web,3334.7,0.0177153425867526,0.228783631600116
SFR,Intermittent,glover,Dynamic,Qf.Web,3344,0.0164277285893098,0.227712022914975
SFR,Intermittent,glover,Dynamic,Qf.Web,3354.3,0.0161334190724489,0.2038491687371
SFR,Intermittent,glover,Dynamic,Qf.Web,3364.7,0.0138031532530293,0.212977153459815
SFR,Intermittent,glover,Dynamic,Qf.Web,3375,0.0131032501747862,0.264570825704785
SFR,Intermittent,glover,Dynamic,Qf.Web,3385,0.0127621345100492,0.212558121423633
SFR,Intermittent,glover,Dynamic,Qf.Web,3395,0.0149831003411287,0.160890693573506
SFR,Intermittent,glover,Dynamic,Qf.Web,3405,0.013120599131673,0.190357544941709
SFR,Intermittent,glover,Dynamic,Qf.Web,3415.3,0.0120378185762446,0.189188515542713
SFR,Intermittent,glover,Dynamic,Qf.Web,3425.7,0.0147483882797224,0.207140450737538
SFR,Intermittent,glover,Dynamic,Qf.Web,3436,0.0143755155738753,0.137980125500327
SFR,Intermittent,glover,Dynamic,Qf.Web,3446,0.0155968375141984,-0.00550021925293898
SFR,Intermittent,glover,Dynamic,Qf.Web,3456,0.0170601921672726,0.0391800309227126
SFR,Intermittent,glover,Dynamic,Qf.Web,3466,0.019627154799068,0.0894733123282264
SFR,Intermittent,glover,Dynamic,Qf.Web,3476.3,0.0207532827840898,0.0443057310662869
SFR,Intermittent,glover,Dynamic,Qf.Web,3486.7,0.0223494867729075,0.0820317017988341
SFR,Intermittent,glover,Dynamic,Qf.Web,3497,0.0212110027172647,0.125616620601562
SFR,Intermittent,glover,Dynamic,Qf.Web,3507.3,0.0190555178261505,0.203878014338723
SFR,Intermittent,glover,Dynamic,Qf.Web,3517.7,0.0237671198802535,0.138196715641445
SFR,Intermittent,glover,Dynamic,Qf.Web,3528,0.021216332548788,0.174929653973119
SFR,Intermittent,glover,Dynamic,Qf.Web,3538,0.0214976698166664,0.237437296078482
SFR,Intermittent,glover,Dynamic,Qf.Web,3548,0.0229870096643862,0.233664850020568
SFR,Intermittent,glover,Dynamic,Qf.Web,3558,0.0239889644669145,0.253949348062371
SFR,Intermittent,glover,Dynamic,Qf.Web,3568.3,0.0252541196212122,0.254342862722333
SFR,Intermittent,glover,Dynamic,Qf.Web,3578.7,0.0227501585922116,0.27495958268019
SFR,Intermittent,glover,Dynamic,Qf.Web,3589,0.0249153293849035,0.30009022190373
SFR,Intermittent,glover,Dynamic,Qf.Web,3599,0.019021095505048,0.327870535393158
SFR,Intermittent,glover,Dynamic,Qf.Web,3609,0.0185155548662081,0.29133539922683
SFR,Intermittent,glover,Dynamic,Qf.Web,3619,0.0177218373206548,0.318649442667189
SFR,Intermittent,glover,Dynamic,Qf.Web,3629.3,0.0210857904971409,0.228204930773177
SFR,Intermittent,glover,Dynamic,Qf.Web,3639.7,0.0196835119794132,0.245149506989892
SFR,Intermittent,glover,Dynamic,Qf.Web,3650,0.0183760706559265,0.239889609429407
SFR,Intermittent,glover,Dynamic,Qf.WebSq,161,0.00730901287696917,-0.766123055783971
SFR,Intermittent,glover,Dynamic,Qf.WebSq,171,0.0237040435942279,-0.336070468428798
SFR,Intermittent,glover,Dynamic,Qf.WebSq,181,0.0351801330175453,-0.844454471574559
SFR,Intermittent,glover,Dynamic,Qf.WebSq,191.3,0.0273665412961012,-1.77709508338581
SFR,Intermittent,glover,Dynamic,Qf.WebSq,201.7,0.0389851109059113,-0.688838325181058
SFR,Intermittent,glover,Dynamic,Qf.WebSq,212,0.0428729766953505,-0.61844635321665
SFR,Intermittent,glover,Dynamic,Qf.WebSq,222.3,0.0363376438828403,-1.35556066959138
SFR,Intermittent,glover,Dynamic,Qf.WebSq,232.7,0.037871431672324,-0.925623760814808
SFR,Intermittent,glover,Dynamic,Qf.WebSq,243,0.0410248414945531,-0.343254657524045
SFR,Intermittent,glover,Dynamic,Qf.WebSq,253,0.0411268963208437,-0.73755297955363
SFR,Intermittent,glover,Dynamic,Qf.WebSq,263,0.03772643681611,-0.280762865585409
SFR,Intermittent,glover,Dynamic,Qf.WebSq,273,0.0371536983600646,-0.170701752664256
SFR,Intermittent,glover,Dynamic,Qf.WebSq,283.3,0.0333246384092793,-0.166524960318606
SFR,Intermittent,glover,Dynamic,Qf.WebSq,293.7,0.0339722882147405,-0.149805591036692
SFR,Intermittent,glover,Dynamic,Qf.WebSq,304,0.0352183632009715,-0.106627425058503
SFR,Intermittent,glover,Dynamic,Qf.WebSq,314,0.0220645783413944,-0.114269566038644
SFR,Intermittent,glover,Dynamic,Qf.WebSq,324,0.0169593881176548,0.0627070475360721
SFR,Intermittent,glover,Dynamic,Qf.WebSq,334,0.0129948461343192,0.192267360740872
SFR,Intermittent,glover,Dynamic,Qf.WebSq,344.3,0.010552864638422,0.214091878337908
SFR,Intermittent,glover,Dynamic,Qf.WebSq,354.7,0.00826361203385149,0.314974005510655
SFR,Intermittent,glover,Dynamic,Qf.WebSq,365,0.00724140216285573,0.325150249310193
SFR,Intermittent,glover,Dynamic,Qf.WebSq,375.3,0.0060218463376435,0.386982391956091
SFR,Intermittent,glover,Dynamic,Qf.WebSq,385.7,0.00513281751347158,0.413457793539152
SFR,Intermittent,glover,Dynamic,Qf.WebSq,396,0.00511437025275622,0.362341599648019
SFR,Intermittent,glover,Dynamic,Qf.WebSq,405.3,0.00415154215896915,0.452618765254491
SFR,Intermittent,glover,Dynamic,Qf.WebSq,414.7,0.00395497992698036,0.412817001792126
SFR,Intermittent,glover,Dynamic,Qf.WebSq,424,0.00364278955067588,0.404289760111923
SFR,Intermittent,glover,Dynamic,Qf.WebSq,434.3,0.00309571705005348,0.508362785602329
SFR,Intermittent,glover,Dynamic,Qf.WebSq,444.7,0.00266953373384404,0.510863643559325
SFR,Intermittent,glover,Dynamic,Qf.WebSq,455,0.00289087575760307,0.430530248542237
SFR,Intermittent,glover,Dynamic,Qf.WebSq,465,0.00249221918005702,0.514402304067947
SFR,Intermittent,glover,Dynamic,Qf.WebSq,475,0.00239342010036699,0.480575171826687
SFR,Intermittent,glover,Dynamic,Qf.WebSq,485,0.00234123221000606,0.45207526152253
SFR,Intermittent,glover,Dynamic,Qf.WebSq,495.3,0.00196692102998075,0.463381014780956
SFR,Intermittent,glover,Dynamic,Qf.WebSq,505.7,0.00184274311848776,0.478012853590138
SFR,Intermittent,glover,Dynamic,Qf.WebSq,516,0.00174683459291081,0.497812522442455
SFR,Intermittent,glover,Dynamic,Qf.WebSq,526,0.00605270622416479,0.218059882408507
SFR,Intermittent,glover,Dynamic,Qf.WebSq,536,0.0153084145784403,0.0137354050779935
SFR,Intermittent,glover,Dynamic,Qf.WebSq,546,0.0221736910223878,-0.150855214970235
SFR,Intermittent,glover,Dynamic,Qf.WebSq,556.3,0.0180795799453646,0.106589275450979
SFR,Intermittent,glover,Dynamic,Qf.WebSq,566.7,0.0204535156080012,0.183874515938392
SFR,Intermittent,glover,Dynamic,Qf.WebSq,577,0.022581723573781,0.104810293074055
SFR,Intermittent,glover,Dynamic,Qf.WebSq,587.3,0.024741926229123,0.140253315655375
SFR,Intermittent,glover,Dynamic,Qf.WebSq,597.7,0.0261694533449214,0.145064652198086
SFR,Intermittent,glover,Dynamic,Qf.WebSq,608,0.0272067721531737,0.173750547647667
SFR,Intermittent,glover,Dynamic,Qf.WebSq,618,0.0288280154792034,0.142104224386953
SFR,Intermittent,glover,Dynamic,Qf.WebSq,628,0.0294080125096149,0.151878711086719
SFR,Intermittent,glover,Dynamic,Qf.WebSq,638,0.0382293550729041,0.00702483531397402
SFR,Intermittent,glover,Dynamic,Qf.WebSq,648.3,0.0414608602529815,0.0114234616372729
SFR,Intermittent,glover,Dynamic,Qf.WebSq,658.7,0.045562067376151,-0.0474631596768842
SFR,Intermittent,glover,Dynamic,Qf.WebSq,669,0.0460197122068008,-0.0243012184918077
SFR,Intermittent,glover,Dynamic,Qf.WebSq,679,0.0210416516221428,0.229193817069537
SFR,Intermittent,glover,Dynamic,Qf.WebSq,689,0.0178461044639107,0.213192994816314
SFR,Intermittent,glover,Dynamic,Qf.WebSq,699,0.0131214283050841,0.396812531700507
SFR,Intermittent,glover,Dynamic,Qf.WebSq,709.3,0.0121091798997918,0.372171972455482
SFR,Intermittent,glover,Dynamic,Qf.WebSq,719.7,0.0101089481542585,0.428348845277379
SFR,Intermittent,glover,Dynamic,Qf.WebSq,730,0.009224089068205,0.441263000284298
SFR,Intermittent,glover,Dynamic,Qf.WebSq,740.3,0.00747275715357817,0.490253832682443
SFR,Intermittent,glover,Dynamic,Qf.WebSq,750.7,0.0073383737701115,0.474268122233834
SFR,Intermittent,glover,Dynamic,Qf.WebSq,761,0.00598971765174206,0.526487269178429
SFR,Intermittent,glover,Dynamic,Qf.WebSq,770.3,0.00536893154420527,0.561881131843354
SFR,Intermittent,glover,Dynamic,Qf.WebSq,779.7,0.00471626731616055,0.573208014408135
SFR,Intermittent,glover,Dynamic,Qf.WebSq,789,0.00490768130588976,0.517591949202
SFR,Intermittent,glover,Dynamic,Qf.WebSq,799.3,0.00493114243289479,0.451020432437278
SFR,Intermittent,glover,Dynamic,Qf.WebSq,809.7,0.00453326306440856,0.499634874133306
SFR,Intermittent,glover,Dynamic,Qf.WebSq,820,0.00425445227400228,0.487075955120121
SFR,Intermittent,glover,Dynamic,Qf.WebSq,830,0.00436726436338397,0.444971038849972
SFR,Intermittent,glover,Dynamic,Qf.WebSq,840,0.00419761594779305,0.477806463915377
SFR,Intermittent,glover,Dynamic,Qf.WebSq,850,0.00400190626818907,0.438147906799732
SFR,Intermittent,glover,Dynamic,Qf.WebSq,860.3,0.00359165105663175,0.450894130150886
SFR,Intermittent,glover,Dynamic,Qf.WebSq,870.7,0.00321743527610043,0.469509305684964
SFR,Intermittent,glover,Dynamic,Qf.WebSq,881,0.00342470979134857,0.412148401469113
SFR,Intermittent,glover,Dynamic,Qf.WebSq,891,0.00973787188533563,0.23056443914055
SFR,Intermittent,glover,Dynamic,Qf.WebSq,901,0.0187591182435329,0.138476217024965
SFR,Intermittent,glover,Dynamic,Qf.WebSq,911,0.0227276623925262,0.105123221112817
SFR,Intermittent,glover,Dynamic,Qf.WebSq,921.3,0.0273083425300789,0.125185700336849
SFR,Intermittent,glover,Dynamic,Qf.WebSq,931.7,0.0296998385686075,0.127423246070258
SFR,Intermittent,glover,Dynamic,Qf.WebSq,942,0.030481237161468,0.114960342599996
SFR,Intermittent,glover,Dynamic,Qf.WebSq,952.3,0.0308249953563002,0.181881864696836
SFR,Intermittent,glover,Dynamic,Qf.WebSq,962.7,0.0365597732853749,0.164696457784373
SFR,Intermittent,glover,Dynamic,Qf.WebSq,973,0.0378950973318464,0.15741614463669
SFR,Intermittent,glover,Dynamic,Qf.WebSq,983,0.039017740189457,0.167519400792197
SFR,Intermittent,glover,Dynamic,Qf.WebSq,993,0.0385734054429532,0.152662058614296
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1003,0.0413526158231881,0.153493446269736
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1013.3,0.0437049695153305,0.173663413367934
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1023.7,0.0437358826146777,0.163698678439462
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1034,0.0457178672713594,0.203272173118509
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1044,0.0264018577642588,0.236393704943967
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1054,0.0165462527042412,0.417715258776672
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1064,0.0152441998825578,0.394479759974903
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1074.3,0.0126491586245522,0.413888397403093
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1084.7,0.0102299008406932,0.507615549334999
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1095,0.00949232728554283,0.517626492148379
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1105.3,0.00812829006197559,0.51307132002381
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1115.7,0.00803143030422839,0.516206524247034
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1126,0.00748096136896207,0.52285982321445
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1135.3,0.00661785127631263,0.521003285349611
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1144.7,0.00625390646400588,0.505706666861399
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1154,0.00609891463392843,0.491831953860259
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1164.3,0.00591645257522269,0.491523007428927
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1174.7,0.00519989404752965,0.489086857302372
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1185,0.00532703735409932,0.480065890095389
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1195,0.00485733631910815,0.500068204626003
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1205,0.00476319305196427,0.471206791663677
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1215,0.00584729825000971,0.37729099150932
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1225.3,0.00482914753206614,0.458525719195012
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1235.7,0.00431010077578645,0.404972130335302
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1246,0.00473123059650407,0.403673254372352
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1256,0.01039460490694,0.236545696031434
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1266,0.0182106127823618,0.155144396662225
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1276,0.0229835701460879,0.132721414527023
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1286.3,0.0266746902042507,0.136895920959824
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1296.7,0.0296424026622211,0.160949703089942
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1307,0.0326996541125814,0.166411866188759
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1317.3,0.0336721893367171,0.21373411812747
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1327.7,0.0349123619858615,0.214799958921052
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1338,0.036712048741974,0.225809450365351
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1348,0.0382335113283908,0.231527228183347
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1358,0.0396530345641557,0.253957054333944
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1368,0.0411314162344147,0.223508868340024
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1378.3,0.0413143849777319,0.26611671978498
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1388.7,0.0430960179546183,0.247899178598142
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1399,0.0441079617154309,0.250988585452547
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1409,0.0248688472430029,0.389277943938382
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1419,0.0173555087441645,0.452443187622566
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1429,0.0142220281203518,0.486571205341386
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1439.3,0.0124488983041618,0.481658288343885
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1449.7,0.0106527676623846,0.499385731880735
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1460,0.00958598312725756,0.504752177048458
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1470.3,0.00904786679150831,0.483097687865106
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1480.7,0.00845788143352595,0.49150684934743
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1491,0.00821421506500359,0.47786610221175
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1500.3,0.00759644023119569,0.468414870517931
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1509.7,0.00703141374908551,0.492924661125503
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1519,0.00680757854146849,0.485319845771532
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1529.3,0.00682947820087187,0.466250550437173
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1539.7,0.00679963935526088,0.421927401552671
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1550,0.00649492789071329,0.453544284913938
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1560,0.00620355489695387,0.431396266117139
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1570,0.00667652765943175,0.413313024444632
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1580,0.00586544959631014,0.422735314532966
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1590.3,0.00590177796654782,0.394359886035505
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1600.7,0.00514778729497124,0.435123665072513
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1611,0.00575270612113979,0.379296369935511
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1621,0.0125167767626427,0.214188847996596
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1631,0.0183163572543381,0.128747864402698
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1641,0.0227705375615078,0.159870012737811
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1651.3,0.0256065364120169,0.161197611221384
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1661.7,0.0299326379180387,0.174717260495009
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1672,0.0323055293386345,0.194725213386043
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1682.3,0.0340391584487141,0.207983529988044
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1692.7,0.0364366003115745,0.210941214316028
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1703,0.0359310101248799,0.250694124540868
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1713,0.0383563911826518,0.270327402047734
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1723,0.0380807974963661,0.279076152014137
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1733,0.0402212908097984,0.252963407563029
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1743.3,0.0419840875555008,0.292770809493525
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1753.7,0.041925280290392,0.310684299221056
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1764,0.0433514939888157,0.292716131384148
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1774,0.0246468155822157,0.391352380354538
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1784,0.018774410544757,0.42948642420257
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1794,0.0141969975800589,0.466312620116117
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1804.3,0.0124013053940231,0.476830615782257
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1814.7,0.011798126312387,0.473162252982914
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1825,0.0107316879233151,0.47554155536056
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1835.3,0.00995342922434143,0.4758097855489
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1845.7,0.00975350338234988,0.45522661413357
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1856,0.00911101454882768,0.450589177535472
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1865.3,0.00779244964525084,0.48324810258062
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1874.7,0.00938975740638288,0.420179175295341
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1884,0.00796989653636549,0.468154637459552
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1894.3,0.00800113691574856,0.425140348243
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1904.7,0.00775498995221352,0.427257425924605
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1915,0.00754687963167329,0.422891161915253
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1925,0.00689800006018033,0.43808070974491
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1935,0.00730821259025211,0.392282174626018
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1945,0.0075968576450615,0.384873924292887
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1955.3,0.00643708074852275,0.394046986788688
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1965.7,0.00718558883072054,0.342593481425831
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1976,0.00668547334424761,0.368382875862526
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1986,0.0116952532179218,0.20255780452659
SFR,Intermittent,glover,Dynamic,Qf.WebSq,1996,0.0183249833809185,0.0795978068115245
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2006,0.0241011030671565,0.13112592818038
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2016.3,0.0266261305633687,0.14513973694014
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2026.7,0.0307021667394684,0.123388637116651
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2037,0.0314701899290639,0.176993000722614
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2047.3,0.0344125899231214,0.179518169701602
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2057.7,0.0345517363268627,0.226341986636482
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2068,0.0382872364443327,0.17810663116689
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2078,0.0385769391210625,0.244781131458202
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2088,0.039297754595653,0.277229995795937
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2098,0.0396734405784764,0.260526579101132
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2108.3,0.0412632206772884,0.264948660467662
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2118.7,0.0415834941017838,0.281652545320415
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2129,0.0428258287531865,0.304793322450699
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2139,0.0243603827222351,0.401239875794618
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2149,0.0178817981270494,0.430798661509537
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2159,0.014896225788104,0.449421090784256
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2169.3,0.0128188195740766,0.484268521465705
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2179.7,0.0128299414235854,0.446150598145504
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2190,0.0122000529099408,0.439775764147034
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2200.3,0.0115091870676004,0.438849544769079
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2210.7,0.0102432930243115,0.44817958263396
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2221,0.0106662781373778,0.408929601228762
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2230.3,0.0097220572181468,0.430829693826035
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2239.7,0.00885139244920644,0.439799653309827
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2249,0.00904020084319478,0.435464912470945
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2259.3,0.00994173942712739,0.384174219259425
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2269.7,0.00875079317824065,0.368512474964157
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2280,0.00793367801915254,0.372707500883389
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2290,0.00898923887435982,0.372964574789589
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2300,0.00872906735725026,0.357973881594892
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2310,0.0101052057530335,0.318344232054978
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2320.3,0.00826383627243536,0.328594257022878
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2330.7,0.00845484285855441,0.339410289888693
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2341,0.0077535823305518,0.349482598556882
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2351,0.0137645627263994,0.114660401566082
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2361,0.0208309112708731,0.0802971203846524
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2371,0.0229121414396551,0.0536818327497087
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2381.3,0.0276693488987666,0.0730531090612205
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2391.7,0.029668242245289,0.0915019203766825
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2402,0.0322181803269688,0.142870584725942
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2412.3,0.0341408785375976,0.147766879296508
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2422.7,0.03505599448849,0.165696872409379
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2433,0.0355087543266375,0.230160704501502
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2443,0.0379943676892688,0.213008187656872
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2453,0.0372768150580082,0.240056570648335
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2463,0.039801433525922,0.242287013023363
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2473.3,0.0404023272088265,0.233838193406027
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2483.7,0.0413654609158713,0.269674215001864
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2494,0.0424333857551951,0.247948953997387
SFR,Intermittent,glover,Dynamic,Qf.WebSq,2504,0.0251633860349602,0.355912262728778
