"agency","site","datetime","ground_elev_ft","water_elev_ft","wtd_ft","lon","lat","well_depth_ft","well_use","catchment"
"CA-DWR","385921N1228697W001",1958-03-12 00:00:00,92.86,80.56,12.3,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1958-10-28 00:00:00,92.86,72.46,20.4,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1959-10-10 00:00:00,92.86,72.36,20.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1960-03-03 00:00:00,92.86,79.56,13.3,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1960-10-07 00:00:00,92.86,71.46,21.4,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1961-03-03 00:00:00,92.86,79.76,13.1,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1961-10-04 00:00:00,92.86,71.16,21.7,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1962-03-08 00:00:00,92.86,82.36,10.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1962-10-10 00:00:00,92.86,71.06,21.8,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1963-04-16 00:00:00,92.86,82.16,10.7,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1963-09-16 00:00:00,92.86,72.46,20.4,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1964-03-17 00:00:00,92.86,78.56,14.3,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1964-10-13 00:00:00,92.86,69.26,23.6,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1965-04-14 00:00:00,92.86,79.16,13.7,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1965-09-21 00:00:00,92.86,71.66,21.2,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1966-03-14 00:00:00,92.86,78.36,14.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1966-10-14 00:00:00,92.86,68.36,24.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1967-03-13 00:00:00,92.86,78.56,14.3,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1967-10-18 00:00:00,92.86,70.76,22.1,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1968-03-15 00:00:00,92.86,77.56,15.3,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1968-10-16 00:00:00,92.86,68.56,24.3,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1969-02-12 00:00:00,92.86,81.16,11.7,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1969-10-15 00:00:00,92.86,66.86,26,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1970-02-16 00:00:00,92.86,76.96,15.9,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1970-10-21 00:00:00,92.86,66.96,25.9,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1971-03-15 00:00:00,92.86,75.96,16.9,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1971-09-10 00:00:00,92.86,67.36,25.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1972-03-29 00:00:00,92.86,74.06,18.8,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1972-09-26 00:00:00,92.86,65.06,27.8,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1973-06-01 00:00:00,92.86,72.26,20.6,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1973-09-19 00:00:00,92.86,65.66,27.2,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1974-03-26 00:00:00,92.86,74.36,18.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1974-09-19 00:00:00,92.86,67.66,25.2,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1975-04-18 00:00:00,92.86,73.06,19.8,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1986-04-30 00:00:00,92.86,70.26,22.6,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1986-10-28 00:00:00,92.86,69.46,23.4,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1987-04-21 00:00:00,92.86,NA,NA,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1987-10-20 00:00:00,92.86,70.86,22,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1988-04-13 00:00:00,92.86,69.36,23.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1988-11-01 00:00:00,92.86,67.96,24.9,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1989-11-30 00:00:00,92.86,NA,NA,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1990-04-11 00:00:00,92.86,NA,NA,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1990-11-15 00:00:00,92.86,71.16,21.7,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1991-04-29 00:00:00,92.86,71.36,21.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1991-10-29 00:00:00,92.86,69.46,23.4,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1992-04-29 00:00:00,92.86,70.16,22.7,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1992-10-22 00:00:00,92.86,71.16,21.7,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1993-05-26 00:00:00,92.86,72.36,20.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1993-11-15 00:00:00,92.86,70.06,22.8,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1994-04-27 00:00:00,92.86,68.86,24,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1994-10-25 00:00:00,92.86,68.16,24.7,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1995-05-30 00:00:00,92.86,NA,NA,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1995-11-06 00:00:00,92.86,71.26,21.6,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1996-05-21 00:00:00,92.86,70.76,22.1,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1996-12-16 00:00:00,92.86,72.06,20.8,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1997-04-25 00:00:00,92.86,69.36,23.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1997-10-29 00:00:00,92.86,69.86,23,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1998-04-22 00:00:00,92.86,71.36,21.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1998-11-23 00:00:00,92.86,NA,NA,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1999-04-14 00:00:00,92.86,73.86,19,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",1999-12-06 00:00:00,92.86,70.66,22.2,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2000-04-19 00:00:00,92.86,70.36,22.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2000-11-15 00:00:00,92.86,70.36,22.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2001-05-16 00:00:00,92.86,69.06,23.8,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2001-10-16 00:00:00,92.86,69.76,23.1,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2002-04-10 00:00:00,92.86,70.56,22.3,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2002-10-15 00:00:00,92.86,70.06,22.8,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2003-04-09 00:00:00,92.86,70.66,22.2,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2003-11-12 00:00:00,92.86,68.96,23.9,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2004-03-29 00:00:00,92.86,71.26,21.6,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2004-11-02 00:00:00,92.86,70.16,22.7,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2005-04-13 00:00:00,92.86,73.46,19.4,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2005-11-16 00:00:00,92.86,71.36,21.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2006-04-17 00:00:00,92.86,79.06,13.8,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2007-04-04 00:00:00,92.86,70.86,22,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2007-10-24 00:00:00,92.86,70.36,22.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2008-04-16 00:00:00,92.86,70.56,22.3,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2008-11-20 00:00:00,92.86,64.36,28.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2009-04-13 00:00:00,92.86,68.56,24.3,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2009-11-24 00:00:00,92.86,69.96,22.9,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2010-04-30 00:00:00,92.86,71.46,21.4,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2010-11-18 00:00:00,92.86,70.36,22.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2011-05-19 00:00:00,92.86,70.66,22.2,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","385921N1228697W001",2011-12-20 00:00:00,92.86,70.36,22.5,-122.8697,38.5921,53,"Irrigation","Adjacent"
"CA-DWR","386094N1228759W001",2012-05-04 00:00:00,99.86,NA,NA,-122.8759,38.6094,NA,"Irrigation","Adjacent"
"CA-DWR","386094N1228759W001",2012-11-28 00:00:00,99.86,NA,NA,-122.8759,38.6094,NA,"Irrigation","Adjacent"
"CA-DWR","386094N1228759W001",2013-04-18 00:00:00,99.86,NA,NA,-122.8759,38.6094,NA,"Irrigation","Adjacent"
"CA-DWR","386094N1228759W001",2014-03-13 00:00:00,99.86,NA,NA,-122.8759,38.6094,NA,"Irrigation","Adjacent"
"CA-DWR","386094N1228759W001",2014-10-16 00:00:00,99.86,NA,NA,-122.8759,38.6094,NA,"Irrigation","Adjacent"
"CA-DWR","386094N1228759W001",2015-03-24 00:00:00,99.86,NA,NA,-122.8759,38.6094,NA,"Irrigation","Adjacent"
"CA-DWR","386094N1228759W001",2015-10-22 00:00:00,99.86,NA,NA,-122.8759,38.6094,NA,"Irrigation","Adjacent"
"CA-DWR","386094N1228759W001",2016-04-12 00:00:00,99.86,NA,NA,-122.8759,38.6094,NA,"Irrigation","Adjacent"
"CA-DWR","386094N1228759W001",2016-10-19 00:00:00,99.86,NA,NA,-122.8759,38.6094,NA,"Irrigation","Adjacent"
"CA-DWR","386094N1228759W001",2017-03-30 00:00:00,99.86,NA,NA,-122.8759,38.6094,NA,"Irrigation","Adjacent"
"CA-DWR","386154N1228860W001",1976-04-05 00:00:00,102.86,82.86,20,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1976-09-14 00:00:00,102.86,80.86,22,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1977-03-29 00:00:00,102.86,81.76,21.1,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1977-09-29 00:00:00,102.86,79.86,23,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1987-04-21 00:00:00,102.86,81.06,21.8,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1987-10-20 00:00:00,102.86,80.36,22.5,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1988-04-13 00:00:00,102.86,79.36,23.5,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1989-11-30 00:00:00,102.86,80.26,22.6,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1990-04-11 00:00:00,102.86,79.76,23.1,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1990-11-15 00:00:00,102.86,80.16,22.7,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1991-04-29 00:00:00,102.86,80.86,22,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1991-10-29 00:00:00,102.86,79.86,23,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1992-04-29 00:00:00,102.86,79.76,23.1,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1992-10-22 00:00:00,102.86,79.86,23,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1993-05-26 00:00:00,102.86,80.36,22.5,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1993-11-15 00:00:00,102.86,80.46,22.4,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1994-04-27 00:00:00,102.86,80.36,22.5,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1994-10-25 00:00:00,102.86,79.46,23.4,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1995-05-30 00:00:00,102.86,82.06,20.8,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1995-11-06 00:00:00,102.86,81.46,21.4,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1996-05-21 00:00:00,102.86,82.06,20.8,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1996-12-16 00:00:00,102.86,82.66,20.2,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1997-04-25 00:00:00,102.86,82.16,20.7,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1997-10-29 00:00:00,102.86,82.36,20.5,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1998-04-22 00:00:00,102.86,82.96,19.9,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1998-11-23 00:00:00,102.86,82.26,20.6,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1999-04-14 00:00:00,102.86,85.36,17.5,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",1999-12-06 00:00:00,102.86,81.56,21.3,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2000-04-19 00:00:00,102.86,82.36,20.5,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2000-11-15 00:00:00,102.86,84.66,18.2,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2001-05-16 00:00:00,102.86,81.76,21.1,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2001-10-16 00:00:00,102.86,81.96,20.9,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2002-04-10 00:00:00,102.86,82.06,20.8,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2002-10-14 00:00:00,102.86,NA,NA,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2003-04-09 00:00:00,102.86,82.06,20.8,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2003-11-12 00:00:00,102.86,81.86,21,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2004-03-29 00:00:00,102.86,82.16,20.7,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2004-11-02 00:00:00,102.86,81.56,21.3,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2005-04-13 00:00:00,102.86,84.16,18.7,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2005-11-16 00:00:00,102.86,82.06,20.8,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2006-04-17 00:00:00,102.86,88.66,14.2,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2007-04-04 00:00:00,102.86,82.86,20,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2007-10-24 00:00:00,102.86,82.96,19.9,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2008-04-16 00:00:00,102.86,82.86,20,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2008-11-20 00:00:00,102.86,82.96,19.9,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2009-04-13 00:00:00,102.86,82.76,20.1,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2009-11-24 00:00:00,102.86,82.86,20,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2010-04-30 00:00:00,102.86,83.06,19.8,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2010-11-18 00:00:00,102.86,82.46,20.4,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2011-05-19 00:00:00,102.86,82.46,20.4,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2011-12-20 00:00:00,102.86,82.36,20.5,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2012-05-04 00:00:00,102.86,82.16,20.7,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2012-11-28 00:00:00,102.86,82.76,20.1,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2013-04-18 00:00:00,102.86,82.56,20.3,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2014-03-13 00:00:00,102.86,82.76,20.1,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2014-10-16 00:00:00,102.86,82.66,20.2,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2015-03-24 00:00:00,102.86,82.46,20.4,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2015-10-22 00:00:00,102.86,82.56,20.3,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2016-04-12 00:00:00,102.86,83.36,19.5,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2016-10-19 00:00:00,102.86,82.56,20.3,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386154N1228860W001",2017-03-30 00:00:00,102.86,85.76,17.1,-122.886,38.6154,30,"Unknown","Adjacent"
"CA-DWR","386426N1228818W001",2011-12-05 00:00:00,259,122.5,136.5,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2012-05-31 00:00:00,259,123.75,135.25,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2012-05-31 00:00:00,259,124,135,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2012-11-06 00:00:00,259,118.5,140.5,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2012-11-06 00:00:00,259,117.8,141.2,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2013-04-24 00:00:00,259,125.18,133.82,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2013-04-24 00:00:00,259,126.2,132.8,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2013-11-21 00:00:00,259,120.1,138.9,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2013-11-21 00:00:00,259,116.64,142.36,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2014-03-27 00:00:00,259,118.4,140.6,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2014-03-27 00:00:00,259,120.1,138.9,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2014-10-08 00:00:00,259,113.87,145.13,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2014-10-08 00:00:00,259,121.2,137.8,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2015-03-24 00:00:00,259,121.8,137.2,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2015-03-24 00:00:00,259,123,136,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2015-10-14 00:00:00,259,115.7,143.3,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2016-04-06 00:00:00,259,123.27,135.73,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2016-10-11 00:00:00,259,120.7,138.3,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386426N1228818W001",2017-03-31 00:00:00,261.9,132.03,129.87,-122.881773,38.64263,198,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1964-08-18 00:00:00,122.87,110.17,12.7,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1964-09-15 00:00:00,122.87,110.27,12.6,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1964-10-13 00:00:00,122.87,109.27,13.6,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1964-11-17 00:00:00,122.87,NA,NA,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1964-12-15 00:00:00,122.87,111.57,11.3,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1965-01-19 00:00:00,122.87,NA,NA,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1965-02-16 00:00:00,122.87,111.57,11.3,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1965-03-16 00:00:00,122.87,110.97,11.9,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1965-04-14 00:00:00,122.87,112.07,10.8,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1965-05-17 00:00:00,122.87,NA,NA,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1965-06-14 00:00:00,122.87,111.57,11.3,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1965-07-13 00:00:00,122.87,111.37,11.5,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1965-08-18 00:00:00,122.87,110.87,12,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1965-09-21 00:00:00,122.87,110.77,12.1,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1965-11-10 00:00:00,122.87,NA,NA,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1965-11-30 00:00:00,122.87,111.17,11.7,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1966-01-15 00:00:00,122.87,111.67,11.2,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1966-02-11 00:00:00,122.87,112.07,10.8,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1966-03-14 00:00:00,122.87,105.97,16.9,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1966-04-15 00:00:00,122.87,NA,NA,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1966-04-28 00:00:00,122.87,110.57,12.3,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1966-05-16 00:00:00,122.87,110.17,12.7,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1966-06-20 00:00:00,122.87,105.77,17.1,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1966-07-15 00:00:00,122.87,105.77,17.1,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1966-08-22 00:00:00,122.87,109.77,13.1,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1966-09-15 00:00:00,122.87,109.77,13.1,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1966-10-14 00:00:00,122.87,109.57,13.3,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1966-11-18 00:00:00,122.87,109.17,13.7,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1966-12-16 00:00:00,122.87,112.07,10.8,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1967-01-17 00:00:00,122.87,111.07,11.8,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1967-02-13 00:00:00,122.87,111.37,11.5,-122.9208,38.6478,28,"Residential","Adjacent"
"CA-DWR","386478N1229208W001",1967-03-13 00:00:00,122.87,112.67,10.2,-122.9208,38.6478,28,"Residential","Adjacent"
