"agency","site","datetime","ground_elev_ft","water_elev_ft","wtd_ft","lon","lat","well_depth_ft","well_use","catchment"
"CA-DWR","391730N1232108W001",1983-10-17 00:00:00,642.87,618.27,24.6,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1984-03-21 00:00:00,642.87,624.67,18.2,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1984-10-16 00:00:00,642.87,617.97,24.9,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1985-04-02 00:00:00,642.87,624.47,18.4,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1985-10-29 00:00:00,642.87,617.97,24.9,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1986-04-01 00:00:00,642.87,625.37,17.5,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1986-10-14 00:00:00,642.87,618.37,24.5,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1987-04-22 00:00:00,642.87,623.87,19,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1987-10-20 00:00:00,642.87,616.57,26.3,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1988-04-13 00:00:00,642.87,620.97,21.9,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1988-11-01 00:00:00,642.87,616.07,26.8,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1989-04-25 00:00:00,642.87,624.27,18.6,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1989-11-29 00:00:00,642.87,618.97,23.9,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1990-04-12 00:00:00,642.87,621.87,21,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1990-11-20 00:00:00,642.87,619.27,23.6,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1991-04-25 00:00:00,642.87,623.87,19,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1991-09-25 00:00:00,642.87,616.47,26.4,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1992-04-30 00:00:00,642.87,622.87,20,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1992-12-30 00:00:00,642.87,622.47,20.4,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1993-06-23 00:00:00,642.87,621.37,21.5,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1993-12-07 00:00:00,642.87,617.37,25.5,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1994-04-26 00:00:00,642.87,621.87,21,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1994-10-26 00:00:00,642.87,615.27,27.6,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1995-05-31 00:00:00,642.87,623.57,19.3,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1995-10-11 00:00:00,642.87,617.67,25.2,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1996-05-30 00:00:00,642.87,621.87,21,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1996-12-19 00:00:00,642.87,622.87,20,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1997-04-24 00:00:00,642.87,621.87,21,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1997-11-20 00:00:00,642.87,619.97,22.9,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1998-05-27 00:00:00,642.87,622.47,20.4,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1998-11-23 00:00:00,642.87,621.67,21.2,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1999-04-28 00:00:00,642.87,624.07,18.8,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",1999-12-14 00:00:00,642.87,620.17,22.7,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2000-04-26 00:00:00,642.87,623.77,19.1,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2000-11-14 00:00:00,642.87,619.67,23.2,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2001-05-16 00:00:00,642.87,621.27,21.6,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2001-10-17 00:00:00,642.87,619.47,23.4,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2002-04-09 00:00:00,642.87,622.37,20.5,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2002-10-07 00:00:00,642.87,618.07,24.8,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2003-04-07 00:00:00,642.87,624.27,18.6,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2003-11-19 00:00:00,642.87,619.17,23.7,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2004-03-22 00:00:00,642.87,625.87,17,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2004-10-27 00:00:00,642.87,620.27,22.6,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2005-04-11 00:00:00,642.87,626.47,16.4,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2005-09-26 00:00:00,642.87,618.97,23.9,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2006-03-20 00:00:00,642.87,627.17,15.7,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2007-04-03 00:00:00,642.87,623.67,19.2,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2007-10-22 00:00:00,642.87,619.47,23.4,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2008-04-15 00:00:00,642.87,622.87,20,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2008-11-19 00:00:00,642.87,619.37,23.5,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2009-05-27 00:00:00,642.87,620.37,22.5,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2009-12-16 00:00:00,642.87,619.57,23.3,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2010-04-27 00:00:00,642.87,625.37,17.5,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2010-11-16 00:00:00,642.87,621.07,21.8,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2011-05-25 00:00:00,642.87,622.17,20.7,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2011-12-14 00:00:00,642.87,617.97,24.9,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2012-05-03 00:00:00,642.87,623.57,19.3,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2012-11-27 00:00:00,642.87,616.57,26.3,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2013-04-24 00:00:00,642.87,592.87,50,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2013-12-11 00:00:00,642.87,NA,NA,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2014-03-04 00:00:00,642.87,NA,NA,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2014-03-04 00:00:00,642.87,NA,NA,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2014-10-23 00:00:00,642.87,NA,NA,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2015-03-25 00:00:00,642.87,622.57,20.3,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2015-10-20 00:00:00,642.87,612.77,30.1,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2016-03-18 00:00:00,642.87,628.67,14.2,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2016-10-25 00:00:00,642.87,616.57,26.3,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391730N1232108W001",2017-03-29 00:00:00,642.87,625.47,17.4,-123.2108,39.173,62,"Unknown","Adjacent"
"CA-DWR","391860N1232039W001",2014-11-07 11:30:00,620,598,22,-123.20388,39.185992,45,"Unknown","Adjacent"
"CA-DWR","391860N1232039W001",2014-11-07 11:30:00,620,598,22,-123.20388,39.185992,45,"Unknown","Adjacent"
"CA-DWR","391860N1232039W001",2015-05-01 12:23:00,620,600,20,-123.20388,39.185992,45,"Unknown","Adjacent"
"CA-DWR","391860N1232039W001",2015-10-16 15:00:00,620,597.33,22.67,-123.20388,39.185992,45,"Unknown","Adjacent"
"CA-DWR","391860N1232039W001",2016-04-13 08:33:00,620,603,17,-123.20388,39.185992,45,"Unknown","Adjacent"
"CA-DWR","391860N1232039W001",2016-10-21 14:36:00,620,596,24,-123.20388,39.185992,45,"Unknown","Adjacent"
"CA-DWR","391860N1232039W001",2017-04-19 17:04:00,620,601.58,18.42,-123.20388,39.185992,45,"Unknown","Adjacent"
"CA-DWR","391920N1232273W001",2016-04-21 13:35:00,667,661.24,5.75999999999999,-123.22726,39.19199,140,"Unknown","Adjacent"
"CA-DWR","391920N1232273W001",2016-10-13 13:15:00,667,659.976,7.024,-123.22726,39.19199,140,"Unknown","Adjacent"
"CA-DWR","391932N1232124W001",2016-05-11 10:35:00,654,644.265,9.73500000000001,-123.21236,39.19315,NA,"Unknown","Adjacent"
"CA-DWR","391932N1232124W001",2016-10-13 12:38:00,654,641.085,12.915,-123.21236,39.19315,NA,"Unknown","Adjacent"
"CA-DWR","393044N1238026W001",2014-09-30 09:50:00,71.83,63.25,8.58,-123.80258,39.304368,100,"Observation","Adjacent"
"CA-DWR","393044N1238026W001",2015-04-27 10:13:00,71.83,65.13,6.7,-123.80258,39.304368,100,"Observation","Adjacent"
"CA-DWR","393044N1238026W001",2015-10-05 00:00:00,71.83,59.16,12.67,-123.80258,39.304368,100,"Observation","Adjacent"
"CA-DWR","393044N1238026W001",2016-03-28 13:05:00,71.83,66.95,4.88,-123.80258,39.304368,100,"Observation","Adjacent"
"CA-DWR","393044N1238026W001",2016-11-18 10:00:00,68.94,62.83,6.11,-123.80258,39.304368,100,"Observation","Adjacent"
"CA-DWR","393046N1238012W001",2014-09-30 09:55:00,90.63,80.16,10.47,-123.801227,39.304564,100,"Observation","Adjacent"
"CA-DWR","393046N1238012W001",2015-04-27 10:16:00,90.63,83.48,7.15000000000001,-123.801227,39.304564,100,"Observation","Adjacent"
"CA-DWR","393046N1238012W001",2015-10-05 00:00:00,87.73,77.48,10.25,-123.801227,39.304564,100,"Observation","Adjacent"
"CA-DWR","393046N1238012W001",2016-03-28 00:00:00,85.29,85.29,1.4210854715202e-14,-123.801227,39.304564,100,"Observation","Adjacent"
"CA-DWR","393046N1238012W001",2016-11-18 10:04:00,87.73,80.82,6.91,-123.801227,39.304564,100,"Observation","Adjacent"
"CA-DWR","393052N1238049W001",2014-09-30 09:45:00,80.93,55.03,25.9,-123.804869,39.305155,150,"Observation","Adjacent"
"CA-DWR","393052N1238049W001",2015-04-27 10:10:00,80.93,55.91,25.02,-123.804869,39.305155,150,"Observation","Adjacent"
"CA-DWR","393052N1238049W001",2015-10-05 00:00:00,77.99,51.68,26.31,-123.804869,39.305155,150,"Observation","Adjacent"
"CA-DWR","393052N1238049W001",2016-03-28 13:00:00,61.48,61.48,-7.105427357601e-15,-123.804869,39.305155,150,"Observation","Adjacent"
"CA-DWR","393052N1238049W001",2016-11-18 09:54:00,77.99,52.98,25.01,-123.804869,39.305155,150,"Observation","Adjacent"
"CA-DWR","393061N1237970W001",2014-09-30 10:25:00,112.24,70.43,41.81,-123.796969,39.306127,175,"Unknown","Adjacent"
"CA-DWR","393061N1237970W001",2015-04-27 10:40:00,112.24,88.22,24.02,-123.796969,39.306127,175,"Unknown","Adjacent"
"CA-DWR","393061N1237970W001",2015-10-05 00:00:00,109.27,73.31,35.96,-123.796969,39.306127,175,"Unknown","Adjacent"
"CA-DWR","393061N1237970W001",2016-03-28 13:18:00,112.24,95.64,16.6,-123.796969,39.306127,175,"Unknown","Adjacent"
"CA-DWR","393061N1237970W001",2016-11-18 10:30:00,109.27,73.04,36.23,-123.796969,39.306127,175,"Unknown","Adjacent"
"CA-DWR","393061N1238013W001",2014-09-30 10:40:00,119.73,99.49,20.24,-123.801294,39.306057,215,"Unknown","Adjacent"
"CA-DWR","393061N1238013W001",2015-04-27 10:50:00,119.73,107.32,12.41,-123.801294,39.306057,215,"Unknown","Adjacent"
"CA-DWR","393061N1238013W001",2015-10-05 00:00:00,116.8,95.36,21.44,-123.801294,39.306057,215,"Unknown","Adjacent"
"CA-DWR","393061N1238013W001",2016-03-28 13:27:00,119.73,111.81,7.92,-123.801294,39.306057,215,"Unknown","Adjacent"
"CA-DWR","393061N1238013W001",2016-11-18 10:41:00,116.8,102.37,14.43,-123.801294,39.306057,215,"Unknown","Adjacent"
"CA-DWR","393066N1238035W001",2014-09-30 10:45:00,124.13,84.99,39.14,-123.803489,39.306591,150,"Unknown","Adjacent"
"CA-DWR","393066N1238035W001",2015-04-27 10:52:00,124.13,99,25.13,-123.803489,39.306591,150,"Unknown","Adjacent"
"CA-DWR","393066N1238035W001",2015-10-05 00:00:00,121.19,79.24,41.95,-123.803489,39.306591,150,"Unknown","Adjacent"
"CA-DWR","393066N1238035W001",2016-03-28 13:30:00,124.13,110.32,13.81,-123.803489,39.306591,150,"Unknown","Adjacent"
"CA-DWR","393066N1238035W001",2016-11-18 00:00:00,121.19,92.38,28.81,-123.803489,39.306591,150,"Unknown","Adjacent"
"CA-DWR","393071N1238005W001",2014-09-30 10:35:00,131.73,109.11,22.62,-123.800529,39.307111,150,"Observation","Adjacent"
"CA-DWR","393071N1238005W001",2015-04-27 10:47:00,131.73,116.19,15.54,-123.800529,39.307111,150,"Observation","Adjacent"
"CA-DWR","393071N1238005W001",2015-10-05 00:00:00,128.8,105.72,23.08,-123.800529,39.307111,150,"Observation","Adjacent"
"CA-DWR","393071N1238005W001",2016-03-28 13:24:00,131.73,124.19,7.54000000000001,-123.800529,39.307111,150,"Observation","Adjacent"
"CA-DWR","393071N1238005W001",2016-11-18 10:38:00,128.8,110.9,17.9,-123.800529,39.307111,150,"Observation","Adjacent"
"CA-DWR","393074N1237946W001",2014-09-30 10:05:00,127.34,112.26,15.08,-123.794629,39.307381,240,"Unknown","Adjacent"
"CA-DWR","393074N1237946W001",2015-04-27 10:29:00,127.34,122.41,4.93000000000002,-123.794629,39.307381,240,"Unknown","Adjacent"
"CA-DWR","393074N1237946W001",2015-10-05 00:00:00,124.41,115.94,8.47,-123.794629,39.307381,240,"Unknown","Adjacent"
"CA-DWR","393074N1237946W001",2016-03-28 13:12:00,127.34,122.91,4.43000000000002,-123.794629,39.307381,240,"Unknown","Adjacent"
"CA-DWR","393074N1237946W001",2016-11-18 10:20:00,124.41,120.02,4.39,-123.794629,39.307381,240,"Unknown","Adjacent"
"CA-DWR","393077N1237994W001",2014-09-30 10:30:00,138.54,115.58,22.96,-123.799416,39.307711,206,"Unknown","Adjacent"
"CA-DWR","393077N1237994W001",2015-04-27 10:44:00,138.54,119.97,18.57,-123.799416,39.307711,206,"Unknown","Adjacent"
"CA-DWR","393077N1237994W001",2015-10-05 00:00:00,135.58,112.02,23.56,-123.799416,39.307711,206,"Unknown","Adjacent"
"CA-DWR","393077N1237994W001",2016-03-28 13:21:00,138.54,126.32,12.22,-123.799416,39.307711,206,"Unknown","Adjacent"
"CA-DWR","393077N1237994W001",2016-11-18 00:00:00,135.38,115.33,20.05,-123.799416,39.307711,206,"Unknown","Adjacent"
"CA-DWR","393080N1237956W001",2014-09-30 10:10:00,148.44,131.79,16.65,-123.795571,39.30805,150,"Observation","Adjacent"
"CA-DWR","393080N1237956W001",2015-04-27 10:35:00,148.44,138.78,9.66,-123.795571,39.30805,150,"Observation","Adjacent"
"CA-DWR","393080N1237956W001",2015-10-05 00:00:00,148.44,131.9,16.54,-123.795571,39.30805,150,"Observation","Adjacent"
"CA-DWR","393080N1237956W001",2016-03-28 13:15:00,148.44,144.94,3.5,-123.795571,39.30805,150,"Observation","Adjacent"
"CA-DWR","393080N1237956W001",2016-11-18 10:25:00,145.52,134.69,10.83,-123.795571,39.30805,150,"Observation","Adjacent"
"CA-DWR","393090N1237910W001",2014-09-30 14:05:00,284.94,264.99,19.95,-123.791003,39.308996,65,"Unknown","Adjacent"
"CA-DWR","393090N1237910W001",2015-04-27 13:58:00,284.94,271.62,13.32,-123.791003,39.308996,65,"Unknown","Adjacent"
"CA-DWR","393090N1237910W001",2015-10-05 00:00:00,282.04,261.73,20.31,-123.791003,39.308996,65,"Unknown","Adjacent"
"CA-DWR","393090N1237910W001",2016-03-28 14:06:00,284.94,277.48,7.46000000000004,-123.791003,39.308996,65,"Unknown","Adjacent"
"CA-DWR","393090N1237910W001",2016-11-18 14:01:00,282.04,266.09,15.95,-123.791003,39.308996,65,"Unknown","Adjacent"
"CA-DWR","393099N1237843W001",2014-09-30 13:58:00,353.54,346.64,6.89999999999998,-123.784321,39.309889,150,"Observation","Adjacent"
"CA-DWR","393099N1237843W001",2015-04-27 13:51:00,353.54,350.8,2.74000000000001,-123.784321,39.309889,150,"Observation","Adjacent"
"CA-DWR","393099N1237843W001",2015-10-05 00:00:00,348.97,342.49,6.48000000000002,-123.784321,39.309889,150,"Observation","Adjacent"
"CA-DWR","393099N1237843W001",2016-03-28 14:03:00,353.54,352.16,1.38,-123.784321,39.309889,150,"Observation","Adjacent"
"CA-DWR","393099N1237843W001",2016-11-18 00:00:00,348.97,347.38,1.59000000000003,-123.784321,39.309889,150,"Observation","Adjacent"
"CA-DWR","393108N1237904W001",2014-09-30 13:41:00,292.44,288.19,4.25,-123.790384,39.310769,35,"Unknown","Adjacent"
"CA-DWR","393108N1237904W001",2015-04-27 13:39:00,292.44,293.59,-1.15000000000003,-123.790384,39.310769,35,"Unknown","Adjacent"
"CA-DWR","393108N1237904W001",2015-10-05 00:00:00,292.44,284.04,8.40000000000003,-123.790384,39.310769,35,"Unknown","Adjacent"
"CA-DWR","393108N1237904W001",2016-03-28 00:00:00,292.44,293.74,-1.30000000000001,-123.790384,39.310769,35,"Unknown","Adjacent"
"CA-DWR","393108N1237904W001",2016-11-18 13:38:00,289.47,290.07,-0.599999999999966,-123.790384,39.310769,35,"Unknown","Adjacent"
