STORAGE_IN,CONSTANT_HEAD_IN,RECHARGE_IN,STREAM_LEAKAGE_IN,MNW2_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,RECHARGE_OUT,STREAM_LEAKAGE_OUT,MNW2_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY,datetime,leakage
1054107.8,275.6667,0.0,15017.627,1418.9277,1070819.9,0.0,55542.0,0.0,1013866.4,1415.1232,1070823.5,-3.625,-0.0,1986-05-28 00:00:00.000000,-998848.75
1041391.8,302.8737,0.0,4833.779,1406.0186,1047934.44,0.0,53242.13,0.0,993293.7,1402.1633,1047938.0,-3.5625,-0.0,1986-06-27 00:00:00.000000,-988459.94
1027542.06,323.1086,0.0,1975.9327,1396.9193,1031238.06,0.0,51561.695,0.0,978310.6,1386.4778,1031258.8,-20.75,-0.0,1986-07-28 00:00:00.000000,-976334.7
1014866.9,338.1439,0.0,1134.1058,1378.4503,1017717.56,0.0,50259.188,0.0,966087.5,1374.5028,1017721.2,-3.625,-0.0,1986-08-28 00:00:00.000000,-964953.4
1003536.94,349.9913,0.0,1094.4515,1370.0891,1006351.44,0.0,49222.723,0.0,955767.4,1359.5748,1006349.7,1.75,0.0,1986-09-27 00:00:00.000000,-954672.94
988359.2,360.8229,0.0,5764.238,1356.63,995840.9,21.0032,48314.395,0.0,946157.75,1346.0748,995839.2,1.6875,0.0,1986-10-28 00:00:00.000000,-940393.5
946035.9,369.7474,0.0,42205.13,1344.5127,989955.25,3561.5627,47584.57,0.0,937474.75,1333.9912,989954.9,0.375,0.0,1986-11-27 00:00:00.000000,-895269.6
0.0,294.6476,2210374.5,162279.22,1351.011,2374299.5,1321332.0,52432.344,0.0,999209.8,1340.1519,2374314.5,-15.0,-0.0,1986-12-28 00:00:00.000000,-836930.6
0.0,260.8014,2210374.5,199848.33,1369.5544,2411853.0,1331555.6,55187.414,0.0,1023766.1,1358.9248,2411868.0,-15.0,-0.0,1987-01-28 00:00:00.000000,-823917.8
58.3856,242.471,2210374.5,175310.58,1392.9888,2387378.8,1286986.1,57025.58,0.0,1041998.44,1383.079,2387393.2,-14.5,-0.0,1987-02-25 00:00:00.000000,-866687.9
1086.8602,229.0338,2210374.5,143711.72,1414.9833,2356817.2,1238537.5,58635.547,0.0,1058253.4,1404.7675,2356831.2,-14.0,-0.0,1987-03-28 00:00:00.000000,-914541.6
14821.538,219.5944,2210374.5,63903.723,1428.6667,2290748.2,1157040.5,59844.324,0.0,1072456.9,1418.7141,2290760.5,-12.25,-0.0,1987-04-27 00:00:00.000000,-1008553.1
1051357.2,275.931,0.0,15026.622,1415.4417,1068075.2,0.0,55449.32,0.0,1011219.2,1405.5111,1068074.0,1.25,0.0,1987-05-28 00:00:00.000000,-996192.56
1038693.94,303.1761,0.0,4819.1313,1398.662,1045214.94,0.0,53150.5,0.0,990672.94,1394.8306,1045218.25,-3.3125,-0.0,1987-06-27 00:00:00.000000,-985853.8
1024899.1,323.4109,0.0,1960.3492,1389.0461,1028572.0,0.0,51470.668,0.0,975720.25,1378.7128,1028569.6,2.375,0.0,1987-07-28 00:00:00.000000,-973759.9
1012219.9,338.4591,0.0,1117.1176,1376.155,1015051.56,0.0,50168.863,0.0,963516.3,1365.6807,1015050.9,0.6875,0.0,1987-08-28 00:00:00.000000,-962399.2
1000911.94,350.3175,0.0,1089.2401,1358.3429,1003709.8,0.0,49132.953,0.0,953226.0,1354.4155,1003713.4,-3.5625,-0.0,1987-09-27 00:00:00.000000,-952136.75
985751.5,361.1531,0.0,5763.1567,1349.5637,993225.4,20.7745,48224.887,0.0,943639.44,1339.0433,993224.2,1.1875,0.0,1987-10-28 00:00:00.000000,-937876.25
943395.9,370.0864,0.0,42256.492,1338.9412,987361.4,3563.0503,47495.77,0.0,934973.6,1328.4172,987360.9,0.5,0.0,1987-11-27 00:00:00.000000,-892717.1
0.0,294.9325,2210374.5,162600.19,1343.7329,2374613.5,1324338.8,52343.965,0.0,996613.1,1332.8187,2374628.8,-15.25,-0.0,1987-12-28 00:00:00.000000,-834012.94
0.0,261.0856,2210374.5,200309.48,1363.0503,2412308.0,1334716.0,55099.33,0.0,1021155.4,1352.3214,2412323.0,-15.0,-0.0,1988-01-28 00:00:00.000000,-820845.9
51.9589,242.7176,2210374.5,175633.42,1386.7621,2387689.5,1289996.6,56938.125,0.0,1039391.5,1376.7728,2387703.0,-13.5,-0.0,1988-02-25 00:00:00.000000,-863758.06
1082.3699,229.2795,2210374.5,143996.89,1409.0306,2357092.2,1241519.1,58548.227,0.0,1055639.9,1398.6882,2357106.0,-13.75,-0.0,1988-03-27 00:00:00.000000,-911643.0
14803.641,219.8178,2210374.5,64061.902,1422.784,2290882.8,1159885.0,59757.24,0.0,1069840.1,1412.7856,2290895.2,-12.5,-0.0,1988-04-26 00:00:00.000000,-1005778.25
1048741.6,276.1728,0.0,15036.609,1405.2355,1065459.6,0.0,55362.89,0.0,1008698.75,1401.4391,1065463.1,-3.5,-0.0,1988-05-27 00:00:00.000000,-993662.1
1036126.4,303.4519,0.0,4807.3843,1391.9875,1042629.2,0.0,53065.12,0.0,988179.7,1388.1528,1042632.94,-3.75,-0.0,1988-06-26 00:00:00.000000,-983372.3
1022357.94,323.6869,0.0,1945.1694,1377.4102,1026004.25,0.0,51385.87,0.0,973248.44,1373.5054,1026007.8,-3.5625,-0.0,1988-07-27 00:00:00.000000,-971303.25
1009700.25,338.7471,0.0,1104.0184,1369.214,1012512.2,0.0,50084.727,0.0,961067.25,1358.787,1012510.8,1.375,0.0,1988-08-27 00:00:00.000000,-959963.25
998416.6,350.6155,0.0,1081.0547,1356.1652,1001204.5,0.0,49049.19,0.0,950809.06,1345.7343,1001204.0,0.5,0.0,1988-09-26 00:00:00.000000,-949728.0
983271.9,361.4547,0.0,5762.6914,1344.1636,990740.2,20.5585,48141.53,0.0,941242.8,1333.6611,990738.56,1.625,0.0,1988-10-27 00:00:00.000000,-935480.1
940888.56,370.3958,0.0,42312.98,1332.0079,984903.94,3568.8477,47412.97,0.0,932599.8,1321.5261,984903.1,0.8125,0.0,1988-11-26 00:00:00.000000,-890286.8
0.0,295.1925,2210374.5,162899.2,1336.4401,2374905.5,1327194.0,52261.574,0.0,994139.44,1325.5428,2374920.5,-15.0,-0.0,1988-12-27 00:00:00.000000,-831240.25
0.0,261.3457,2210374.5,200735.77,1355.0519,2412726.5,1337713.8,55017.098,0.0,1018666.9,1344.3953,2412742.2,-15.75,-0.0,1989-01-27 00:00:00.000000,-817931.1
53.639,242.9438,2210374.5,175955.9,1379.5277,2388006.5,1292885.6,56856.555,0.0,1036909.06,1369.5573,2388020.8,-14.25,-0.0,1989-02-24 00:00:00.000000,-860953.1
1083.9386,229.5052,2210374.5,144267.08,1402.1902,2357357.2,1244360.9,58466.703,0.0,1053151.9,1391.9318,2357371.5,-14.25,-0.0,1989-03-27 00:00:00.000000,-908884.8
14792.787,220.0227,2210374.5,64219.58,1416.0968,2291022.8,1162607.5,59676.1,0.0,1067346.1,1406.1241,2291035.8,-13.0,-0.0,1989-04-26 00:00:00.000000,-1003126.56
1046245.44,276.3952,0.0,15048.899,1402.6069,1062973.4,0.0,55282.254,0.0,1006296.7,1392.669,1062971.6,1.75,0.0,1989-05-27 00:00:00.000000,-991247.8
1033686.25,303.7043,0.0,4795.258,1384.4026,1040169.56,0.0,52985.477,0.0,985807.3,1380.575,1040173.4,-3.8125,-0.0,1989-06-26 00:00:00.000000,-981012.06
1019939.2,323.9395,0.0,1929.3132,1375.5188,1023567.94,0.0,51306.832,0.0,970895.1,1365.1696,1023567.1,0.8125,0.0,1989-07-27 00:00:00.000000,-968965.8
1007283.44,339.0108,0.0,1096.0544,1357.9221,1010076.44,0.0,50006.188,0.0,958744.44,1354.0035,1010104.6,-28.1875,-0.0,1989-08-27 00:00:00.000000,-957648.4
996042.25,350.8882,0.0,1074.7843,1350.4733,998818.44,0.0,48971.094,0.0,948507.2,1340.0737,998818.3,0.125,0.0,1989-09-26 00:00:00.000000,-947432.4
980906.9,361.7305,0.0,5764.2153,1337.8832,988370.7,20.356,48063.793,0.0,938957.0,1327.4215,988368.56,2.125,0.0,1989-10-27 00:00:00.000000,-933192.8
938499.9,370.6788,0.0,42368.76,1338.3385,982577.6,3576.536,47335.758,0.0,930334.2,1329.6052,982576.1,1.5,0.0,1989-11-26 00:00:00.000000,-887965.44
0.0,295.4302,2210374.5,163142.06,1342.5455,2375154.5,1329861.2,52184.883,0.0,991790.8,1332.7457,2375169.8,-15.25,-0.0,1989-12-27 00:00:00.000000,-828648.75
0.0,261.5838,2210374.5,201150.64,1358.7983,2413145.5,1340571.2,54940.43,0.0,1016300.3,1349.4067,2413161.5,-16.0,-0.0,1990-01-26 21:35:51.562500,-815149.7
56.2296,243.1514,2210374.5,176259.84,1385.7107,2388319.5,1295635.9,56780.457,0.0,1034540.75,1376.5688,2388333.5,-14.0,-0.0,1990-02-23 21:35:51.562500,-858280.9
1076.7502,229.7122,2210374.5,144513.56,1409.226,2357603.8,1247045.8,58390.75,0.0,1050782.2,1399.7413,2357618.5,-14.75,-0.0,1990-03-26 21:35:51.562500,-906268.7
14785.691,220.2109,2210374.5,64376.305,1422.5469,2291179.2,1165201.4,59600.617,0.0,1064976.2,1413.537,2291191.8,-12.5,-0.0,1990-04-25 21:35:51.562500,-1000599.94
1043874.3,276.599,0.0,15063.286,1403.8434,1060618.1,0.057787,55207.11,0.0,1004013.75,1400.4497,1060621.4,-3.25,-0.0,1990-05-26 21:35:51.562500,-988950.44
1031360.44,303.9353,0.0,4782.334,1394.1307,1037840.8,0.0,52911.26,0.0,983543.9,1384.9414,1037840.06,0.75,0.0,1990-06-25 21:35:51.562500,-978761.56
1017641.25,324.1709,0.0,1918.7356,1377.4062,1021261.6,0.0,51233.16,0.0,968657.8,1373.9038,1021264.9,-3.25,-0.0,1990-07-26 21:35:51.562500,-966739.06
1005031.44,339.2527,0.0,1091.0145,1369.425,1007831.1,0.0,49932.914,0.0,956535.5,1360.042,1007828.5,2.625,0.0,1990-08-26 21:35:51.562500,-955444.5
993782.8,351.138,0.0,1072.0403,1358.312,996564.3,0.0,48898.33,0.0,946314.06,1348.9371,996561.3,3.0,0.0,1990-09-25 21:35:51.562500,-945242.0
978654.1,361.9833,0.0,5770.2744,1344.8278,986131.2,20.175,47991.27,0.0,936781.5,1335.4095,986128.4,2.8125,0.0,1990-10-26 21:35:51.562500,-931011.25
936223.44,370.9377,0.0,42418.355,1327.7146,980340.44,3583.6033,47263.777,0.0,928171.56,1324.2124,980343.1,-2.6875,-0.0,1990-11-25 21:35:51.562500,-885753.2
0.0,295.6482,2210374.5,163375.19,1336.265,2375381.8,1332405.5,52113.184,0.0,989551.3,1326.4613,2375396.5,-14.75,-0.0,1990-12-26 21:35:51.562500,-826176.1
