State_Well_Number,Measurement_Date,RP_Elevation,GS_Elevation,RPWS,WSE,GSWS,QM_Code,NM_Code,Agency,Comment
13N14W02N001M,09-13-2004 14:50,380,377,16.05,363.95,13.05,,,5562,""
13N14W02N001M,10-05-2004 14:25,380,377,16.62,363.38,13.62,,,5562,""
13N14W02N001M,10-28-2004 00:00,380,377,15.3,364.7,12.3,,,5050,""
13N14W02N001M,11-09-2004 14:50,380,377,15.24,364.76,12.24,,,5562,""
13N14W02N001M,12-10-2004 13:50,380,377,13.48,366.52,10.48,,,5562,""
13N14W02N001M,01-21-2005 12:45,380,377,7.05,372.95,4.05,,,5562,""
13N14W02N001M,02-04-2005 14:55,380,377,5.91,374.09,2.91,,,5562,""
13N14W02N001M,03-11-2005 15:45,380,377,4.54,375.46,1.54,,,5562,""
13N14W02N001M,04-11-2005 00:00,380,377,4.7,375.3,1.7,,,5050,""
13N14W02N001M,04-26-2005 13:30,380,377,6.06,373.94,3.06,,,5562,""
13N14W02N001M,05-11-2005 12:50,380,377,6.35,373.65,3.35,,,5562,""
13N14W02N001M,06-15-2005 15:50,380,377,7.39,372.61,4.39,,,5562,""
13N14W02N001M,07-29-2005 13:05,380,377,10.25,369.75,7.25,,,5562,""
13N14W02N001M,08-26-2005 16:20,380,377,11.85,368.15,8.85,,,5562,""
13N14W02N001M,09-15-2005 14:30,380,377,12.9,367.1,9.9,,,5562,""
13N14W02N001M,09-27-2005 00:00,380,377,13.5,366.5,10.5,,,5050,""
13N14W02N001M,10-19-2005 16:10,380,377,14.41,365.59,11.41,,,5562,""
13N14W02N001M,01-20-2006 16:10,380,377,5.07,374.93,2.07,,,5562,""
13N14W02N001M,02-15-2006 12:15,380,377,5.31,374.69,2.31,,,5562,""
13N14W02N001M,03-21-2006 00:00,380,377,4.5,375.5,1.5,,,5050,""
13N14W02N001M,03-29-2006 16:40,380,377,4.4,375.6,1.4,,,5562,""
13N14W02N001M,04-18-2006 12:45,380,377,4.35,375.65,1.35,,,5562,"PDST  HIGHEST READING SO FAR!"
13N14W02N001M,05-18-2006 15:05,380,377,7.3,372.7,4.3,,,5562,""
13N14W02N001M,06-27-2006 14:30,380,377,10.38,369.62,7.38,,,5562,""
13N14W02N001M,07-18-2006 12:15,380,377,11.23,368.77,8.23,,,5562,""
13N14W02N001M,08-21-2006 12:43,380,377,12.96,367.04,9.96,,,5562,""
13N14W02N001M,09-21-2006 10:25,380,377,14.45,365.55,11.45,,,5562,""
13N14W02N001M,10-18-2006 10:17,380,377,15.34,364.66,12.34,,,5562,""
13N14W02N001M,11-14-2006 11:20,380,377,15.25,364.75,12.25,,,5562,""
13N14W02N001M,12-18-2006 15:30,380,377,12.22,367.78,9.22,,,5562,""
13N14W02N001M,01-16-2007 13:38,380,377,9.18,370.82,6.18,,,5562,""
13N14W02N001M,02-13-2007 15:34,380,377,7.3,372.7,4.3,,,5562,""
13N14W02N001M,03-15-2007 15:20,380,377,5.66,374.34,2.66,,,5562,""
13N14W02N001M,04-03-2007 00:00,380,377,7.2,372.8,4.2,,,5050,""
13N14W02N001M,04-25-2007 15:21,380,377,7.67,372.33,4.67,,,5562,""
13N14W02N001M,05-18-2007 00:00,380,377,9,371,6,,,5562,"NULL"
13N14W02N001M,06-25-2007 00:00,380,377,11.3,368.7,8.3,,,5562,"NULL"
13N14W02N001M,07-12-2007 00:00,380,377,12.3,367.7,9.3,,,5562,"NULL"
13N14W02N001M,08-21-2007 00:00,380,377,15.7,364.3,12.7,,,5562,"NULL"
13N14W02N001M,09-24-2007 00:00,380,377,16.5,363.5,13.5,,,5562,"NULL"
13N14W02N001M,10-23-2007 00:00,380,377,15.3,364.7,12.3,,,5050,""
13N14W02N001M,10-26-2007 00:00,380,377,15.4,364.6,12.4,,,5562,"NULL"
13N14W02N001M,11-28-2007 00:00,380,377,16,364,13,,,5562,"NULL"
13N14W02N001M,01-12-2008 00:00,380,377,12.3,367.7,9.3,,,5562,"NULL"
13N14W02N001M,02-05-2008 00:00,380,377,5.6,374.4,2.6,,,5562,"NULL"
13N14W02N001M,03-03-2008 15:32,380,377,5.44,374.56,2.44,,,5562,""
13N14W02N001M,04-03-2008 15:39,380,377,6.91,373.09,3.91,,,5562,""
13N14W02N001M,04-21-2008 00:00,380,377,8.4,371.6,5.4,,,5050,""
13N14W02N001M,05-02-2008 15:37,380,377,8.73,371.27,5.73,,,5562,""
13N14W02N001M,06-03-2008 15:37,380,377,10.48,369.52,7.48,,,5562,""
13N14W02N001M,07-03-2008 15:39,380,377,12.11,367.89,9.11,,,5562,""
13N14W02N001M,07-24-2008 15:58,380,377,13.67,366.33,10.67,,,5562,""
13N14W02N001M,09-09-2008 15:32,380,377,16.51,363.49,13.51,,,5562,""
13N14W02N001M,10-06-2008 15:42,380,377,16.66,363.34,13.66,,,5562,""
13N14W02N001M,11-17-2008 15:30,380,377,14.44,365.56,11.44,,,5562,""
13N14W02N001M,12-03-2008 00:00,380,377,14.9,365.1,11.9,,,5562,""
13N14W02N001M,12-11-2008 15:35,380,377,15.02,364.98,12.02,,,5562,""
13N14W02N001M,01-14-2009 15:22,380,377,14.06,365.94,11.06,,,5562,""
13N14W02N001M,02-19-2009 15:22,380,377,10.53,369.47,7.53,,,5562,""
13N14W02N001M,03-12-2009 14:58,380,377,7.53,372.47,4.53,,,5562,""
13N14W02N001M,04-14-2009 15:47,380,377,7.85,372.15,4.85,,,5562,""
13N14W02N001M,05-13-2009 00:00,380,377,8.68,371.32,5.68,,,5562,""
13N14W02N001M,05-28-2009 00:00,380,377,9.8,370.2,6.8,,,5562,""
13N14W02N001M,06-11-2009 00:00,380,377,10.77,369.23,7.77,,,5562,""
13N14W02N001M,07-10-2009 00:00,380,377,12.82,367.18,9.82,,,5562,""
13N14W02N001M,08-14-2009 00:00,380,377,15.3,364.7,12.3,,,5562,""
13N14W02N001M,09-11-2009 00:00,380,377,16.74,363.26,13.74,,,5562,""
13N14W02N001M,10-16-2009 00:00,380,377,15.95,364.05,12.95,,,5562,""
13N14W02N001M,11-18-2009 00:00,380,377,15.87,364.13,12.87,,,5562,""
13N14W02N001M,12-28-2009 00:00,380,377,12.89,367.11,9.89,,,5562,""
13N14W02N001M,01-27-2010 00:00,380,377,6.39,373.61,3.39,,,5562,""
13N14W02N001M,02-27-2010 00:00,380,377,5.55,374.45,2.55,,,5562,""
13N14W02N001M,03-19-2010 00:00,380,377,5.14,374.86,2.14,,,5562,""
13N14W02N001M,04-16-2010 00:00,380,377,3.99,376.01,0.99,,,5562,""
13N14W02N001M,04-29-2010 00:00,380,377,5.5,374.5,2.5,,,5050,""
13N14W02N001M,05-04-2010 00:00,380,377,5.33,374.67,2.33,,,5050,""
13N14W02N001M,05-25-2010 00:00,380,377,7.03,372.97,4.03,,,5562,""
13N14W02N001M,06-24-2010 00:00,380,377,8.86,371.14,5.86,,,5050,""
13N14W02N001M,07-23-2010 00:00,380,377,10.65,369.35,7.65,,,5562,""
13N14W02N001M,08-19-2010 00:00,380,377,12,368,9,,,5562,""
13N14W02N001M,09-30-2010 00:00,380,377,14.49,365.51,11.49,,,5562,""
13N14W02N001M,10-29-2010 00:00,380,377,13.45,366.55,10.45,,,5562,""
13N14W02N001M,11-17-2010 00:00,380,377,11.1,368.9,8.1,,,5050,""
13N14W02N001M,11-29-2010 00:00,380,377,8.69,371.31,5.69,,,5562,""
13N14W02N001M,12-27-2010 00:00,380,377,5.32,374.68,2.32,,,5562,""
13N14W02N001M,01-31-2011 00:00,380,377,5.79,374.21,2.79,,,5562,""
13N14W02N001M,02-23-2011 00:00,380,377,5.11,374.89,2.11,,,5562,""
13N14W02N001M,03-29-2011 00:00,380,377,4.29,375.71,1.29,,,5562,""
13N14W02N001M,05-02-2011 00:00,380,377,6.9,373.1,3.9,,,5562,""
13N14W02N001M,05-26-2011 00:00,380,377,8.1,371.9,5.1,,,5050,""
13N14W02N001M,06-23-2011 00:00,380,377,8.48,371.52,5.48,,,5562,""
13N14W02N001M,07-20-2011 00:00,380,377,10.39,369.61,7.39,,,5562,""
13N14W02N001M,10-25-2011 00:00,380,377,13.35,366.65,10.35,,,5562,""
13N14W02N001M,11-30-2011 00:00,380,377,12.66,367.34,9.66,,,5562,""
13N14W02N001M,12-13-2011 00:00,380,377,13.2,366.8,10.2,,,5050,""
13N14W02N001M,12-16-2011 00:00,380,377,13.14,366.86,10.14,,,5562,""

Well Coordinate Information
Projection,Datum,Easting,Northing,Units,Zone
LL,NAD83,123.3775,39.0106,decimal degrees,
UTM,NAD83,467320.0000,4318023.0000,metres,10
UTM,NAD27,467416.0000,4317826.0000,metres,10
LL,NAD27,123.3763,39.0107,decimal degrees,
Well Use:Observation 
