WellNum,Success
0,True
1,True
101,True
126,True
151,True
176,True
201,True
226,True
251,True
26,True
276,True
301,True
326,True
351,True
376,True
401,True
426,True
451,True
476,True
501,True
51,True
526,True
551,True
576,True
601,True
626,True
651,True
676,True
701,True
726,True
751,True
76,True
776,True
