"row" "col" "lay" "lon" "lat" "WellNum" "ztop_m"
168 144 0 466634.12422272 4308604.71038478 457 540.316528320312
64 148 0 467634.12422272 4334604.71038478 458 389.024353027344
76 148 0 467634.12422272 4331604.71038478 459 544.127685546875
80 148 0 467634.12422272 4330604.71038478 460 657.776916503906
84 148 0 467634.12422272 4329604.71038478 461 455.222442626953
88 148 0 467634.12422272 4328604.71038478 462 538.811157226562
92 148 0 467634.12422272 4327604.71038478 463 478.582702636719
96 148 0 467634.12422272 4326604.71038478 464 342.364593505859
104 148 0 467634.12422272 4324604.71038478 465 397.169952392578
108 148 0 467634.12422272 4323604.71038478 466 461.148193359375
112 148 0 467634.12422272 4322604.71038478 467 316.661499023438
116 148 0 467634.12422272 4321604.71038478 468 267.567138671875
120 148 0 467634.12422272 4320604.71038478 469 147.138137817383
124 148 0 467634.12422272 4319604.71038478 470 115.263198852539
132 148 0 467634.12422272 4317604.71038478 471 121.978729248047
136 148 0 467634.12422272 4316604.71038478 472 134.771453857422
140 148 0 467634.12422272 4315604.71038478 473 210.001571655273
144 148 0 467634.12422272 4314604.71038478 474 421.236328125
148 148 0 467634.12422272 4313604.71038478 475 435.057922363281
156 148 0 467634.12422272 4311604.71038478 476 397.145233154297
160 148 0 467634.12422272 4310604.71038478 477 524.753173828125
168 148 0 467634.12422272 4308604.71038478 478 471.165557861328
64 152 0 468634.12422272 4334604.71038478 479 554.308837890625
68 152 0 468634.12422272 4333604.71038478 480 506.868377685547
76 152 0 468634.12422272 4331604.71038478 481 494.041778564453
80 152 0 468634.12422272 4330604.71038478 482 675.011840820312
84 152 0 468634.12422272 4329604.71038478 483 480.767028808594
88 152 0 468634.12422272 4328604.71038478 484 545.41455078125
92 152 0 468634.12422272 4327604.71038478 485 590.334289550781
96 152 0 468634.12422272 4326604.71038478 486 559.694274902344
100 152 0 468634.12422272 4325604.71038478 487 267.948974609375
104 152 0 468634.12422272 4324604.71038478 488 366.743957519531
108 152 0 468634.12422272 4323604.71038478 489 541.663024902344
112 152 0 468634.12422272 4322604.71038478 490 368.180236816406
116 152 0 468634.12422272 4321604.71038478 491 393.316650390625
120 152 0 468634.12422272 4320604.71038478 492 265.683197021484
124 152 0 468634.12422272 4319604.71038478 493 179.045394897461
128 152 0 468634.12422272 4318604.71038478 494 119.949745178223
136 152 0 468634.12422272 4316604.71038478 495 131.795776367188
140 152 0 468634.12422272 4315604.71038478 496 160.476196289062
144 152 0 468634.12422272 4314604.71038478 497 274.562896728516
148 152 0 468634.12422272 4313604.71038478 498 299.514862060547
156 152 0 468634.12422272 4311604.71038478 499 444.614074707031
160 152 0 468634.12422272 4310604.71038478 500 387.72705078125
164 152 0 468634.12422272 4309604.71038478 501 486.451385498047
168 152 0 468634.12422272 4308604.71038478 502 364.166015625
64 156 0 469634.12422272 4334604.71038478 503 614.5087890625
68 156 0 469634.12422272 4333604.71038478 504 644.78466796875
72 156 0 469634.12422272 4332604.71038478 505 504.395660400391
76 156 0 469634.12422272 4331604.71038478 506 520.261901855469
80 156 0 469634.12422272 4330604.71038478 507 570.604736328125
88 156 0 469634.12422272 4328604.71038478 508 495.092071533203
92 156 0 469634.12422272 4327604.71038478 509 709.480590820312
96 156 0 469634.12422272 4326604.71038478 510 691.332763671875
100 156 0 469634.12422272 4325604.71038478 511 349.877807617188
104 156 0 469634.12422272 4324604.71038478 512 475.184295654297
108 156 0 469634.12422272 4323604.71038478 513 468.958343505859
112 156 0 469634.12422272 4322604.71038478 514 469.990692138672
116 156 0 469634.12422272 4321604.71038478 515 356.335235595703
120 156 0 469634.12422272 4320604.71038478 516 477.9716796875
124 156 0 469634.12422272 4319604.71038478 517 338.1708984375
128 156 0 469634.12422272 4318604.71038478 518 181.793075561523
132 156 0 469634.12422272 4317604.71038478 519 210.563919067383
136 156 0 469634.12422272 4316604.71038478 520 168.858840942383
140 156 0 469634.12422272 4315604.71038478 521 195.160675048828
144 156 0 469634.12422272 4314604.71038478 522 161.891128540039
148 156 0 469634.12422272 4313604.71038478 523 311.034423828125
156 156 0 469634.12422272 4311604.71038478 524 430.724365234375
160 156 0 469634.12422272 4310604.71038478 525 525.603149414062
164 156 0 469634.12422272 4309604.71038478 526 363.838562011719
64 160 0 470634.12422272 4334604.71038478 527 792.738647460938
68 160 0 470634.12422272 4333604.71038478 528 672.988586425781
72 160 0 470634.12422272 4332604.71038478 529 548.009216308594
76 160 0 470634.12422272 4331604.71038478 530 768.34423828125
80 160 0 470634.12422272 4330604.71038478 531 643.111572265625
84 160 0 470634.12422272 4329604.71038478 532 485.930816650391
88 160 0 470634.12422272 4328604.71038478 533 578.093627929688
92 160 0 470634.12422272 4327604.71038478 534 640.674743652344
96 160 0 470634.12422272 4326604.71038478 535 542.589233398438
100 160 0 470634.12422272 4325604.71038478 536 371.009674072266
104 160 0 470634.12422272 4324604.71038478 537 517.295471191406
108 160 0 470634.12422272 4323604.71038478 538 660.524291992188
112 160 0 470634.12422272 4322604.71038478 539 580.656066894531
116 160 0 470634.12422272 4321604.71038478 540 476.882537841797
120 160 0 470634.12422272 4320604.71038478 541 562.4755859375
124 160 0 470634.12422272 4319604.71038478 542 448.453216552734
128 160 0 470634.12422272 4318604.71038478 543 367.637390136719
132 160 0 470634.12422272 4317604.71038478 544 241.921829223633
140 160 0 470634.12422272 4315604.71038478 545 320.236389160156
144 160 0 470634.12422272 4314604.71038478 546 234.347091674805
148 160 0 470634.12422272 4313604.71038478 547 358.636383056641
152 160 0 470634.12422272 4312604.71038478 548 249.508895874023
156 160 0 470634.12422272 4311604.71038478 549 307.2841796875
160 160 0 470634.12422272 4310604.71038478 550 435.009368896484
68 164 0 471634.12422272 4333604.71038478 551 745.669067382812
72 164 0 471634.12422272 4332604.71038478 552 721.889099121094
76 164 0 471634.12422272 4331604.71038478 553 726.835998535156
80 164 0 471634.12422272 4330604.71038478 554 644.441345214844
84 164 0 471634.12422272 4329604.71038478 555 544.858459472656
88 164 0 471634.12422272 4328604.71038478 556 689.345397949219
92 164 0 471634.12422272 4327604.71038478 557 719.967590332031
96 164 0 471634.12422272 4326604.71038478 558 526.923889160156
100 164 0 471634.12422272 4325604.71038478 559 491.786437988281
108 164 0 471634.12422272 4323604.71038478 560 626.574523925781
112 164 0 471634.12422272 4322604.71038478 561 673.4775390625
116 164 0 471634.12422272 4321604.71038478 562 507.001129150391
120 164 0 471634.12422272 4320604.71038478 563 512.999877929688
124 164 0 471634.12422272 4319604.71038478 564 549.302124023438
128 164 0 471634.12422272 4318604.71038478 565 457.453643798828
132 164 0 471634.12422272 4317604.71038478 566 406.983581542969
136 164 0 471634.12422272 4316604.71038478 567 241.055969238281
140 164 0 471634.12422272 4315604.71038478 568 322.817138671875
144 164 0 471634.12422272 4314604.71038478 569 315.719482421875
148 164 0 471634.12422272 4313604.71038478 570 477.531433105469
152 164 0 471634.12422272 4312604.71038478 571 389.343475341797
156 164 0 471634.12422272 4311604.71038478 572 267.342102050781
160 164 0 471634.12422272 4310604.71038478 573 317.749145507812
164 164 0 471634.12422272 4309604.71038478 574 305.808624267578
168 164 0 471634.12422272 4308604.71038478 575 434.09716796875
72 168 0 472634.12422272 4332604.71038478 576 869.311706542969
76 168 0 472634.12422272 4331604.71038478 577 886.318542480469
80 168 0 472634.12422272 4330604.71038478 578 663.153869628906
84 168 0 472634.12422272 4329604.71038478 579 810.78076171875
88 168 0 472634.12422272 4328604.71038478 580 712.809143066406
92 168 0 472634.12422272 4327604.71038478 581 808.95556640625
96 168 0 472634.12422272 4326604.71038478 582 474.988555908203
100 168 0 472634.12422272 4325604.71038478 583 540.526611328125
104 168 0 472634.12422272 4324604.71038478 584 511.977569580078
112 168 0 472634.12422272 4322604.71038478 585 606.188659667969
116 168 0 472634.12422272 4321604.71038478 586 668.821166992188
120 168 0 472634.12422272 4320604.71038478 587 600.504272460938
124 168 0 472634.12422272 4319604.71038478 588 452.655487060547
128 168 0 472634.12422272 4318604.71038478 589 502.014129638672
132 168 0 472634.12422272 4317604.71038478 590 509.798370361328
136 168 0 472634.12422272 4316604.71038478 591 368.789489746094
144 168 0 472634.12422272 4314604.71038478 592 419.734985351562
148 168 0 472634.12422272 4313604.71038478 593 534.231628417969
152 168 0 472634.12422272 4312604.71038478 594 555.057006835938
156 168 0 472634.12422272 4311604.71038478 595 364.034118652344
160 168 0 472634.12422272 4310604.71038478 596 235.378433227539
164 168 0 472634.12422272 4309604.71038478 597 324.201873779297
168 168 0 472634.12422272 4308604.71038478 598 352.988037109375
84 172 0 473634.12422272 4329604.71038478 599 765.590393066406
88 172 0 473634.12422272 4328604.71038478 600 703.153015136719
92 172 0 473634.12422272 4327604.71038478 601 763.364074707031
96 172 0 473634.12422272 4326604.71038478 602 769.033081054688
100 172 0 473634.12422272 4325604.71038478 603 585.369750976562
104 172 0 473634.12422272 4324604.71038478 604 601.45556640625
112 172 0 473634.12422272 4322604.71038478 605 645.962646484375
116 172 0 473634.12422272 4321604.71038478 606 682.178588867188
120 172 0 473634.12422272 4320604.71038478 607 545.703063964844
124 172 0 473634.12422272 4319604.71038478 608 514.595458984375
128 172 0 473634.12422272 4318604.71038478 609 525.580383300781
132 172 0 473634.12422272 4317604.71038478 610 440.610961914062
136 172 0 473634.12422272 4316604.71038478 611 390.480987548828
140 172 0 473634.12422272 4315604.71038478 612 500.035919189453
144 172 0 473634.12422272 4314604.71038478 613 357.837921142578
148 172 0 473634.12422272 4313604.71038478 614 483.787506103516
152 172 0 473634.12422272 4312604.71038478 615 619.950805664062
156 172 0 473634.12422272 4311604.71038478 616 540.926635742188
160 172 0 473634.12422272 4310604.71038478 617 391.345428466797
164 172 0 473634.12422272 4309604.71038478 618 325.377593994141
168 172 0 473634.12422272 4308604.71038478 619 303.070220947266
104 176 0 474634.12422272 4324604.71038478 620 623.897521972656
108 176 0 474634.12422272 4323604.71038478 621 523.359069824219
112 176 0 474634.12422272 4322604.71038478 622 616.690002441406
116 176 0 474634.12422272 4321604.71038478 623 765.856689453125
120 176 0 474634.12422272 4320604.71038478 624 549.270690917969
124 176 0 474634.12422272 4319604.71038478 625 480.039703369141
128 176 0 474634.12422272 4318604.71038478 626 512.639099121094
132 176 0 474634.12422272 4317604.71038478 627 497.221588134766
136 176 0 474634.12422272 4316604.71038478 628 544.311218261719
140 176 0 474634.12422272 4315604.71038478 629 672.997009277344
144 176 0 474634.12422272 4314604.71038478 630 549.692138671875
148 176 0 474634.12422272 4313604.71038478 631 486.188140869141
152 176 0 474634.12422272 4312604.71038478 632 494.801116943359
156 176 0 474634.12422272 4311604.71038478 633 691.431518554688
160 176 0 474634.12422272 4310604.71038478 634 615.608032226562
164 176 0 474634.12422272 4309604.71038478 635 412.119750976562
168 176 0 474634.12422272 4308604.71038478 636 273.211730957031
172 176 0 474634.12422272 4307604.71038478 637 341.304321289062
180 176 0 474634.12422272 4305604.71038478 638 351.530609130859
184 176 0 474634.12422272 4304604.71038478 639 385.115081787109
188 176 0 474634.12422272 4303604.71038478 640 559.094177246094
108 180 0 475634.12422272 4323604.71038478 641 723.384765625
112 180 0 475634.12422272 4322604.71038478 642 805.543151855469
116 180 0 475634.12422272 4321604.71038478 643 589.945983886719
120 180 0 475634.12422272 4320604.71038478 644 651.482849121094
124 180 0 475634.12422272 4319604.71038478 645 597.296142578125
128 180 0 475634.12422272 4318604.71038478 646 610.707214355469
132 180 0 475634.12422272 4317604.71038478 647 447.500671386719
144 180 0 475634.12422272 4314604.71038478 648 802.130554199219
148 180 0 475634.12422272 4313604.71038478 649 809.455444335938
152 180 0 475634.12422272 4312604.71038478 650 499.867553710938
156 180 0 475634.12422272 4311604.71038478 651 685.579284667969
160 180 0 475634.12422272 4310604.71038478 652 639.493347167969
164 180 0 475634.12422272 4309604.71038478 653 509.630035400391
168 180 0 475634.12422272 4308604.71038478 654 411.400421142578
172 180 0 475634.12422272 4307604.71038478 655 292.302795410156
176 180 0 475634.12422272 4306604.71038478 656 269.884704589844
180 180 0 475634.12422272 4305604.71038478 657 413.391662597656
184 180 0 475634.12422272 4304604.71038478 658 292.079193115234
188 180 0 475634.12422272 4303604.71038478 659 465.908630371094
192 180 0 475634.12422272 4302604.71038478 660 472.177337646484
116 184 0 476634.12422272 4321604.71038478 661 778.436401367188
132 184 0 476634.12422272 4317604.71038478 662 644.773620605469
148 184 0 476634.12422272 4313604.71038478 663 722.725646972656
152 184 0 476634.12422272 4312604.71038478 664 638.166320800781
156 184 0 476634.12422272 4311604.71038478 665 770.765502929688
160 184 0 476634.12422272 4310604.71038478 666 775.687072753906
164 184 0 476634.12422272 4309604.71038478 667 630.468078613281
168 184 0 476634.12422272 4308604.71038478 668 485.466827392578
172 184 0 476634.12422272 4307604.71038478 669 342.067901611328
176 184 0 476634.12422272 4306604.71038478 670 258.763763427734
180 184 0 476634.12422272 4305604.71038478 671 277.372924804688
184 184 0 476634.12422272 4304604.71038478 672 323.482330322266
188 184 0 476634.12422272 4303604.71038478 673 378.765014648438
192 184 0 476634.12422272 4302604.71038478 674 367.663452148438
196 184 0 476634.12422272 4301604.71038478 675 514.359008789062
208 184 0 476634.12422272 4298604.71038478 676 665.161987304688
152 188 0 477634.12422272 4312604.71038478 677 683.892150878906
156 188 0 477634.12422272 4311604.71038478 678 787.172973632812
160 188 0 477634.12422272 4310604.71038478 679 890.953430175781
164 188 0 477634.12422272 4309604.71038478 680 758.026428222656
168 188 0 477634.12422272 4308604.71038478 681 503.8369140625
172 188 0 477634.12422272 4307604.71038478 682 294.116180419922
176 188 0 477634.12422272 4306604.71038478 683 306.547119140625
184 188 0 477634.12422272 4304604.71038478 684 394.529357910156
188 188 0 477634.12422272 4303604.71038478 685 345.004089355469
192 188 0 477634.12422272 4302604.71038478 686 353.204956054688
196 188 0 477634.12422272 4301604.71038478 687 490.988403320312
200 188 0 477634.12422272 4300604.71038478 688 510.215942382812
204 188 0 477634.12422272 4299604.71038478 689 526.719787597656
208 188 0 477634.12422272 4298604.71038478 690 473.786560058594
160 192 0 478634.12422272 4310604.71038478 691 830.674255371094
164 192 0 478634.12422272 4309604.71038478 692 629.261047363281
168 192 0 478634.12422272 4308604.71038478 693 431.277709960938
172 192 0 478634.12422272 4307604.71038478 694 340.413909912109
176 192 0 478634.12422272 4306604.71038478 695 316.137756347656
180 192 0 478634.12422272 4305604.71038478 696 488.287658691406
184 192 0 478634.12422272 4304604.71038478 697 440.361785888672
188 192 0 478634.12422272 4303604.71038478 698 337.984680175781
192 192 0 478634.12422272 4302604.71038478 699 317.608795166016
200 192 0 478634.12422272 4300604.71038478 700 398.826324462891
204 192 0 478634.12422272 4299604.71038478 701 368.201446533203
208 192 0 478634.12422272 4298604.71038478 702 524.327941894531
212 192 0 478634.12422272 4297604.71038478 703 427.674926757812
216 192 0 478634.12422272 4296604.71038478 704 572.012756347656
160 196 0 479634.12422272 4310604.71038478 705 853.979858398438
164 196 0 479634.12422272 4309604.71038478 706 696.670959472656
168 196 0 479634.12422272 4308604.71038478 707 601.735778808594
172 196 0 479634.12422272 4307604.71038478 708 446.130126953125
176 196 0 479634.12422272 4306604.71038478 709 326.453369140625
188 196 0 479634.12422272 4303604.71038478 710 521.481262207031
192 196 0 479634.12422272 4302604.71038478 711 371.481109619141
196 196 0 479634.12422272 4301604.71038478 712 390.331573486328
200 196 0 479634.12422272 4300604.71038478 713 475.897827148438
204 196 0 479634.12422272 4299604.71038478 714 476.219818115234
208 196 0 479634.12422272 4298604.71038478 715 332.480773925781
212 196 0 479634.12422272 4297604.71038478 716 329.529327392578
216 196 0 479634.12422272 4296604.71038478 717 428.299102783203
160 200 0 480634.12422272 4310604.71038478 718 915.711242675781
188 200 0 480634.12422272 4303604.71038478 719 451.738098144531
192 200 0 480634.12422272 4302604.71038478 720 382.790496826172
196 200 0 480634.12422272 4301604.71038478 721 341.824920654297
200 200 0 480634.12422272 4300604.71038478 722 406.923675537109
204 200 0 480634.12422272 4299604.71038478 723 505.259979248047
208 200 0 480634.12422272 4298604.71038478 724 412.684265136719
212 200 0 480634.12422272 4297604.71038478 725 441.331329345703
216 200 0 480634.12422272 4296604.71038478 726 473.913177490234
192 204 0 481634.12422272 4302604.71038478 727 443.385040283203
196 204 0 481634.12422272 4301604.71038478 728 367.202911376953
200 204 0 481634.12422272 4300604.71038478 729 460.777618408203
204 204 0 481634.12422272 4299604.71038478 730 372.842254638672
208 204 0 481634.12422272 4298604.71038478 731 461.801513671875
192 208 0 482634.12422272 4302604.71038478 732 588.052124023438
196 208 0 482634.12422272 4301604.71038478 733 503.322082519531
200 208 0 482634.12422272 4300604.71038478 734 459.704620361328
204 208 0 482634.12422272 4299604.71038478 735 456.600860595703
208 208 0 482634.12422272 4298604.71038478 736 435.849700927734
