"row" "col" "lay" "lon" "lat" "WellNum" "ztop_m"
120 128 0 462634.12422272 4320604.71038478 352 247.200393676758
124 128 0 462634.12422272 4319604.71038478 353 247.007690429688
128 128 0 462634.12422272 4318604.71038478 354 248.602462768555
132 128 0 462634.12422272 4317604.71038478 355 410.504852294922
140 128 0 462634.12422272 4315604.71038478 356 215.954681396484
144 128 0 462634.12422272 4314604.71038478 357 376.765289306641
148 128 0 462634.12422272 4313604.71038478 358 318.000610351562
152 128 0 462634.12422272 4312604.71038478 359 365.767791748047
156 128 0 462634.12422272 4311604.71038478 360 426.378295898438
160 128 0 462634.12422272 4310604.71038478 361 568.370300292969
56 132 0 463634.12422272 4336604.71038478 362 392.723083496094
60 132 0 463634.12422272 4335604.71038478 363 259.335723876953
64 132 0 463634.12422272 4334604.71038478 364 271.516540527344
68 132 0 463634.12422272 4333604.71038478 365 331.930419921875
72 132 0 463634.12422272 4332604.71038478 366 378.585662841797
76 132 0 463634.12422272 4331604.71038478 367 488.505523681641
80 132 0 463634.12422272 4330604.71038478 368 395.655426025391
84 132 0 463634.12422272 4329604.71038478 369 438.415435791016
88 132 0 463634.12422272 4328604.71038478 370 495.841125488281
92 132 0 463634.12422272 4327604.71038478 371 369.304077148438
100 132 0 463634.12422272 4325604.71038478 372 262.245178222656
104 132 0 463634.12422272 4324604.71038478 373 297.37255859375
108 132 0 463634.12422272 4323604.71038478 374 197.189590454102
112 132 0 463634.12422272 4322604.71038478 375 89.6767883300781
116 132 0 463634.12422272 4321604.71038478 376 149.49723815918
120 132 0 463634.12422272 4320604.71038478 377 228.423324584961
124 132 0 463634.12422272 4319604.71038478 378 185.842330932617
128 132 0 463634.12422272 4318604.71038478 379 352.707397460938
132 132 0 463634.12422272 4317604.71038478 380 281.712799072266
136 132 0 463634.12422272 4316604.71038478 381 368.653503417969
140 132 0 463634.12422272 4315604.71038478 382 225.91682434082
144 132 0 463634.12422272 4314604.71038478 383 168.64892578125
156 132 0 463634.12422272 4311604.71038478 384 352.626739501953
160 132 0 463634.12422272 4310604.71038478 385 522.182373046875
164 132 0 463634.12422272 4309604.71038478 386 322.377746582031
60 136 0 464634.12422272 4335604.71038478 387 402.847106933594
64 136 0 464634.12422272 4334604.71038478 388 240.402206420898
72 136 0 464634.12422272 4332604.71038478 389 479.586242675781
76 136 0 464634.12422272 4331604.71038478 390 584.141967773438
80 136 0 464634.12422272 4330604.71038478 391 623.163513183594
84 136 0 464634.12422272 4329604.71038478 392 513.494323730469
88 136 0 464634.12422272 4328604.71038478 393 585.646606445312
92 136 0 464634.12422272 4327604.71038478 394 533.896728515625
100 136 0 464634.12422272 4325604.71038478 395 206.887268066406
104 136 0 464634.12422272 4324604.71038478 396 488.979705810547
108 136 0 464634.12422272 4323604.71038478 397 305.968444824219
112 136 0 464634.12422272 4322604.71038478 398 111.156646728516
116 136 0 464634.12422272 4321604.71038478 399 85.1166763305664
120 136 0 464634.12422272 4320604.71038478 400 226.168395996094
124 136 0 464634.12422272 4319604.71038478 401 230.125854492188
128 136 0 464634.12422272 4318604.71038478 402 370.895629882812
132 136 0 464634.12422272 4317604.71038478 403 344.690307617188
136 136 0 464634.12422272 4316604.71038478 404 431.5390625
140 136 0 464634.12422272 4315604.71038478 405 308.792694091797
144 136 0 464634.12422272 4314604.71038478 406 322.693145751953
148 136 0 464634.12422272 4313604.71038478 407 247.338180541992
152 136 0 464634.12422272 4312604.71038478 408 300.648986816406
156 136 0 464634.12422272 4311604.71038478 409 363.650512695312
164 136 0 464634.12422272 4309604.71038478 410 431.895782470703
60 140 0 465634.12422272 4335604.71038478 411 505.894348144531
64 140 0 465634.12422272 4334604.71038478 412 279.228790283203
68 140 0 465634.12422272 4333604.71038478 413 430.787353515625
72 140 0 465634.12422272 4332604.71038478 414 344.687591552734
76 140 0 465634.12422272 4331604.71038478 415 601.274536132812
80 140 0 465634.12422272 4330604.71038478 416 525.179077148438
84 140 0 465634.12422272 4329604.71038478 417 636.351623535156
88 140 0 465634.12422272 4328604.71038478 418 709.368835449219
92 140 0 465634.12422272 4327604.71038478 419 612.553955078125
96 140 0 465634.12422272 4326604.71038478 420 342.319183349609
100 140 0 465634.12422272 4325604.71038478 421 332.102874755859
104 140 0 465634.12422272 4324604.71038478 422 365.807250976562
108 140 0 465634.12422272 4323604.71038478 423 378.519012451172
112 140 0 465634.12422272 4322604.71038478 424 283.592987060547
116 140 0 465634.12422272 4321604.71038478 425 164.005935668945
124 140 0 465634.12422272 4319604.71038478 426 212.626403808594
128 140 0 465634.12422272 4318604.71038478 427 276.921752929688
132 140 0 465634.12422272 4317604.71038478 428 359.528137207031
136 140 0 465634.12422272 4316604.71038478 429 465.837829589844
140 140 0 465634.12422272 4315604.71038478 430 376.220733642578
144 140 0 465634.12422272 4314604.71038478 431 418.764587402344
148 140 0 465634.12422272 4313604.71038478 432 440.706970214844
156 140 0 465634.12422272 4311604.71038478 433 392.554840087891
160 140 0 465634.12422272 4310604.71038478 434 438.440307617188
164 140 0 465634.12422272 4309604.71038478 435 299.459259033203
64 144 0 466634.12422272 4334604.71038478 436 506.944427490234
68 144 0 466634.12422272 4333604.71038478 437 531.524780273438
76 144 0 466634.12422272 4331604.71038478 438 450.577056884766
80 144 0 466634.12422272 4330604.71038478 439 574.948181152344
84 144 0 466634.12422272 4329604.71038478 440 484.045745849609
88 144 0 466634.12422272 4328604.71038478 441 379.950012207031
92 144 0 466634.12422272 4327604.71038478 442 464.341766357422
96 144 0 466634.12422272 4326604.71038478 443 415.48095703125
100 144 0 466634.12422272 4325604.71038478 444 269.648895263672
104 144 0 466634.12422272 4324604.71038478 445 383.653442382812
108 144 0 466634.12422272 4323604.71038478 446 462.278503417969
112 144 0 466634.12422272 4322604.71038478 447 373.296752929688
116 144 0 466634.12422272 4321604.71038478 448 264.146850585938
128 144 0 466634.12422272 4318604.71038478 449 110.14737701416
132 144 0 466634.12422272 4317604.71038478 450 168.54508972168
136 144 0 466634.12422272 4316604.71038478 451 223.726135253906
140 144 0 466634.12422272 4315604.71038478 452 478.210327148438
144 144 0 466634.12422272 4314604.71038478 453 486.525360107422
148 144 0 466634.12422272 4313604.71038478 454 350.780181884766
156 144 0 466634.12422272 4311604.71038478 455 378.499542236328
160 144 0 466634.12422272 4310604.71038478 456 414.089569091797
