"SegNum" "FromNode" "ToNode" "SFR_NSEG" "TotDASqKM" "TerminalFl" "TerminalPa" "SFR_OUTSEG" "DirectDASqKM" "width_m"
347 10033471 10033472 340 14.6502 "0" 10014053 341 3.195 10.0461707337856
346 10033472 10033474 341 24.4998 "0" 10014053 342 9.8496 10.2763549508481
345 10033474 10033475 342 27.6453 "0" 10014053 343 3.1455 10.3509703649478
344 10033475 10033485 343 32.7708 "0" 10014053 344 5.1255 10.4737164153325
343 10033485 10033488 344 40.3353 "0" 10014053 345 7.5645 10.6575362433079
342 10033488 10033490 345 57.0015 "0" 10014053 346 16.6662 11.0739945957043
341 10033490 10033491 346 59.2911 "0" 10014053 347 2.2896 11.1324649568416
340 10033491 10033494 347 68.1795 "0" 10014053 348 2.20950000000001 11.3623917258952
339 10033494 10033503 348 70.6473 "0" 10014053 349 2.4678 11.4270673534446
338 10033503 10033511 349 82.9539 "0" 10014053 350 7.11 11.755133636208
337 10033511 10033512 350 90.7236 "0" 10014053 0 7.7697 11.9670897383886
460 10032694 10032701 351 1.2204 "0" 10006855 369 1.2204 9.74060275643647
442 10032613 10032616 352 1.2933 "0" 10006855 377 1.2933 9.74223610022819
463 10032683 10032684 353 1.656 "0" 10006855 387 1.656 9.75036656179003
465 10032690 10032689 354 1.692 "0" 10006855 362 1.692 9.75117392556575
470 10032744 10032749 355 2.1303 "0" 10006855 357 2.1303 9.76100894294681
437 10032618 10032632 356 2.2041 "0" 10006855 378 2.2041 9.76266591722821
472 10032749 10032789 357 2.295 "0" 10006855 365 0.1647 9.76470721117075
439 10032639 10032643 358 2.4732 "0" 10006855 374 2.4732 9.76871019434363
456 10032658 10032654 359 2.475 "0" 10006855 372 2.475 9.76875063688755
484 10032638 10032637 360 2.5866 "0" 10006855 371 2.5866 9.77125840163379
436 10032633 10032641 361 2.8755 "0" 10006855 393 2.8755 9.77775326728664
464 10032689 10032693 362 3.0537 "0" 10006855 398 1.3617 9.781761598612
482 10032604 10032612 363 3.1032 "0" 10006855 386 3.1032 9.78287531556713
462 10032677 10032680 364 3.4794 "0" 10006855 367 3.4794 9.79134370941557
471 10032789 10032794 365 3.5874 "0" 10006855 455 1.2924 9.79377618129349
380 10032679 10032682 366 3.7584 "0" 10006855 381 3.7584 9.7976288310395
461 10032680 10032682 367 3.8817 "0" 10006855 381 0.4023 9.80040773461571
481 10032861 10032864 368 4.4055 "0" 10006855 451 4.4055 9.81222179283525
459 10032701 10032704 369 4.4298 "0" 10006855 448 3.2094 9.81277021323672
443 10032614 10032616 370 4.6296 "0" 10006855 377 4.6296 9.81728060993498
447 10032637 10032636 371 4.6503 "0" 10006855 379 2.0637 9.81774802179147
455 10032654 10032653 372 4.9563 "0" 10006855 380 2.4813 9.82466018495411
425 10032623 10032625 373 5.2317 "0" 10006855 420 5.2317 9.83088529255415
438 10032643 10032646 374 5.2758 "0" 10006855 474 2.8026 9.83188248982138
466 10032705 10032706 375 5.6817 "0" 10006855 422 5.6817 9.84106552619408
480 10032853 10032844 376 5.8923 "0" 10006855 428 5.8923 9.84583349617508
441 10032616 10032622 377 6.1398 "0" 10006855 410 0.2169 9.85143983244485
435 10032632 10032641 378 7.02 "0" 10006855 393 4.8159 9.87140387971716
446 10032636 10032635 379 7.2495 "0" 10006855 390 2.5992 9.87661587571009
454 10032653 10032652 380 7.3809 "0" 10006855 388 2.4246 9.87960123765537
379 10032682 10032684 381 7.7526 "0" 10006855 387 0.1125 9.88805101893607
475 10032806 10032802 382 7.9686 "0" 10006855 413 7.9686 9.8929646231205
468 10032712 10032711 383 8.0109 "0" 10006855 401 8.0109 9.89392715647035
479 10032832 10032837 384 8.2188 "0" 10006855 482 8.2188 9.89865926690522
477 10032825 10032823 385 8.3664 "0" 10006855 418 8.3664 9.90202023421146
483 10032612 10032629 386 9.3348 "0" 10006855 409 6.2316 9.92409978190064
378 10032684 10032687 387 9.4914 "0" 10006855 392 0.0828000000000007 9.92767488796228
453 10032652 10032651 388 9.5076 "0" 10006855 396 2.1267 9.92804480002003
469 10032719 10032703 389 10.0251 "0" 10006855 456 10.0251 9.93986869064025
445 10032635 10032624 390 10.5867 "0" 10006855 432 3.3372 9.9527161158254
458 10032662 10032664 391 10.6416 "0" 10006855 404 10.6416 9.9539729246363
377 10032687 10032693 392 10.7172 "0" 10006855 398 1.2258 9.95570387193263
434 10032641 10032647 393 11.1573 "0" 10006855 402 1.2618 9.96578643613901
416 10032848 10032850 394 11.2725 "0" 10006855 400 11.2725 9.96842732076208
474 10032804 10032802 395 11.5407 "0" 10006855 413 11.5407 9.97457834180353
451 10032651 10032644 396 11.5659 "0" 10006855 403 2.0583 9.97515648511866
478 10032824 10032823 397 13.0572 "0" 10006855 418 13.0572 10.0094299172741
376 10032693 10032700 398 14.1201 "0" 10006855 407 0.3492 10.033929604934
431 10032887 10032886 399 14.3244 "0" 10006855 406 14.3244 10.0386455560184
415 10032850 10032849 400 14.7618 "0" 10006855 412 3.4893 10.0487497158619
467 10032711 10032769 401 15.6564 "0" 10006855 438 7.6455 10.0694471082705
433 10032647 10032648 402 15.8652 "0" 10006855 405 4.7079 10.0742840208963
452 10032644 10032768 403 15.9309 "0" 10006855 415 4.365 10.0758064609797
457 10032664 10032665 404 17.5392 "0" 10006855 477 6.8976 10.1131467959532
432 10032648 10032649 405 17.6031 "0" 10006855 475 1.7379 10.1146332343661
430 10032886 10032888 406 17.7408 "0" 10006855 425 3.4164 10.1178371471865
375 10032700 10032702 407 18.072 "0" 10006855 408 3.9519 10.125547447138
374 10032702 10032706 408 18.3807 "0" 10006855 422 0.308700000000002 10.1327392399012
444 10032629 10032625 409 18.6921 "0" 10006855 420 9.3573 10.1399991099213
440 10032622 10032628 410 18.711 "0" 10006855 470 12.5712 10.1404399052632
399 10032841 10032846 411 19.1997 "0" 10006855 423 19.1997 10.15184426923
414 10032849 10032851 412 19.2015 "0" 10006855 426 4.4397 10.1518862979523
473 10032802 10032796 413 19.5777 "0" 10006855 442 0.0684000000000005 10.1606741204178
394 10032747 10032788 414 20.2167 "0" 10006855 416 20.2167 10.1756182421705
450 10032768 10032645 415 20.3445 "0" 10006855 417 4.4136 10.1786097030301
393 10032788 10032797 416 20.5182 "0" 10006855 421 0.301500000000001 10.1826769717957
448 10032645 10032650 417 21.3633 "0" 10006855 419 1.0188 10.2024885944913
476 10032823 10032820 418 22.4127 "0" 10006855 468 0.989100000000001 10.2271432665486
449 10032650 10032663 419 23.814 "0" 10006855 476 2.4507 10.2601584222043
424 10032625 10032624 420 24.6168 "0" 10006855 432 0.693000000000001 10.2791206900789
392 10032797 10032796 421 25.0299 "0" 10006855 442 4.5117 10.2888918322128
373 10032706 10032707 422 25.227 "0" 10006855 424 1.1646 10.2935571529321
398 10032846 10032844 423 25.5591 "0" 10006855 428 6.3594 10.3014226842742
372 10032707 10032769 424 25.6869 "0" 10006855 438 0.459900000000001 10.3044511295268
429 10032888 10032885 425 25.7589 "0" 10006855 427 8.0181 10.306157687933
413 10032851 10032852 426 29.2617 "0" 10006855 429 10.0602 10.3895239958899
428 10032885 10032882 427 31.3533 "0" 10006855 434 5.5944 10.4396250847168
397 10032844 10032845 428 31.473 "0" 10006855 431 0.0215999999999994 10.442499613574
411 10032852 10032854 429 32.3577 "0" 10006855 430 3.096 10.4637697492161
412 10032854 10032857 430 34.1874 "0" 10006855 439 1.8297 10.5078973222183
396 10032845 10032856 431 34.3359 "0" 10006855 435 2.8629 10.5114869075252
423 10032624 10032617 432 35.9901 "0" 10006855 433 0.786599999999993 10.5515557170668
422 10032617 10032620 433 36.9027 "0" 10006855 437 0.912600000000005 10.5737264813414
427 10032882 10032880 434 39.1068 "0" 10006855 436 7.7535 10.6274653451952
395 10032856 10032977 435 40.4199 "0" 10006855 485 6.084 10.6596101884777
426 10032880 10032883 436 41.5215 "0" 10006855 0 2.4147 10.6866524734017
421 10032620 10032619 437 42.0849 "0" 10006855 440 5.18219999999999 10.70050942753
371 10032769 10032704 438 43.0245 "0" 10006855 448 1.6812 10.7236590895699
410 10032857 10032858 439 43.407 "0" 10006855 443 9.2196 10.7330973797131
419 10032619 10032626 440 44.0055 "0" 10006855 441 1.9206 10.7478821985977
417 10032626 10032767 441 45.3438 "0" 10006855 445 1.3383 10.7810161157429
391 10032796 10032793 442 46.2168 "0" 10006855 450 1.60919999999999 10.8026850652634
409 10032858 10032859 443 46.4814 "0" 10006855 444 3.0744 10.8092613642395
408 10032859 10032860 444 47.0295 "0" 10006855 446 0.548099999999998 10.8228964359776
418 10032767 10032631 445 48.1311 "0" 10006855 447 2.7873 10.8503529605549
407 10032860 10032862 446 49.7178 "0" 10006855 449 2.6883 10.8900226886765
420 10032631 10032634 447 51.2325 "0" 10006855 472 3.1014 10.9280276211629
370 10032704 10032703 448 51.3621 "0" 10006855 456 3.90779999999999 10.9312855331713
406 10032862 10032864 449 52.8615 "0" 10006855 451 3.1437 10.969048460654
390 10032793 10032792 450 54.9135 "0" 10006855 452 8.6967 11.020940339903
405 10032864 10032867 451 58.7403 "0" 10006855 454 1.4733 11.1183708343197
388 10032792 10032790 452 62.0244 "0" 10006855 453 7.1109 11.2026706456876
389 10032790 10032794 453 62.7291 "0" 10006855 455 0.704700000000003 11.2208427690983
404 10032867 10032868 454 64.5696 "0" 10006855 457 5.8293 11.2684429579549
387 10032794 10032795 455 66.9825 "0" 10006855 458 0.665999999999997 11.3311529467075
369 10032703 10032699 456 67.1058 "0" 10006855 0 5.7186 11.334366804059
403 10032868 10032869 457 67.2003 "0" 10006855 463 2.6307 11.3368305964268
386 10032795 10032798 458 68.4558 "0" 10006855 459 1.47329999999999 11.3696147070362
385 10032798 10032801 459 71.0127 "0" 10006855 460 2.5569 11.4366749260224
384 10032801 10032805 460 74.2635 "0" 10006855 461 3.2508 11.5225055857815
383 10032805 10032808 461 77.8203 "0" 10006855 462 3.55680000000001 11.6171536689815
382 10032808 10032975 462 78.0264 "0" 10006855 464 0.206099999999992 11.6226618537545
402 10032869 10032873 463 78.273 "0" 10006855 465 11.0727 11.6292558649236
381 10032975 10032820 464 81.2124 "0" 10006855 468 3.18600000000001 11.7081432079151
401 10032873 10032879 465 85.2642 "0" 10006855 466 6.99120000000001 11.8177630214652
400 10032879 10032883 466 94.0806 "0" 10006855 0 8.8164 12.0598464661428
354 10032838 10032976 467 98.2611 "0" 10006855 483 0 12.1763629630173
485 10032820 10086537 468 109.2546 "0" 10006855 479 5.62949999999999 12.4881683040448
368 10032621 10032628 469 540.171 "0" 10006855 470 0 33.6458385698099
367 10032628 10032630 470 559.9773 "0" 10006855 471 1.09529999999995 35.214004915164
366 10032630 10032634 471 562.068 "0" 10006855 472 2.09069999999997 35.3837431066542
365 10032634 10032640 472 614.3976 "0" 10006855 473 1.09710000000007 39.909347130558
364 10032640 10032646 473 615.8511 "0" 10006855 474 1.45349999999996 40.0429893353039
363 10032646 10032649 474 625.8456 "0" 10006855 475 4.71870000000001 40.9741328042042
362 10032649 10032663 475 643.4568 "0" 10006855 476 0.0081000000000131 42.6678931432835
361 10032663 10032665 476 670.6944 "0" 10006855 477 3.42359999999996 45.4263893949238
360 10032665 10032681 477 688.2363 "0" 10006855 0 0.00270000000000437 47.2966548204119
358 10086536 10086537 478 1012.8366 "0" 10006855 479 0 99.7852383830696
359 10086537 10032826 479 1123.1343 "0" 10006855 480 1.04309999999987 100
357 10032826 10032831 480 1130.4333 "0" 10006855 481 7.29899999999998 100
356 10032831 10032837 481 1137.4182 "0" 10006855 482 6.98490000000015 100
355 10032837 10032976 482 1150.3872 "0" 10006855 483 4.75019999999972 100
353 10032976 10032855 483 1256.2488 "0" 10006855 484 7.60050000000024 100
352 10032855 10032977 484 1259.7651 "0" 10006855 485 3.5163 100
351 10032977 10032866 485 1308.3894 "0" 10006855 0 8.20439999999985 100
